script_id,script_name,project_root,started_at,completed_at,final_results_rows,validation_rows,model_risk_rows,banks,years,scenarios,latest_exercise_year,duplicated_keys,figures_available,manual_path
17,create_final_technical_pedagogical_manual,D:/GitHub/us-bank-stress-test-dfast-replication,2026-06-30 08:14:10.719931,2026-06-30 08:14:19.270983,497,497,497,56,11,3,2025,0,8,D:/GitHub/us-bank-stress-test-dfast-replication/manual/final_technical_pedagogical_manual_dfast_replication.docx
