observations,mean_prediction_error,median_prediction_error,optimistic_observations,conservative_observations,exact_or_near_zero_observations,optimistic_share,conservative_share,severe_optimistic_errors,severe_conservative_errors
497,0.01454351642882117,-0.04339103120005117,226,268,43,0.45472837022132795,0.5392354124748491,10,5
