script_id,script_name,project_root,started_at,completed_at,input_rows,model_risk_rows,banks,years,scenarios,duplicated_keys,cet1_min_rmse,cet1_min_mae,cet1_min_bias,cet1_min_r2,cet1_min_correlation,high_model_risk_observations,moderate_model_risk_observations,watchlist_observations,low_model_risk_observations,figures_created
15,robustness_sensitivity_model_risk_assessment,D:/GitHub/us-bank-stress-test-dfast-replication,2026-06-30 07:40:47.82592,2026-06-30 07:40:56.186366,497,497,56,11,3,0,0.8459968851044002,0.5873176405131468,0.014543516428821172,0.9688421257994689,0.9843205770660176,35,68,92,302,7
