script_id,script_name,project_root,started_at,completed_at,corrective_targets,successful_validated_attempts,failed_or_invalid_attempts,pdf_attempts,html_attempts,valid_pdf_attempts,valid_html_attempts,invalid_pdf_signature_attempts,download_error_attempts,groups_fixed,groups_still_missing,documents_inventoried,failed_downloads_moved,legacy_invalid_files_moved,publication_pdf_rule
02c_v2,fix_missing_regulatory_documentation_with_signature_validation,D:/GitHub/us-bank-stress-test-dfast-replication,2026-06-30 12:10:29.056923,2026-06-30 12:11:04.712493,13,6,7,10,3,3,3,0,7,3,0,22,0,0,PDF success requires internal %PDF signature.
