script_id,script_name,project_root,started_at,completed_at,documentation_targets,successful_downloads,failed_downloads,documents_inventoried
02b,download_regulatory_documentation,D:/GitHub/us-bank-stress-test-dfast-replication,2026-06-29 18:35:56.263914,2026-06-29 18:37:25.703977,15,12,3,19
