bank_rssd_id,bank_name,exercise_year,scenario_code,scenario_label,ppnr_amount,total_loan_losses_amount,securities_losses_amount,trading_counterparty_losses_amount,other_losses_amount,total_observed_losses_amount,provision_amount,pretax_net_income_amount,implied_pretax_from_components,pretax_identity_gap
1131787,"SunTrust Banks, Inc.",2017,3,Supervisory Severely Adverse,6.1,7.5,0.1,0,0.3,7.8999999999999995,8.5,-2.8,-2.8000000000000003,4.440892098500626e-16
3606542,TD Group US Holdings LLC,2017,2,Supervisory Adverse,6.9,6.1,0.1,0,0,6.199999999999999,6.1,0.6,0.7000000000000007,-0.10000000000000075
3606542,TD Group US Holdings LLC,2017,3,Supervisory Severely Adverse,10.7,9.9,0.4,0,0,10.3,11,-0.7,-0.7000000000000007,7.771561172376096e-16
3587146,The Bank of New York Mellon Corporation,2017,2,Supervisory Adverse,9.6,1.1,0.1,0.4,0,1.6,1.4,7.7,7.699999999999999,8.881784197001252e-16
3587146,The Bank of New York Mellon Corporation,2017,3,Supervisory Severely Adverse,11.6,2,0.3,1.9,0,4.199999999999999,2.4,6.9,6.999999999999998,-0.09999999999999787
2380443,"The Goldman Sachs Group, Inc.",2017,2,Supervisory Adverse,16,6.2,0,6.5,5.4,18.1,6.9,-2.8,-2.8000000000000007,8.881784197001252e-16
2380443,"The Goldman Sachs Group, Inc.",2017,3,Supervisory Severely Adverse,6.1,9.6,0,13.3,6.4,29.299999999999997,11.3,-25,-24.9,-0.10000000000000142
1069778,"The PNC Financial Services Group, Inc.",2017,2,Supervisory Adverse,12.5,6.5,0.1,0,0.5,7.1,6.4,5.5,5.5,0
1069778,"The PNC Financial Services Group, Inc.",2017,3,Supervisory Severely Adverse,13.9,11.6,0.4,0,0.7,12.7,12.9,-0.1,-0.09999999999999998,-2.7755575615628914e-17
1119794,U.S. Bancorp,2017,2,Supervisory Adverse,18.3,10.6,0,0,0,10.6,10.3,8,8,0
1119794,U.S. Bancorp,2017,3,Supervisory Severely Adverse,20.8,18.3,0,0,0,18.3,19.8,1.1,1,0.10000000000000009
4846998,UBS Americas Holding LLC,2017,2,Supervisory Adverse,2.9,1.1,0,0.4,0,1.5,1.5,1.1,0.9999999999999999,0.1000000000000002
4846998,UBS Americas Holding LLC,2017,3,Supervisory Severely Adverse,3.1,1.8,0,0.6,0,2.4,2.5,0,1.1102230246251565e-16,-1.1102230246251565e-16
1120754,Wells Fargo & Company,2017,2,Supervisory Adverse,76.5,28.5,0.6,3.7,1.1,33.900000000000006,28.4,42.7,42.699999999999996,7.105427357601002e-15
1120754,Wells Fargo & Company,2017,3,Supervisory Severely Adverse,85.8,53.6,2.6,12.2,1.6,70,59.4,10.1,9.999999999999998,0.10000000000000142
NA,18 participating firms,2018,2,Supervisory Adverse,386.9,193.6,2.4,46,13.3,255.3,197.6,127.7,127.59999999999998,0.10000000000002274
NA,18 participating firms,2018,3,Supervisory Severely Adverse,326.8,295.8,4.9,90.2,19.1,410,327.5,-114.9,-114.9,0
1073757,Bank of America Corporation,2018,2,Supervisory Adverse,54.3,27.3,0.1,5.3,1.9,34.6,27.3,19.6,19.699999999999996,-0.09999999999999432
1073757,Bank of America Corporation,2018,3,Supervisory Severely Adverse,42.3,43.6,0.2,8.9,2.7,55.400000000000006,48.3,-17.8,-17.8,0
5006575,Barclays US LLC,2018,2,Supervisory Adverse,5.2,3.1,0,0.3,0,3.4,3,1.9,1.9000000000000001,-2.220446049250313e-16
5006575,Barclays US LLC,2018,3,Supervisory Severely Adverse,4.6,4.2,0,0.8,0,5,4.5,-0.6,-0.7000000000000004,0.10000000000000042
2277860,Capital One Financial Corporation,2018,2,Supervisory Adverse,31.7,28.3,0,0,0,28.3,31.2,0.5,0.5,0
2277860,Capital One Financial Corporation,2018,3,Supervisory Severely Adverse,30.7,38.6,0.1,0,0,38.7,44.3,-13.6,-13.699999999999998,0.09999999999999787
1951350,Citigroup Inc.,2018,2,Supervisory Adverse,64.1,33.1,0.4,6.9,1.2,41.6,32.3,23.2,23.3,-0.10000000000000142
1951350,Citigroup Inc.,2018,3,Supervisory Severely Adverse,56.7,46.9,0.9,15.7,1.9,65.4,49.9,-11.6,-11.699999999999996,0.09999999999999609
1574834,"Credit Suisse Holdings (USA), Inc.",2018,2,Supervisory Adverse,2.8,0.1,0,3.1,0.1,3.3000000000000003,0.1,-0.5,-0.5000000000000003,3.3306690738754696e-16
1574834,"Credit Suisse Holdings (USA), Inc.",2018,3,Supervisory Severely Adverse,2.3,0.1,0,4.8,0.1,4.999999999999999,0.1,-2.6,-2.7,0.10000000000000009
2816906,DB USA Corporation,2018,2,Supervisory Adverse,0.1,0.2,0,0.7,0,0.8999999999999999,0.2,-0.9,-0.7999999999999999,-0.10000000000000009
2816906,DB USA Corporation,2018,3,Supervisory Severely Adverse,-0.4,0.4,0,1.3,0,1.7000000000000002,0.5,-2.2,-2.2,0
3232316,HSBC North America Holdings Inc.,2018,2,Supervisory Adverse,0.1,1.9,0,1,0,2.9,1.9,-2.8,-2.8,0
3232316,HSBC North America Holdings Inc.,2018,3,Supervisory Severely Adverse,-0.8,3.5,0,2,0,5.5,3.9,-6.8,-6.7,-0.09999999999999964
1039502,JPMorgan Chase & Co.,2018,2,Supervisory Adverse,72.8,39.3,0.4,12.1,0.9,52.699999999999996,39.9,19.5,19.5,0
1039502,JPMorgan Chase & Co.,2018,3,Supervisory Severely Adverse,60,60.2,0.7,21.2,1.2,83.30000000000001,66.7,-29.9,-29.8,-0.09999999999999787
2162966,Morgan Stanley,2018,2,Supervisory Adverse,8.9,2.4,0,5.2,3.6,11.2,2.9,-2.7,-2.8000000000000003,0.10000000000000009
2162966,Morgan Stanley,2018,3,Supervisory Severely Adverse,3.4,4.1,0,9.8,5.3,19.2,5.2,-16.9,-16.900000000000002,3.552713678800501e-15
1199611,Northern Trust Corporation,2018,2,Supervisory Adverse,2.8,0.9,0.1,0,0,1,1.1,1.6,1.5999999999999996,4.440892098500626e-16
1199611,Northern Trust Corporation,2018,3,Supervisory Severely Adverse,3,1.5,0.1,0,0,1.6,1.9,1,1,0
1111435,State Street Corporation,2018,2,Supervisory Adverse,3.6,0.7,0.1,0.8,0,1.6,0.8,1.9,1.8999999999999997,2.220446049250313e-16
1111435,State Street Corporation,2018,3,Supervisory Severely Adverse,3.4,1,0.1,1.2,0,2.3,1.2,0.9,0.9000000000000001,-1.1102230246251565e-16
3606542,TD Group US Holdings LLC,2018,2,Supervisory Adverse,6.8,5.7,0.2,0,0,5.9,5.5,1.2,1.0999999999999999,0.10000000000000009
3606542,TD Group US Holdings LLC,2018,3,Supervisory Severely Adverse,6.9,8.7,0.2,0,0,8.899999999999999,9.3,-2.6,-2.6000000000000005,4.440892098500626e-16
3587146,The Bank of New York Mellon Corporation,2018,2,Supervisory Adverse,8,0.9,0.1,0.8,0,1.8,1.1,6,6.000000000000001,-8.881784197001252e-16
3587146,The Bank of New York Mellon Corporation,2018,3,Supervisory Severely Adverse,7.3,1.4,0.1,1.1,0,2.6,1.8,4.3,4.300000000000001,-8.881784197001252e-16
2380443,"The Goldman Sachs Group, Inc.",2018,2,Supervisory Adverse,20.6,6.2,0,5.1,4.6,15.9,7,3.9,3.900000000000002,-2.220446049250313e-15
2380443,"The Goldman Sachs Group, Inc.",2018,3,Supervisory Severely Adverse,12.9,9.7,0,13.6,6,29.299999999999997,11.2,-18,-17.9,-0.10000000000000142
1069778,"The PNC Financial Services Group, Inc.",2018,2,Supervisory Adverse,13.7,6.5,0.1,0,0.2,6.8,6.3,7.2,7.1,0.10000000000000053
1069778,"The PNC Financial Services Group, Inc.",2018,3,Supervisory Severely Adverse,11.9,10.9,0.1,0,0.3,11.3,11.7,-0.2,-0.19999999999999893,-1.0824674490095276e-15
1119794,U.S. Bancorp,2018,2,Supervisory Adverse,19.6,10.4,0,0,0,10.4,10.1,9.4,9.500000000000002,-0.10000000000000142
1119794,U.S. Bancorp,2018,3,Supervisory Severely Adverse,18.2,16.3,0,0,0,16.3,17.6,0.5,0.5999999999999979,-0.09999999999999787
4846998,UBS Americas Holding LLC,2018,2,Supervisory Adverse,2.8,0.8,0,0.6,0,1.4,1.1,1.1,1.0999999999999996,4.440892098500626e-16
4846998,UBS Americas Holding LLC,2018,3,Supervisory Severely Adverse,2.3,1.3,0,1.5,0,2.8,1.6,-0.8,-0.8000000000000003,2.220446049250313e-16
1120754,Wells Fargo & Company,2018,2,Supervisory Adverse,69.2,25.8,1,4.1,1,31.9,25.6,37.5,37.5,0
1120754,Wells Fargo & Company,2018,3,Supervisory Severely Adverse,62.2,43.5,2.3,8.5,1.4,55.699999999999996,47.9,2.1,2.1000000000000036,-3.552713678800501e-15
NA,33 participating firms,2019,3,Supervisory Severely Adverse,429.3,432.5,5.5,83.2,28.7,549.9000000000001,489,-177.1,-177.09999999999997,-2.842170943040401e-14
1562859,Ally Financial Inc.,2019,3,Supervisory Severely Adverse,5.1,8.1,0.3,0,0.1,8.5,10.1,-5.3,-5.3999999999999995,0.09999999999999964
1275216,American Express Company,2019,3,Supervisory Severely Adverse,23.8,16,0,0,0,16,19.3,4.4,4.5,-0.09999999999999964
1245415,BMO Financial Corp.,2019,3,Supervisory Severely Adverse,-0.7,5.7,0,0,0,5.7,6.6,-7.2,-7.3,0.09999999999999964
1575569,"BNP Paribas USA, Inc.",2019,3,Supervisory Severely Adverse,0.9,4.8,0,0,0,4.8,5.7,-4.8,-4.8,0
1073757,Bank of America Corporation,2019,3,Supervisory Severely Adverse,42.3,47.2,0.2,10.5,4.2,62.10000000000001,53.1,-25.6,-25.700000000000003,0.10000000000000142
5006575,Barclays US LLC,2019,3,Supervisory Severely Adverse,4.2,4.5,0,0.9,0,5.4,4.7,-1.4,-1.4,0
2277860,Capital One Financial Corporation,2019,3,Supervisory Severely Adverse,31,41.2,0.1,0,0.1,41.400000000000006,47.7,-16.9,-16.900000000000006,7.105427357601002e-15
1951350,Citigroup Inc.,2019,3,Supervisory Severely Adverse,59.3,47.7,0.7,5.7,2.6,56.70000000000001,50,0.4,0.2999999999999976,0.10000000000000242
1132449,"Citizens Financial Group, Inc.",2019,3,Supervisory Severely Adverse,3.9,6.7,0,0,0.1,6.8,8,-4.3,-4.199999999999999,-0.10000000000000053
1574834,"Credit Suisse Holdings (USA), Inc.",2019,3,Supervisory Severely Adverse,1.2,0.1,0,2.8,0.2,3.1,0.1,-1.8,-1.9,0.09999999999999987
2816906,DB USA Corporation,2019,3,Supervisory Severely Adverse,-0.2,0.4,0,1.3,0,1.7000000000000002,0.5,-2,-2,0
3846375,Discover Financial Services,2019,3,Supervisory Severely Adverse,15.8,16.3,0,0,0,16.3,18.6,-2.8,-2.8000000000000007,8.881784197001252e-16
1070345,Fifth Third Bancorp,2019,3,Supervisory Severely Adverse,6.4,7.4,0,0,0.1,7.5,8.5,-2.1,-2.1999999999999997,0.09999999999999964
3232316,HSBC North America Holdings Inc.,2019,3,Supervisory Severely Adverse,-0.1,3.9,0.1,1.4,0.2,5.6000000000000005,4.5,-6.3,-6.3,0
1068191,Huntington Bancshares Incorporated,2019,3,Supervisory Severely Adverse,3.2,3.8,0,0,0,3.8,4.3,-1.1,-1.0999999999999996,-4.440892098500626e-16
1039502,JPMorgan Chase & Co.,2019,3,Supervisory Severely Adverse,73,64.4,0.7,21.8,2.7,89.60000000000001,72.3,-24.5,-24.499999999999996,-3.552713678800501e-15
1068025,KeyCorp,2019,3,Supervisory Severely Adverse,4.3,5.1,0,0,0.3,5.3999999999999995,5.6,-1.5,-1.5999999999999999,0.09999999999999987
1037003,M&T Bank Corporation,2019,3,Supervisory Severely Adverse,4.7,5,0,0,0,5,5.7,-1,-1,0
1378434,MUFG Americas Holdings Corporation,2019,3,Supervisory Severely Adverse,1.8,5.1,0.1,0,0.2,5.3999999999999995,6.4,-4.9,-4.9,0
2162966,Morgan Stanley,2019,3,Supervisory Severely Adverse,5,5.3,0.1,9.5,5.5,20.4,6.5,-16.5,-16.6,0.10000000000000142
1199611,Northern Trust Corporation,2019,3,Supervisory Severely Adverse,2.6,1.8,0.1,0,0,1.9000000000000001,2.2,0.2,0.29999999999999993,-0.09999999999999992
5280254,RBC US Group Holdings LLC,2019,3,Supervisory Severely Adverse,1.6,3.2,0.3,0,0,3.5,3.9,-2.6,-2.5999999999999996,-4.440892098500626e-16
3242838,Regions Financial Corporation,2019,3,Supervisory Severely Adverse,3.8,5.3,0,0,0.1,5.3999999999999995,6.3,-2.6,-2.6,0
3981856,"Santander Holdings USA, Inc.",2019,3,Supervisory Severely Adverse,7.3,8.6,0,0,0.1,8.7,8.3,-1.2,-1.100000000000001,-0.09999999999999898
1111435,State Street Corporation,2019,3,Supervisory Severely Adverse,3.6,1.2,0.1,0.6,0,1.9,1.4,1.4,1.5,-0.10000000000000009
3606542,TD Group US Holdings LLC,2019,3,Supervisory Severely Adverse,10.7,9.6,0.3,0,0,9.9,10.3,0.1,0.09999999999999859,1.4155343563970746e-15
3587146,The Bank of New York Mellon Corporation,2019,3,Supervisory Severely Adverse,7.2,1.5,0.2,0.8,0,2.5,1.8,4.4,4.4,0
2380443,"The Goldman Sachs Group, Inc.",2019,3,Supervisory Severely Adverse,10.6,9.8,0,17.8,8.5,36.1,11.1,-27,-26.8,-0.1999999999999993
1069778,"The PNC Financial Services Group, Inc.",2019,3,Supervisory Severely Adverse,12.9,12.1,0.1,0,0.3,12.5,13.2,-0.7,-0.6999999999999988,-1.1102230246251565e-15
1074156,Truist Financial Corporation,2019,3,Supervisory Severely Adverse,11.9,15.3,0,0,0.6,15.9,19.3,-8,-8,0
1119794,U.S. Bancorp,2019,3,Supervisory Severely Adverse,18.5,17.1,0,0,0,17.1,18.6,-0.1,-0.10000000000000142,1.4155343563970746e-15
4846998,UBS Americas Holding LLC,2019,3,Supervisory Severely Adverse,3.4,1.2,0,1.4,0,2.5999999999999996,1.5,0.5,0.5,0
1120754,Wells Fargo & Company,2019,3,Supervisory Severely Adverse,50.2,47.4,2,8.7,2.9,60.99999999999999,52.9,-16.3,-16.299999999999994,-7.105427357601002e-15
NA,23 participating firms,2020,3,Supervisory Severely Adverse,298.4,353,4.3,86.5,30.5,474.3,294.2,-117.1,-117.10000000000001,1.4210854715202004e-14
NA,33 participating firms,2020,3,Supervisory Severely Adverse,370.8,514.3,3.6,95.1,15.7,628.7,429.1,-172.8,-172.7,-0.10000000000002274
NA,33 participating firms,2020,30,Supervisory Alternative Severe,362.9,491.2,3.7,95.1,22.4,612.4,440.1,-198.4,-198.40000000000006,5.684341886080802e-14
1562859,Ally Financial Inc.,2020,3,Supervisory Severely Adverse,3.7,8.1,0.3,0,0,8.4,7,-3.6,-3.5999999999999996,-4.440892098500626e-16
1562859,Ally Financial Inc.,2020,30,Supervisory Alternative Severe,3.7,7.7,0.3,0,0.1,8.1,7.3,-3.9,-3.9999999999999996,0.09999999999999964
1275216,American Express Company,2020,3,Supervisory Severely Adverse,18.8,15.4,0,0,0,15.4,12.6,6.2,6.200000000000001,-8.881784197001252e-16
1275216,American Express Company,2020,30,Supervisory Alternative Severe,18.9,14.1,0,0,0,14.1,12.2,6.6,6.699999999999999,-0.09999999999999964
1245415,BMO Financial Corp.,2020,3,Supervisory Severely Adverse,0.8,6.5,0,0,0,6.5,6.6,-5.8,-5.8,0
1245415,BMO Financial Corp.,2020,3,Supervisory Severely Adverse,2.7,5.9,0,0,0,5.9,5.9,-3.2,-3.2,0
1245415,BMO Financial Corp.,2020,30,Supervisory Alternative Severe,0.7,6.4,0,0,0,6.4,7.2,-6.5,-6.5,0
1575569,"BNP Paribas USA, Inc.",2020,3,Supervisory Severely Adverse,0.8,5,0,0,0,5,5,-4.2,-4.2,0
1575569,"BNP Paribas USA, Inc.",2020,30,Supervisory Alternative Severe,0.8,4.8,0,0,0,4.8,5.3,-4.6,-4.5,-0.09999999999999964
1073757,Bank of America Corporation,2020,3,Supervisory Severely Adverse,34.4,60.2,0.1,11.3,1.6,73.2,51.8,-30.5,-30.400000000000002,-0.09999999999999787
1073757,Bank of America Corporation,2020,3,Supervisory Severely Adverse,31.1,49.6,0.2,9.9,4.1,63.800000000000004,41.9,-25,-25,0
1073757,Bank of America Corporation,2020,30,Supervisory Alternative Severe,32.7,57.9,0.1,11.3,2.6,71.89999999999999,53.4,-34.7,-34.699999999999996,-7.105427357601002e-15
5006575,Barclays US LLC,2020,3,Supervisory Severely Adverse,4.7,5,0,1,0,6,4.3,-0.6,-0.5999999999999996,-3.3306690738754696e-16
5006575,Barclays US LLC,2020,3,Supervisory Severely Adverse,5.7,3.4,0,1.2,0,4.6,2.6,1.9,1.9000000000000001,-2.220446049250313e-16
5006575,Barclays US LLC,2020,30,Supervisory Alternative Severe,4.6,4.6,0,1,0,5.6,4.1,-0.5,-0.5,0
2277860,Capital One Financial Corporation,2020,3,Supervisory Severely Adverse,23.1,42.6,0,0,0.1,42.7,35.8,-12.8,-12.799999999999995,-5.3290705182007514e-15
2277860,Capital One Financial Corporation,2020,3,Supervisory Severely Adverse,24.6,32,0.2,0,0.2,32.400000000000006,26.6,-2.4,-2.4000000000000004,4.440892098500626e-16
2277860,Capital One Financial Corporation,2020,30,Supervisory Alternative Severe,23.1,39.7,0,0,0.2,39.900000000000006,34.9,-12,-11.999999999999996,-3.552713678800501e-15
1951350,Citigroup Inc.,2020,3,Supervisory Severely Adverse,49.4,55.9,0.5,10.3,1.2,67.9,40,-2.7,-2.6000000000000023,-0.09999999999999787
1951350,Citigroup Inc.,2020,3,Supervisory Severely Adverse,35.4,47.9,0.6,8.6,1.9,59,33.9,-9.6,-9.6,0
1951350,Citigroup Inc.,2020,30,Supervisory Alternative Severe,48.2,52.7,0.5,10.3,1.8,65.3,40.2,-4.6,-4.6000000000000005,8.881784197001252e-16
1132449,"Citizens Financial Group, Inc.",2020,3,Supervisory Severely Adverse,3.7,8.6,0,0,0,8.6,8.2,-4.6,-4.499999999999999,-0.10000000000000053
1132449,"Citizens Financial Group, Inc.",2020,30,Supervisory Alternative Severe,3.7,8.3,0,0,0.1,8.4,8.6,-5,-4.999999999999999,-8.881784197001252e-16
1574834,"Credit Suisse Holdings (USA), Inc.",2020,3,Supervisory Severely Adverse,1.1,0.2,0,2.6,0.2,3.0000000000000004,0.2,-1.8,-1.9,0.09999999999999987
1574834,"Credit Suisse Holdings (USA), Inc.",2020,3,Supervisory Severely Adverse,3.5,0.2,0,3.3,0.2,3.7,0.2,-0.2,-0.2,0
1574834,"Credit Suisse Holdings (USA), Inc.",2020,30,Supervisory Alternative Severe,1,0.2,0,2.6,0.2,3.0000000000000004,0.1,-1.9,-1.9000000000000001,2.220446049250313e-16
2816906,DB USA Corporation,2020,3,Supervisory Severely Adverse,-0.7,0.9,0,0.9,0,1.8,0.9,-2.5,-2.5,0
2816906,DB USA Corporation,2020,3,Supervisory Severely Adverse,1.4,0.7,0,0.9,0,1.6,0.8,-0.2,-0.30000000000000016,0.10000000000000014
2816906,DB USA Corporation,2020,30,Supervisory Alternative Severe,-0.7,0.8,0,0.9,0,1.7000000000000002,0.9,-2.6,-2.5,-0.10000000000000009
3846375,Discover Financial Services,2020,3,Supervisory Severely Adverse,13.6,18.9,0,0,0,18.9,15.1,-1.5,-1.5,0
3846375,Discover Financial Services,2020,30,Supervisory Alternative Severe,13.6,17.4,0,0,0,17.4,14.3,-0.7,-0.7000000000000011,1.1102230246251565e-15
1070345,Fifth Third Bancorp,2020,3,Supervisory Severely Adverse,5.7,9.3,0,0,0,9.3,8.2,-2.6,-2.499999999999999,-0.10000000000000098
1070345,Fifth Third Bancorp,2020,30,Supervisory Alternative Severe,5.7,9,0,0,0,9,8.7,-3,-2.999999999999999,-8.881784197001252e-16
3232316,HSBC North America Holdings Inc.,2020,3,Supervisory Severely Adverse,-0.4,7.4,0.1,1.2,0,8.7,7.2,-8.8,-8.9,0.09999999999999964
3232316,HSBC North America Holdings Inc.,2020,3,Supervisory Severely Adverse,0.1,6.4,0.1,0.5,0.4,7.4,6.4,-7.3,-7.300000000000001,8.881784197001252e-16
3232316,HSBC North America Holdings Inc.,2020,30,Supervisory Alternative Severe,-0.4,7.2,0.1,1.2,0,8.5,7.6,-9.2,-9.299999999999999,0.09999999999999964
1068191,Huntington Bancshares Incorporated,2020,3,Supervisory Severely Adverse,3.1,5,0,0,0,5,4.1,-1.1,-0.9999999999999996,-0.10000000000000053
1068191,Huntington Bancshares Incorporated,2020,30,Supervisory Alternative Severe,3.2,4.8,0,0,0.1,4.8999999999999995,4.3,-1.2,-1.1999999999999997,-2.220446049250313e-16
1039502,JPMorgan Chase & Co.,2020,3,Supervisory Severely Adverse,59.9,70.1,0.8,23.2,2.5,96.6,52.1,-18.8,-18.700000000000003,-0.09999999999999787
1039502,JPMorgan Chase & Co.,2020,3,Supervisory Severely Adverse,56.9,56.2,0.8,18.8,8.2,84,41.5,-12.3,-12.400000000000002,0.10000000000000142
1039502,JPMorgan Chase & Co.,2020,30,Supervisory Alternative Severe,57.7,67.1,0.7,23.2,3.9,94.9,53.5,-23.6,-23.599999999999994,-7.105427357601002e-15
1068025,KeyCorp,2020,3,Supervisory Severely Adverse,4,5.8,0,0,0.1,5.8999999999999995,5,-1,-1.1,0.10000000000000009
1068025,KeyCorp,2020,30,Supervisory Alternative Severe,4,5.7,0,0,0.3,6,5.2,-1.5,-1.5000000000000002,2.220446049250313e-16
1037003,M&T Bank Corporation,2020,3,Supervisory Severely Adverse,4.3,9.2,0,0,0,9.2,8.9,-4.6,-4.6000000000000005,8.881784197001252e-16
1037003,M&T Bank Corporation,2020,30,Supervisory Alternative Severe,4.3,8.8,0,0,0.1,8.9,9.1,-4.9,-4.8999999999999995,-8.881784197001252e-16
1378434,MUFG Americas Holdings Corporation,2020,3,Supervisory Severely Adverse,1.4,5.4,0.1,0,0.1,5.6,5.1,-3.8,-3.9,0.10000000000000009
1378434,MUFG Americas Holdings Corporation,2020,3,Supervisory Severely Adverse,1.7,5.2,0.1,0,0,5.3,5.1,-3.6,-3.4999999999999996,-0.10000000000000053
1378434,MUFG Americas Holdings Corporation,2020,30,Supervisory Alternative Severe,1.3,5.2,0.1,0,0.1,5.3999999999999995,5.3,-4.1,-4.199999999999999,0.09999999999999964
2162966,Morgan Stanley,2020,3,Supervisory Severely Adverse,6.1,7.2,0.1,10.1,3.3,20.7,7.6,-14.9,-15,0.09999999999999964
2162966,Morgan Stanley,2020,3,Supervisory Severely Adverse,16.1,7.7,0.1,11.2,6.6,25.6,8.4,-10.2,-10.199999999999998,-1.7763568394002505e-15
2162966,Morgan Stanley,2020,30,Supervisory Alternative Severe,5.1,7.1,0.1,10.1,4.8,22.099999999999998,8,-17.8,-17.9,0.09999999999999787
1199611,Northern Trust Corporation,2020,3,Supervisory Severely Adverse,2,2,0.1,0,0,2.1,2.2,-0.3,-0.30000000000000016,1.6653345369377348e-16
1199611,Northern Trust Corporation,2020,3,Supervisory Severely Adverse,2.9,1.9,0.1,0,0,2,2.1,0.7,0.6999999999999998,1.1102230246251565e-16
1199611,Northern Trust Corporation,2020,30,Supervisory Alternative Severe,2.1,2,0.1,0,0,2.1,2.3,-0.3,-0.2999999999999997,-2.7755575615628914e-16
5280254,RBC US Group Holdings LLC,2020,3,Supervisory Severely Adverse,1.9,3.9,0.2,0,0,4.1,4.2,-2.6,-2.5000000000000004,-0.09999999999999964
5280254,RBC US Group Holdings LLC,2020,3,Supervisory Severely Adverse,1.8,3.7,0.4,0,0,4.1000000000000005,4.2,-2.8,-2.8000000000000003,4.440892098500626e-16
5280254,RBC US Group Holdings LLC,2020,30,Supervisory Alternative Severe,1.8,3.8,0.3,0,0,4.1,4.4,-2.9,-2.9000000000000004,4.440892098500626e-16
3242838,Regions Financial Corporation,2020,3,Supervisory Severely Adverse,3.6,6,0,0,0,6,5,-1.4,-1.4,0
3242838,Regions Financial Corporation,2020,3,Supervisory Severely Adverse,4.2,5.3,0,0,0.1,5.3999999999999995,4.4,-0.4,-0.30000000000000016,-0.09999999999999987
3242838,Regions Financial Corporation,2020,30,Supervisory Alternative Severe,3.6,5.8,0,0,0,5.8,5.3,-1.7,-1.6999999999999997,-2.220446049250313e-16
3981856,"Santander Holdings USA, Inc.",2020,3,Supervisory Severely Adverse,7.2,9,0,0,0.4,9.4,4.5,2.3,2.3000000000000003,-4.440892098500626e-16
3981856,"Santander Holdings USA, Inc.",2020,30,Supervisory Alternative Severe,7.2,8.5,0,0,0.5,9,4.5,2.2,2.2,0
1111435,State Street Corporation,2020,3,Supervisory Severely Adverse,3.9,1.3,0.1,1,0,2.4000000000000004,1.5,1.3,1.2999999999999998,2.220446049250313e-16
1111435,State Street Corporation,2020,3,Supervisory Severely Adverse,4.4,1.3,0.1,0.8,0,2.2,1.5,2,2,0
1111435,State Street Corporation,2020,30,Supervisory Alternative Severe,4,1.3,0.1,1,0,2.4000000000000004,1.6,1.3,1.2999999999999998,2.220446049250313e-16
3606542,TD Group US Holdings LLC,2020,3,Supervisory Severely Adverse,9.7,11.2,0.2,0,0,11.399999999999999,9.7,-0.2,-0.2,0
3606542,TD Group US Holdings LLC,2020,3,Supervisory Severely Adverse,5.1,9.9,0.3,0,0,10.200000000000001,8.4,-3.5,-3.6000000000000005,0.10000000000000053
3606542,TD Group US Holdings LLC,2020,30,Supervisory Alternative Severe,9.8,10.7,0.2,0,0,10.899999999999999,9.9,-0.3,-0.29999999999999966,-3.3306690738754696e-16
3587146,The Bank of New York Mellon Corporation,2020,3,Supervisory Severely Adverse,7.6,1.6,0.2,1.4,0,3.2,1.6,4.4,4.4,0
3587146,The Bank of New York Mellon Corporation,2020,3,Supervisory Severely Adverse,9.3,1.6,0.2,1,0,2.8,1.6,6.5,6.500000000000001,-8.881784197001252e-16
3587146,The Bank of New York Mellon Corporation,2020,30,Supervisory Alternative Severe,7.6,1.6,0.2,1.4,0,3.2,1.7,4.3,4.299999999999999,8.881784197001252e-16
2380443,"The Goldman Sachs Group, Inc.",2020,3,Supervisory Severely Adverse,17.4,13.5,0,20.6,3.8,37.9,11.8,-18.8,-18.800000000000004,3.552713678800501e-15
2380443,"The Goldman Sachs Group, Inc.",2020,3,Supervisory Severely Adverse,23.8,14,0,21.1,5.1,40.2,12.8,-15.2,-15.200000000000001,1.7763568394002505e-15
2380443,"The Goldman Sachs Group, Inc.",2020,30,Supervisory Alternative Severe,16,13.4,0,20.6,4.9,38.9,12.7,-22.2,-22.200000000000003,3.552713678800501e-15
1069778,"The PNC Financial Services Group, Inc.",2020,3,Supervisory Severely Adverse,9.3,15.8,0.1,0,0.4,16.3,12.6,-3.8,-3.799999999999999,-8.881784197001252e-16
1069778,"The PNC Financial Services Group, Inc.",2020,3,Supervisory Severely Adverse,8.9,13.8,0.1,0,0.5,14.4,11.3,-3.1,-3.0000000000000004,-0.09999999999999964
1069778,"The PNC Financial Services Group, Inc.",2020,30,Supervisory Alternative Severe,9.3,15.4,0.1,0,0.4,15.9,13.4,-4.7,-4.6,-0.10000000000000053
1074156,Truist Financial Corporation,2020,3,Supervisory Severely Adverse,12.2,19.2,0.1,0,0.2,19.5,17.3,-5.5,-5.400000000000001,-0.09999999999999876
1074156,Truist Financial Corporation,2020,3,Supervisory Severely Adverse,11.9,16.4,0.2,0,0.6,17.2,14.8,-3.7,-3.7000000000000006,4.440892098500626e-16
1074156,Truist Financial Corporation,2020,30,Supervisory Alternative Severe,12.1,18.4,0.1,0,0.4,18.9,18.2,-6.6,-6.6,0
1119794,U.S. Bancorp,2020,3,Supervisory Severely Adverse,16.7,23.1,0,0,0,23.1,19.8,-3.1,-3.1000000000000014,1.3322676295501878e-15
1119794,U.S. Bancorp,2020,3,Supervisory Severely Adverse,16.2,18.2,0,0,0.1,18.3,14.7,1.5,1.4,0.10000000000000009
