bank_rssd_id,bank_name,exercise_year,scenario_code,scenario_label,ppnr_amount,total_loan_losses_amount,securities_losses_amount,trading_counterparty_losses_amount,other_losses_amount,total_observed_losses_amount,provision_amount,pretax_net_income_amount,implied_pretax_from_components,pretax_identity_gap
2277860,Capital One Financial Corporation,2015,2,Supervisory Adverse,27.1,20.4,0,0,0.1,20.5,22.5,4.6,4.500000000000002,0.09999999999999787
2277860,Capital One Financial Corporation,2015,3,Supervisory Severely Adverse,26,26.7,0,0,0.1,26.8,30.4,-4.6,-4.499999999999998,-0.10000000000000142
1951350,Citigroup Inc.,2015,2,Supervisory Adverse,53.1,32.5,0.9,8.4,2.5,44.3,32.5,9,8.800000000000002,0.1999999999999975
1951350,Citigroup Inc.,2015,3,Supervisory Severely Adverse,43.7,45.8,1.6,16.8,3,67.2,50.1,-27.6,-27.799999999999997,0.19999999999999574
1132449,"Citizens Financial Group, Inc.",2015,2,Supervisory Adverse,4.2,3.2,0,0,0,3.2,3.4,0.8,0.8000000000000003,-2.220446049250313e-16
1132449,"Citizens Financial Group, Inc.",2015,3,Supervisory Severely Adverse,3.4,5,0.1,0,0.1,5.199999999999999,5.7,-2.5,-2.5000000000000004,4.440892098500626e-16
1199844,Comerica Incorporated,2015,2,Supervisory Adverse,1.9,1.2,0,0,0,1.2,1,0.8,0.8999999999999999,-0.09999999999999987
1199844,Comerica Incorporated,2015,3,Supervisory Severely Adverse,1.3,2.3,0,0,0,2.3,2.4,-1.1,-1.0999999999999999,-2.220446049250313e-16
1032473,Deutsche Bank Trust Corporation,2015,2,Supervisory Adverse,0.7,0.4,0,0,0,0.4,0.5,0.2,0.19999999999999996,5.551115123125783e-17
1032473,Deutsche Bank Trust Corporation,2015,3,Supervisory Severely Adverse,0.5,0.8,0,0,0,0.8,1,-0.4,-0.5,0.09999999999999998
3846375,Discover Financial Services,2015,2,Supervisory Adverse,13.3,7.4,0,0,0,7.4,8.9,4.4,4.4,0
3846375,Discover Financial Services,2015,3,Supervisory Severely Adverse,13,9.3,0,0,0,9.3,11.3,1.7,1.6999999999999993,6.661338147750939e-16
1070345,Fifth Third Bancorp,2015,2,Supervisory Adverse,5.2,3.4,0,0,0,3.4,3.3,1.9,1.9000000000000004,-4.440892098500626e-16
1070345,Fifth Third Bancorp,2015,3,Supervisory Severely Adverse,4,5.5,0,0,0,5.5,6,-2.1,-2,-0.10000000000000009
3232316,HSBC North America Holdings Inc.,2015,2,Supervisory Adverse,1,3.5,0,0,1.3,4.8,3.4,-3.7,-3.7,0
3232316,HSBC North America Holdings Inc.,2015,3,Supervisory Severely Adverse,-1.2,5.4,0,0,1.7,7.1000000000000005,5.8,-8.8,-8.7,-0.10000000000000142
1068191,Huntington Bancshares Incorporated,2015,2,Supervisory Adverse,2.8,2,0,0,0,2,2.3,0.4,0.5,-0.09999999999999998
1068191,Huntington Bancshares Incorporated,2015,3,Supervisory Severely Adverse,2.2,3.1,0.1,0,0,3.2,3.7,-1.6,-1.6,0
1039502,JPMorgan Chase & Co.,2015,2,Supervisory Adverse,78.8,33.9,0.9,13.7,0.4,48.9,34.3,29.5,29.500000000000004,-3.552713678800501e-15
1039502,JPMorgan Chase & Co.,2015,3,Supervisory Severely Adverse,64.9,53.4,2.1,32.6,0.5,88.6,60.2,-30.5,-30.5,0
1068025,KeyCorp,2015,2,Supervisory Adverse,4,2.5,0,0,0.1,2.6,2.7,1.3,1.1999999999999997,0.10000000000000031
1068025,KeyCorp,2015,3,Supervisory Severely Adverse,3.1,4.1,0,0,0,4.1,4.7,-1.7,-1.6,-0.09999999999999987
1037003,M&T Bank Corporation,2015,2,Supervisory Adverse,4,3.2,0,0,0,3.2,3.3,0.6,0.7000000000000002,-0.1000000000000002
1037003,M&T Bank Corporation,2015,3,Supervisory Severely Adverse,3.1,5.2,0,0,0,5.2,6.1,-2.9,-2.9999999999999996,0.09999999999999964
1378434,MUFG Americas Holdings Corporation,2015,2,Supervisory Adverse,1.9,1.7,0.2,0,0.1,2,1.7,-0.1,-0.10000000000000006,5.551115123125783e-17
1378434,MUFG Americas Holdings Corporation,2015,3,Supervisory Severely Adverse,1.2,3.4,0.4,0,0.1,3.9,4,-3.3,-3.3,0
2162966,Morgan Stanley,2015,2,Supervisory Adverse,11.9,2,0,7.2,2.3,11.5,2.4,-0.1,0,-0.1
2162966,Morgan Stanley,2015,3,Supervisory Severely Adverse,7.8,3.3,0.1,13,3,19.4,4.3,-12.5,-12.6,0.09999999999999964
1199611,Northern Trust Corporation,2015,2,Supervisory Adverse,3.2,0.9,0,0,0,0.9,1,2.2,2.2,0
1199611,Northern Trust Corporation,2015,3,Supervisory Severely Adverse,2.4,1.6,0,0,0,1.6,2,0.4,0.3999999999999999,1.1102230246251565e-16
3242838,Regions Financial Corporation,2015,2,Supervisory Adverse,4,3.2,0,0,0,3.2,3.3,0.7,0.7000000000000002,-2.220446049250313e-16
3242838,Regions Financial Corporation,2015,3,Supervisory Severely Adverse,3.1,5.2,0,0,0,5.2,5.8,-2.8,-2.6999999999999997,-0.10000000000000009
3981856,"Santander Holdings USA, Inc.",2015,2,Supervisory Adverse,6.9,4.9,0,0,0.1,5,3.3,3.5,3.5000000000000004,-4.440892098500626e-16
3981856,"Santander Holdings USA, Inc.",2015,3,Supervisory Severely Adverse,6.3,7.1,0.1,0,0.1,7.299999999999999,6.3,-0.2,-0.2,0
1111435,State Street Corporation,2015,2,Supervisory Adverse,4.9,0.2,0.2,0.7,0,1.1,0.3,3.7,3.7,0
1111435,State Street Corporation,2015,3,Supervisory Severely Adverse,2.9,0.4,0.4,1.5,0,2.3,0.4,0.6,0.6000000000000001,-1.1102230246251565e-16
1131787,"SunTrust Banks, Inc.",2015,2,Supervisory Adverse,6.9,4,0,0,0.4,4.4,4,2.6,2.5000000000000004,0.09999999999999964
1131787,"SunTrust Banks, Inc.",2015,3,Supervisory Severely Adverse,5.1,6.4,0,0,0.4,6.800000000000001,7.1,-2.4,-2.4,0
3606542,TD Group US Holdings LLC,2015,2,Supervisory Adverse,5.5,5.8,0,0,0,5.8,6.4,-1,-0.9000000000000004,-0.09999999999999964
3606542,TD Group US Holdings LLC,2015,3,Supervisory Severely Adverse,4.3,9.3,0.1,0,0,9.4,11.1,-6.9,-6.8999999999999995,-8.881784197001252e-16
3587146,The Bank of New York Mellon Corporation,2015,2,Supervisory Adverse,12.7,1.3,0,0.6,0,1.9,1.6,10.3,10.5,-0.1999999999999993
3587146,The Bank of New York Mellon Corporation,2015,3,Supervisory Severely Adverse,9.2,2.1,0.1,1.5,0,3.7,2.6,4.9,5,-0.09999999999999964
2380443,"The Goldman Sachs Group, Inc.",2015,2,Supervisory Adverse,16,2.9,0,10.1,3.1,16.1,3.3,-0.5,-0.5000000000000004,4.440892098500626e-16
2380443,"The Goldman Sachs Group, Inc.",2015,3,Supervisory Severely Adverse,12.1,4.8,0,18,3.9,26.7,5.7,-15.4,-15.500000000000002,0.10000000000000142
1069778,"The PNC Financial Services Group, Inc.",2015,2,Supervisory Adverse,13.4,7.1,0.1,0,0.2,7.3999999999999995,7.2,5.9,5.9,0
1069778,"The PNC Financial Services Group, Inc.",2015,3,Supervisory Severely Adverse,10.8,11.4,0.2,0,0.2,11.799999999999999,13,-2.6,-2.5999999999999996,-4.440892098500626e-16
1119794,U.S. Bancorp,2015,2,Supervisory Adverse,24.6,12,0,0,0,12,12.5,12,12.100000000000001,-0.10000000000000142
1119794,U.S. Bancorp,2015,3,Supervisory Severely Adverse,21.4,18.9,0,0,0,18.9,21.5,-0.2,-0.10000000000000142,-0.09999999999999859
1120754,Wells Fargo & Company,2015,2,Supervisory Adverse,63.8,31.2,2,4,1.6,38.800000000000004,32.5,23.8,23.699999999999996,0.10000000000000497
1120754,Wells Fargo & Company,2015,3,Supervisory Severely Adverse,51,51.8,4.6,9.7,1.4,67.5,60.5,-25.2,-25.199999999999996,-3.552713678800501e-15
1027004,Zions Bancorporation,2015,2,Supervisory Adverse,1.1,1.5,0,0,0,1.5,1.4,-0.4,-0.2999999999999998,-0.1000000000000002
1027004,Zions Bancorporation,2015,3,Supervisory Severely Adverse,0.7,2.6,0,0,0,2.6,3,-2.3,-2.3,0
NA,34 participating bank holding companies,2016,2,Supervisory Adverse,540.9,257.4,3,46.4,14.9,321.69999999999993,263.8,214.3,212.79999999999995,1.5000000000000568
NA,34 participating bank holding companies,2016,3,Supervisory Severely Adverse,417.6,383.1,5.2,86,18.3,492.6,420.9,-111.3,-112.79999999999995,1.4999999999999574
1562859,Ally Financial Inc.,2016,2,Supervisory Adverse,6.3,4.5,0.3,0,0,4.8,5.3,0.6,0.7,-0.09999999999999998
1562859,Ally Financial Inc.,2016,3,Supervisory Severely Adverse,5.1,6.5,0.5,0,0,7,7.7,-3.1,-3.1000000000000005,4.440892098500626e-16
1275216,American Express Company,2016,2,Supervisory Adverse,20.5,8.3,0,0,0,8.3,10.6,9.9,9.9,0
1275216,American Express Company,2016,3,Supervisory Severely Adverse,19.1,10.9,0,0,0,10.9,14.3,4.8,4.800000000000001,-8.881784197001252e-16
1074156,BB&T Corporation,2016,2,Supervisory Adverse,10,4.4,0,0,0,4.4,4.7,5.2,5.3,-0.09999999999999964
1074156,BB&T Corporation,2016,3,Supervisory Severely Adverse,7.9,7.1,0,0,0,7.1,8,-0.2,-0.09999999999999964,-0.10000000000000037
1078529,"BBVA Compass Bancshares, Inc.",2016,2,Supervisory Adverse,2.3,2.3,0,0,0,2.3,2.3,0,0,0
1078529,"BBVA Compass Bancshares, Inc.",2016,3,Supervisory Severely Adverse,1.6,3.7,0,0,0,3.7,4,-2.4,-2.4,0
1245415,BMO Financial Corp.,2016,2,Supervisory Adverse,2.7,2.6,0,0,0,2.6,2.7,-0.1,0,-0.1
1245415,BMO Financial Corp.,2016,3,Supervisory Severely Adverse,1.7,4,0,0,0,4,4.4,-2.6,-2.7,0.10000000000000009
5005998,BancWest Corporation,2016,2,Supervisory Adverse,3.1,2.9,0,0,0,2.9,3.2,-0.1,-0.10000000000000009,8.326672684688674e-17
5005998,BancWest Corporation,2016,3,Supervisory Severely Adverse,2.4,4.7,0,0,0,4.7,5.5,-3.1,-3.1,0
1073757,Bank of America Corporation,2016,2,Supervisory Adverse,61.5,29.1,0.6,9.7,2.3,41.7,28.1,21.6,20.799999999999997,0.8000000000000043
1073757,Bank of America Corporation,2016,3,Supervisory Severely Adverse,40.2,45,0.9,15.7,2.7,64.3,48.2,-26.4,-27.3,0.9000000000000021
1036967,CIT Group Inc.,2016,2,Supervisory Adverse,1.9,1.6,0,0,0.4,2,1.8,-0.4,-0.30000000000000016,-0.09999999999999987
1036967,CIT Group Inc.,2016,3,Supervisory Severely Adverse,1.6,2.6,0,0,0.4,3,3,-1.9,-1.7999999999999998,-0.10000000000000009
2277860,Capital One Financial Corporation,2016,2,Supervisory Adverse,32.6,24.3,0,0,0.1,24.400000000000002,26.3,6.1,6.200000000000001,-0.10000000000000142
2277860,Capital One Financial Corporation,2016,3,Supervisory Severely Adverse,29.6,31.7,0,0,0.1,31.8,35.4,-5.9,-5.899999999999997,-3.552713678800501e-15
1951350,Citigroup Inc.,2016,2,Supervisory Adverse,63.3,32.7,0.6,5.6,1.9,40.800000000000004,32.5,22.8,22.699999999999996,0.10000000000000497
1951350,Citigroup Inc.,2016,3,Supervisory Severely Adverse,49,44.5,1.1,8.3,2.1,56.00000000000001,47.6,-9.9,-10.100000000000001,0.20000000000000107
1132449,"Citizens Financial Group, Inc.",2016,2,Supervisory Adverse,4.3,3.6,0.1,0,0,3.7,3.9,0.3,0.29999999999999993,5.551115123125783e-17
1132449,"Citizens Financial Group, Inc.",2016,3,Supervisory Severely Adverse,3.2,5.4,0.1,0,0,5.5,6.2,-3.1,-3.1,0
1199844,Comerica Incorporated,2016,2,Supervisory Adverse,2.2,1.3,0,0,0,1.3,0.9,1.3,1.3000000000000003,-2.220446049250313e-16
1199844,Comerica Incorporated,2016,3,Supervisory Severely Adverse,1.6,2.2,0,0,0,2.2,2,-0.4,-0.3999999999999999,-1.1102230246251565e-16
1032473,Deutsche Bank Trust Corporation,2016,2,Supervisory Adverse,0.9,0.3,0,0,0,0.3,0.3,0.5,0.6000000000000001,-0.10000000000000009
1032473,Deutsche Bank Trust Corporation,2016,3,Supervisory Severely Adverse,0.7,0.5,0,0,0,0.5,0.6,0.2,0.09999999999999998,0.10000000000000003
3846375,Discover Financial Services,2016,2,Supervisory Adverse,13.9,8.3,0,0,0,8.3,10,3.9,3.9000000000000004,-4.440892098500626e-16
3846375,Discover Financial Services,2016,3,Supervisory Severely Adverse,13.1,10.5,0,0,0,10.5,12.6,0.6,0.5,0.09999999999999998
1070345,Fifth Third Bancorp,2016,2,Supervisory Adverse,5.8,3.4,0,0,0.1,3.5,3.2,2.5,2.4999999999999996,4.440892098500626e-16
1070345,Fifth Third Bancorp,2016,3,Supervisory Severely Adverse,4.3,5.4,0,0,0.1,5.5,5.6,-1.4,-1.4,0
3232316,HSBC North America Holdings Inc.,2016,2,Supervisory Adverse,0.6,2.5,0,0,0.4,2.9,2.1,-1.2,-1.9,0.7
3232316,HSBC North America Holdings Inc.,2016,3,Supervisory Severely Adverse,-1.4,3.9,0,0,0.6,4.5,4,-5.2,-6,0.7999999999999998
1068191,Huntington Bancshares Incorporated,2016,2,Supervisory Adverse,3.6,2,0.1,0,0,2.1,2.1,1.3,1.4,-0.09999999999999987
1068191,Huntington Bancshares Incorporated,2016,3,Supervisory Severely Adverse,2.8,3.2,0.1,0,0,3.3000000000000003,3.5,-0.8,-0.8000000000000002,1.1102230246251565e-16
1039502,JPMorgan Chase & Co.,2016,2,Supervisory Adverse,85.9,36.3,0.1,12.4,0.6,49.4,36.3,36.5,36.50000000000001,-7.105427357601002e-15
1039502,JPMorgan Chase & Co.,2016,3,Supervisory Severely Adverse,66.5,54,0.1,25.2,0.6,79.89999999999999,58.8,-18.3,-18.199999999999996,-0.10000000000000497
1068025,KeyCorp,2016,2,Supervisory Adverse,4.7,3.3,0,0,0.1,3.4,3.6,0.9,1,-0.09999999999999998
1068025,KeyCorp,2016,3,Supervisory Severely Adverse,3.4,5.4,0,0,0.1,5.5,6.1,-2.8,-2.8,0
1037003,M&T Bank Corporation,2016,2,Supervisory Adverse,5.6,3.1,0,0,0.1,3.2,3.2,2.3,2.2999999999999994,4.440892098500626e-16
1037003,M&T Bank Corporation,2016,3,Supervisory Severely Adverse,4.7,5,0,0,0.1,5.1,5.5,-0.9,-0.8999999999999998,-2.220446049250313e-16
1378434,MUFG Americas Holdings Corporation,2016,2,Supervisory Adverse,3.8,2.1,0,0,0.3,2.4,2.1,1.3,1.3999999999999997,-0.09999999999999964
1378434,MUFG Americas Holdings Corporation,2016,3,Supervisory Severely Adverse,2.8,3.9,0,0,0.3,4.2,4.4,-1.9,-1.9000000000000006,6.661338147750939e-16
2162966,Morgan Stanley,2016,2,Supervisory Adverse,9.4,2.3,0,4.8,3.7,10.8,2.7,-1.9,-1.7999999999999998,-0.10000000000000009
2162966,Morgan Stanley,2016,3,Supervisory Severely Adverse,4.9,3.6,0,9.5,4.7,17.8,4.5,-13.8,-13.8,0
1199611,Northern Trust Corporation,2016,2,Supervisory Adverse,3.9,0.9,0,0,0,0.9,1.1,2.8,2.8,0
1199611,Northern Trust Corporation,2016,3,Supervisory Severely Adverse,3.1,1.5,0,0,0,1.5,1.9,1.2,1.2000000000000002,-2.220446049250313e-16
3242838,Regions Financial Corporation,2016,2,Supervisory Adverse,4.8,3.3,0,0,0,3.3,3.3,1.4,1.5,-0.10000000000000009
3242838,Regions Financial Corporation,2016,3,Supervisory Severely Adverse,3.8,5.1,0,0,0,5.1,5.6,-1.8,-1.7999999999999998,-2.220446049250313e-16
3981856,"Santander Holdings USA, Inc.",2016,2,Supervisory Adverse,8,5.6,0,0,0.1,5.699999999999999,3.8,4.1,4.1000000000000005,-8.881784197001252e-16
3981856,"Santander Holdings USA, Inc.",2016,3,Supervisory Severely Adverse,7,8.1,0,0,0.2,8.299999999999999,7,-0.2,-0.2,0
1111435,State Street Corporation,2016,2,Supervisory Adverse,6.1,0.4,0.2,0.5,0,1.1,0.5,4.8,4.8999999999999995,-0.09999999999999964
1111435,State Street Corporation,2016,3,Supervisory Severely Adverse,4.2,0.6,0.4,0.9,0,1.9,0.8,2.1,2.1000000000000005,-4.440892098500626e-16
1131787,"SunTrust Banks, Inc.",2016,2,Supervisory Adverse,7.8,4.2,0,0,0.8,5,4.3,2.7,2.7,0
1131787,"SunTrust Banks, Inc.",2016,3,Supervisory Severely Adverse,5.7,6.7,0,0,1.1,7.800000000000001,7.4,-2.8,-2.8000000000000003,4.440892098500626e-16
3606542,TD Group US Holdings LLC,2016,2,Supervisory Adverse,9,5.9,0,0,0,5.9,5.9,3.1,3.0999999999999996,4.440892098500626e-16
3606542,TD Group US Holdings LLC,2016,3,Supervisory Severely Adverse,6.7,8.8,0,0,0,8.8,9.5,-2.8,-2.8,0
3587146,The Bank of New York Mellon Corporation,2016,2,Supervisory Adverse,13,1.1,0,0.2,0,1.3,1.3,11.5,11.5,0
3587146,The Bank of New York Mellon Corporation,2016,3,Supervisory Severely Adverse,10.2,1.7,0,0.4,0,2.1,2,7.7,7.799999999999999,-0.09999999999999876
2380443,"The Goldman Sachs Group, Inc.",2016,2,Supervisory Adverse,10.1,4.4,0,9.7,2.7,16.8,4.7,-7.1,-7,-0.09999999999999964
2380443,"The Goldman Sachs Group, Inc.",2016,3,Supervisory Severely Adverse,6,6.2,0,18.4,3.7,28.299999999999997,6.8,-22.8,-22.9,0.09999999999999787
1069778,"The PNC Financial Services Group, Inc.",2016,2,Supervisory Adverse,15.7,5.8,0.1,0,0.3,6.199999999999999,5.6,9.7,9.7,0
1069778,"The PNC Financial Services Group, Inc.",2016,3,Supervisory Severely Adverse,12.2,9.3,0.1,0,0.3,9.700000000000001,9.9,1.9,1.8999999999999988,1.1102230246251565e-15
1119794,U.S. Bancorp,2016,2,Supervisory Adverse,25.1,11.6,0,0,0,11.6,11.8,13.3,13.3,0
1119794,U.S. Bancorp,2016,3,Supervisory Severely Adverse,20.8,17.9,0.1,0,0,18,19.4,1.3,1.300000000000002,-1.9984014443252818e-15
1120754,Wells Fargo & Company,2016,2,Supervisory Adverse,90.4,31.1,0.7,3.4,0.9,36.1,31.7,53.8,53.7,0.09999999999999432
1120754,Wells Fargo & Company,2016,3,Supervisory Severely Adverse,71.2,50.4,1.6,7.7,1.1,60.800000000000004,55.9,4.8,4.900000000000004,-0.10000000000000409
1027004,Zions Bancorporation,2016,2,Supervisory Adverse,2.2,1.7,0,0,0,1.7,1.6,0.5,0.6000000000000001,-0.10000000000000009
1027004,Zions Bancorporation,2016,3,Supervisory Severely Adverse,1.7,2.9,0,0,0,2.9,3,-1.4,-1.3,-0.09999999999999987
NA,35 participating firms,2017,2,Supervisory Adverse,466.7,262.9,2.8,48.2,18.9,332.79999999999995,271.6,125,125.19999999999996,-0.1999999999999602
NA,35 participating firms,2017,3,Supervisory Severely Adverse,492.3,429.3,10,113,26.1,578.4,481.7,-138.5,-138.49999999999997,-2.842170943040401e-14
1562859,Ally Financial Inc.,2017,2,Supervisory Adverse,4.2,4.7,0.2,0,0.1,5,5.5,-1.5,-1.5999999999999999,0.09999999999999987
1562859,Ally Financial Inc.,2017,3,Supervisory Severely Adverse,5.7,6.9,0.6,0,0.1,7.6,8.3,-3.3,-3.3000000000000007,8.881784197001252e-16
1275216,American Express Company,2017,2,Supervisory Adverse,20.6,9.5,0,0,0,9.5,11.8,8.8,8.8,0
1275216,American Express Company,2017,3,Supervisory Severely Adverse,21.5,12.8,0,0,0,12.8,16.2,5.2,5.300000000000001,-0.10000000000000053
1074156,BB&T Corporation,2017,2,Supervisory Adverse,8.4,4.7,0,0,0,4.7,5.1,3.2,3.3000000000000007,-0.10000000000000053
1074156,BB&T Corporation,2017,3,Supervisory Severely Adverse,9.5,8.4,0,0,0,8.4,9.7,-0.3,-0.1999999999999993,-0.1000000000000007
1078529,"BBVA Compass Bancshares, Inc.",2017,2,Supervisory Adverse,2,2.4,0,0,0,2.4,2.4,-0.4,-0.3999999999999999,-1.1102230246251565e-16
1078529,"BBVA Compass Bancshares, Inc.",2017,3,Supervisory Severely Adverse,2.5,4.4,0,0,0,4.4,4.9,-2.4,-2.4000000000000004,4.440892098500626e-16
1245415,BMO Financial Corp.,2017,2,Supervisory Adverse,2.1,2.8,0,0,0,2.8,3.2,-1.1,-1.1,0
1245415,BMO Financial Corp.,2017,3,Supervisory Severely Adverse,2.6,4.8,0,0,0,4.8,5.6,-3.1,-2.9999999999999996,-0.10000000000000053
1575569,"BNP Paribas USA, Inc.",2017,2,Supervisory Adverse,2.2,3.1,0,0,0,3.1,3.5,-1.4,-1.2999999999999998,-0.10000000000000009
1575569,"BNP Paribas USA, Inc.",2017,3,Supervisory Severely Adverse,2.6,5.5,0,0,0,5.5,6.6,-4,-3.9999999999999996,-4.440892098500626e-16
1073757,Bank of America Corporation,2017,2,Supervisory Adverse,47.8,28.7,0.2,7,3.2,39.1,28.8,8.6,8.599999999999998,1.7763568394002505e-15
1073757,Bank of America Corporation,2017,3,Supervisory Severely Adverse,51.3,49.7,0.4,17.3,4.4,71.80000000000001,55.8,-26.6,-26.6,0
5006575,Barclays US LLC,2017,2,Supervisory Adverse,5.9,3.1,0,0.8,0,3.9000000000000004,3,2.1,2.1000000000000005,-4.440892098500626e-16
5006575,Barclays US LLC,2017,3,Supervisory Severely Adverse,5.4,4,0,1.2,0.1,5.3,4.2,-0.1,-0.09999999999999978,-2.220446049250313e-16
2277860,Capital One Financial Corporation,2017,2,Supervisory Adverse,29.6,25.7,0.1,0,0.2,26,27.4,1.9,1.9000000000000028,-2.886579864025407e-15
2277860,Capital One Financial Corporation,2017,3,Supervisory Severely Adverse,32,34.8,0.2,0,0.3,35.3,39.2,-7.5,-7.700000000000003,0.20000000000000284
1951350,Citigroup Inc.,2017,2,Supervisory Adverse,58.8,33.2,0.8,7.6,2.5,44.1,32.9,15,15,0
1951350,Citigroup Inc.,2017,3,Supervisory Severely Adverse,61.9,48.4,2.9,16.2,3.8,71.3,52.4,-13.4,-13.399999999999999,-1.7763568394002505e-15
1132449,"Citizens Financial Group, Inc.",2017,2,Supervisory Adverse,2.6,4,0,0,0.1,4.1,4.5,-2,-2,0
1132449,"Citizens Financial Group, Inc.",2017,3,Supervisory Severely Adverse,3.5,6.8,0.1,0,0.1,6.999999999999999,8,-4.6,-4.699999999999999,0.09999999999999964
1574834,"Credit Suisse Holdings (USA), Inc.",2017,2,Supervisory Adverse,2.1,0.1,0,1.9,0.1,2.1,0.1,0,8.326672684688674e-17,-8.326672684688674e-17
1574834,"Credit Suisse Holdings (USA), Inc.",2017,3,Supervisory Severely Adverse,1.6,0.1,0,3.5,0.1,3.7,0.1,-2.1,-2.1,0
2816906,DB USA Corporation,2017,2,Supervisory Adverse,0.7,0.2,0,0.5,0,0.7,0.3,-0.1,-0.10000000000000003,2.7755575615628914e-17
2816906,DB USA Corporation,2017,3,Supervisory Severely Adverse,0.4,0.4,0,0.8,0,1.2000000000000002,0.6,-1,-1,0
3846375,Discover Financial Services,2017,2,Supervisory Adverse,14.3,9.3,0,0,0,9.3,10.7,3.5,3.6000000000000014,-0.10000000000000142
3846375,Discover Financial Services,2017,3,Supervisory Severely Adverse,14.8,12.2,0,0,0,12.2,14.5,0.3,0.3000000000000007,-7.216449660063518e-16
1070345,Fifth Third Bancorp,2017,2,Supervisory Adverse,3.7,3.3,0,0,0,3.3,3.1,0.6,0.6000000000000001,-1.1102230246251565e-16
1070345,Fifth Third Bancorp,2017,3,Supervisory Severely Adverse,4.3,5.7,0.2,0,0,5.9,6.1,-2,-1.9999999999999998,-2.220446049250313e-16
3232316,HSBC North America Holdings Inc.,2017,2,Supervisory Adverse,-0.6,2.1,0,0.5,0.2,2.8000000000000003,2.1,-3.3,-3.4000000000000004,0.10000000000000053
3232316,HSBC North America Holdings Inc.,2017,3,Supervisory Severely Adverse,-0.6,4.1,0,0.8,0.3,5.199999999999999,4.6,-6.2,-6.299999999999999,0.09999999999999876
1068191,Huntington Bancshares Incorporated,2017,2,Supervisory Adverse,2.9,2.2,0,0,0,2.2,2.3,0.5,0.6000000000000001,-0.10000000000000009
1068191,Huntington Bancshares Incorporated,2017,3,Supervisory Severely Adverse,3.8,3.8,0,0,0,3.8,4.3,-0.6,-0.5,-0.09999999999999998
1039502,JPMorgan Chase & Co.,2017,2,Supervisory Adverse,73,37.3,0.4,13.1,0.9,51.699999999999996,37.2,21.5,21.4,0.10000000000000142
1039502,JPMorgan Chase & Co.,2017,3,Supervisory Severely Adverse,71.5,61.8,1,29.4,1.2,93.39999999999999,68.5,-28.5,-28.599999999999998,0.09999999999999787
1068025,KeyCorp,2017,2,Supervisory Adverse,3.2,3.1,0,0,0.1,3.2,3.2,-0.1,-0.1,0
1068025,KeyCorp,2017,3,Supervisory Severely Adverse,3.8,5.4,0,0,0.2,5.6000000000000005,6.1,-2.5,-2.5,0
1037003,M&T Bank Corporation,2017,2,Supervisory Adverse,4.7,3,0,0,0,3,3.1,1.5,1.6,-0.10000000000000009
1037003,M&T Bank Corporation,2017,3,Supervisory Severely Adverse,5.4,6,0,0,0,6,6.7,-1.3,-1.2999999999999998,-2.220446049250313e-16
1378434,MUFG Americas Holdings Corporation,2017,2,Supervisory Adverse,2.3,2,0,0,0.1,2.1,2.3,0,-0.1,0.1
1378434,MUFG Americas Holdings Corporation,2017,3,Supervisory Severely Adverse,3.1,4.8,0.1,0,0.1,4.999999999999999,5.6,-2.7,-2.6999999999999997,-4.440892098500626e-16
2162966,Morgan Stanley,2017,2,Supervisory Adverse,8.1,2.4,0,4.2,4,10.6,3.1,-3.2,-3.2,0
2162966,Morgan Stanley,2017,3,Supervisory Severely Adverse,3,4.6,0,11.7,6.1,22.4,5.9,-20.8,-20.7,-0.10000000000000142
1199611,Northern Trust Corporation,2017,2,Supervisory Adverse,2.7,0.9,0.1,0,0,1,1.1,1.4,1.5,-0.10000000000000009
1199611,Northern Trust Corporation,2017,3,Supervisory Severely Adverse,4,1.8,0.1,0,0,1.9000000000000001,2.2,1.7,1.6999999999999997,2.220446049250313e-16
3226762,RBC USA Holdco Corporation,2017,2,Supervisory Adverse,2.1,1.6,0,0.4,0,2,1.9,-0.2,-0.19999999999999984,-1.6653345369377348e-16
3226762,RBC USA Holdco Corporation,2017,3,Supervisory Severely Adverse,2.1,3.1,0,0.6,0,3.7,3.7,-2.2,-2.2,0
3242838,Regions Financial Corporation,2017,2,Supervisory Adverse,3.4,3,0,0,0,3,3.2,0.2,0.19999999999999973,2.7755575615628914e-16
3242838,Regions Financial Corporation,2017,3,Supervisory Severely Adverse,4.2,5.3,0.1,0,0,5.3999999999999995,6,-1.8,-1.9,0.09999999999999987
3981856,"Santander Holdings USA, Inc.",2017,2,Supervisory Adverse,7.3,5.4,0,0,0.1,5.5,3.6,3.6,3.5999999999999996,4.440892098500626e-16
3981856,"Santander Holdings USA, Inc.",2017,3,Supervisory Severely Adverse,8,8.1,0,0,0.1,8.2,7.1,0.8,0.8000000000000004,-3.3306690738754696e-16
1111435,State Street Corporation,2017,2,Supervisory Adverse,4.3,0.5,0.1,1.3,0,1.9,0.7,2.2,2.1999999999999993,8.881784197001252e-16
1111435,State Street Corporation,2017,3,Supervisory Severely Adverse,5.9,0.8,0.4,3.4,0,4.6,1,1,1.1,-0.10000000000000009
1131787,"SunTrust Banks, Inc.",2017,2,Supervisory Adverse,5.6,4.3,0,0,0.3,4.6,4.5,0.8,0.7999999999999996,4.440892098500626e-16
