bank_rssd_id,bank_name,exercise_year,scenario_code,scenario_label,cet1_actual_ratio,cet1_min_ratio,cet1_depletion_min,total_loan_losses_amount,ppnr_amount,pretax_net_income_amount,ppnr_loss_absorption_ratio,rwa_growth_rate
5006575,Barclays US LLC,2023,3,Supervisory Severely Adverse,13.7,9.5,4.199999999999999,5.6,4.4,-2.1,0.5641025641025642,-0.009909909909909859
2277860,Capital One Financial Corporation,2023,3,Supervisory Severely Adverse,12.9,7.7,5.2,52.9,35.2,-17.5,0.6604127579737337,-0.011917659804983688
1951350,Citigroup Inc.,2023,3,Supervisory Severely Adverse,13.4,9.7,3.700000000000001,52.2,33.9,-26.9,0.517557251908397,-0.022375065296883004
1132449,"Citizens Financial Group, Inc.",2023,3,Supervisory Severely Adverse,10.6,6.6,4,9.9,4,-6.7,0.40404040404040403,-0.009269988412514451
2816906,DB USA Corporation,2023,3,Supervisory Severely Adverse,27.8,14.5,13.3,0.7,-1.7,-4,-0.85,-0.09919571045576397
3846375,Discover Financial Services,2023,3,Supervisory Severely Adverse,11.3,8.8,2.5,24,22.6,1.2,0.9416666666666668,0.04507257448433923
1070345,Fifth Third Bancorp,2023,3,Supervisory Severely Adverse,10.3,7.8,2.500000000000001,9.2,5.7,-4,0.6195652173913044,-0.006740196078431338
3232316,HSBC North America Holdings Inc.,2023,3,Supervisory Severely Adverse,11.8,6.7,5.1000000000000005,3.6,-0.3,-4.2,-0.08333333333333333,-0.0352045670789723
1068191,Huntington Bancshares Incorporated,2023,3,Supervisory Severely Adverse,10.2,8.4,1.799999999999999,7.4,5.1,-2.1,0.6891891891891891,-0.004325883201153528
1039502,JPMorgan Chase & Co.,2023,3,Supervisory Severely Adverse,15,12.5,2.5,84,69.3,-37.5,0.6458527493010252,-0.0037679425837320304
1068025,KeyCorp,2023,3,Supervisory Severely Adverse,10,7.5,2.5,7.7,4.2,-3.6,0.5454545454545454,-0.004037685060565238
1037003,M&T Bank Corporation,2023,3,Supervisory Severely Adverse,11,7.8,3.2,9.4,5.2,-4.7,0.5531914893617021,-0.003248862897985705
2162966,Morgan Stanley,2023,3,Supervisory Severely Adverse,15.2,10.6,4.6,10.1,22.4,-5.7,0.83271375464684,-0.01118175838631884
1199611,Northern Trust Corporation,2023,3,Supervisory Severely Adverse,11.4,11.4,0,3.3,3.2,-1,0.9142857142857144,-0.0011173184357541265
5280254,RBC US Group Holdings LLC,2023,3,Supervisory Severely Adverse,15.7,9.4,6.299999999999999,7,2.1,-6.3,0.28378378378378377,-0.048843187660668405
3242838,Regions Financial Corporation,2023,3,Supervisory Severely Adverse,10.3,8.5,1.8000000000000007,7.6,6.3,-2,0.8289473684210527,-0.005533596837944687
3981856,"Santander Holdings USA, Inc.",2023,3,Supervisory Severely Adverse,12.4,10.1,2.3000000000000007,10.9,6.2,-1.5,0.5740740740740741,0.008710801393728223
1111435,State Street Corporation,2023,3,Supervisory Severely Adverse,11.6,11.2,0.40000000000000036,1.4,3.4,0.5,1.3076923076923077,-0.010743061772605218
3606542,TD Group US Holdings LLC,2023,3,Supervisory Severely Adverse,17.1,14.8,2.3000000000000007,12.4,6.6,-5.6,0.5238095238095238,-0.002959674435812103
3587146,The Bank of New York Mellon Corporation,2023,3,Supervisory Severely Adverse,12,12.2,-0.1999999999999993,1.6,6.8,3.3,1.9999999999999998,-0.0038387715930903563
1026632,The Charles Schwab Corporation,2023,3,Supervisory Severely Adverse,24.5,25.2,-0.6999999999999993,1.4,7.6,6,6.909090909090909,0.0078003120124804995
2380443,"The Goldman Sachs Group, Inc.",2023,3,Supervisory Severely Adverse,14.4,8.8,5.6,19.5,19.3,-20.2,0.48129675810473815,-0.01746787931283387
1069778,"The PNC Financial Services Group, Inc.",2023,3,Supervisory Severely Adverse,9.9,8.3,1.5999999999999996,18.5,12.9,-5.6,0.6861702127659575,-0.0035344015080113105
1074156,Truist Financial Corporation,2023,3,Supervisory Severely Adverse,10.1,7.9,2.1999999999999993,19.9,13.5,-8.5,0.6553398058252426,-0.0059004012272834555
1119794,U.S. Bancorp,2023,3,Supervisory Severely Adverse,9.9,7.5,2.4000000000000004,25.1,16.3,-8.1,0.649402390438247,-0.009042787825319731
4846998,UBS Americas Holding LLC,2023,3,Supervisory Severely Adverse,19.3,10,9.3,2.5,-0.4,-3.6,-0.15384615384615385,-0.13406292749658
1120754,Wells Fargo & Company,2023,3,Supervisory Severely Adverse,11.4,8.1,3.3000000000000007,55.7,24.5,-48.5,0.3445850914205345,-0.017293172038645735
NA,22 participating banks,2024,3,Supervisory Severely Adverse,13.4,11.6,1.8000000000000007,471.9,469.3,-80.4,0.8548269581056467,-0.007419270808208438
1275216,American Express Company,2024,3,Supervisory Severely Adverse,10.5,9.4,1.0999999999999996,24.5,37.4,10,1.51417004048583,-0.008057675996607318
1245415,BMO Financial Corp.,2024,3,Supervisory Severely Adverse,12.1,7.8,4.3,11,4.3,-7.7,0.3909090909090909,-0.02958015267175567
1073757,Bank of America Corporation,2024,3,Supervisory Severely Adverse,11.9,10.2,1.700000000000001,59,49.6,-23,0.7045454545454547,-0.006133160346759504
5006575,Barclays US LLC,2024,3,Supervisory Severely Adverse,14.1,10.8,3.299999999999999,5.6,5.9,-0.1,0.8309859154929579,0
2277860,Capital One Financial Corporation,2024,3,Supervisory Severely Adverse,13.5,9.2,4.300000000000001,53.7,39.1,-13.3,0.7240740740740741,-0.0143198090692125
1951350,Citigroup Inc.,2024,3,Supervisory Severely Adverse,13.6,10.4,3.1999999999999993,52.3,48.1,-11.3,0.7480559875583205,-0.014649122807017584
2816906,DB USA Corporation,2024,3,Supervisory Severely Adverse,23.7,12.7,11,0.6,-1,-3.5,-0.4347826086956521,-0.09794988610478354
1039502,JPMorgan Chase & Co.,2024,3,Supervisory Severely Adverse,15.7,14.2,1.5,89.6,92.7,-14.2,0.8623255813953489,-0.003186344238975766
1037003,M&T Bank Corporation,2024,3,Supervisory Severely Adverse,11.7,9.6,2.0999999999999996,8.6,6.2,-2.9,0.7126436781609197,0.0019144862795150695
2162966,Morgan Stanley,2024,3,Supervisory Severely Adverse,15.9,12.9,3,11.1,27,3.3,1.216216216216216,0.008902077151335288
1199611,Northern Trust Corporation,2024,3,Supervisory Severely Adverse,12.4,12.9,-0.5,3.2,4,-0.1,1.176470588235294,0
5280254,RBC US Group Holdings LLC,2024,3,Supervisory Severely Adverse,17.3,12.7,4.600000000000001,5.3,1.9,-4.4,0.3220338983050848,-0.04344122657580927
1111435,State Street Corporation,2024,3,Supervisory Severely Adverse,10.9,11.4,-0.5,1.4,6.1,3.4,2.44,-0.006334125098970683
3606542,TD Group US Holdings LLC,2024,3,Supervisory Severely Adverse,16.7,13.8,2.8999999999999986,11.5,4.3,-6.6,0.36752136752136755,-0.011481880157875811
3587146,The Bank of New York Mellon Corporation,2024,3,Supervisory Severely Adverse,11.2,11.6,-0.40000000000000036,1.3,8.4,5,2.545454545454546,-0.0023837902264601052
1026632,The Charles Schwab Corporation,2024,3,Supervisory Severely Adverse,31.7,32.7,-1.0000000000000036,1.6,11.1,9.2,7.928571428571428,0.012323943661971882
2380443,"The Goldman Sachs Group, Inc.",2024,3,Supervisory Severely Adverse,15,12.3,2.6999999999999993,20.3,39.7,11.7,1.4128113879003559,0.003195352214960124
1069778,"The PNC Financial Services Group, Inc.",2024,3,Supervisory Severely Adverse,10.5,9.7,0.8000000000000007,16.9,14.9,-2,0.871345029239766,-0.0018939393939392864
1074156,Truist Financial Corporation,2024,3,Supervisory Severely Adverse,11.5,10.2,1.3000000000000007,18.1,14.3,-4.9,0.7814207650273223,-0.0023906287353573988
1119794,U.S. Bancorp,2024,3,Supervisory Severely Adverse,10.6,8.8,1.799999999999999,23.8,17.6,-5,0.7364016736401674,-0.005993340732519397
4846998,UBS Americas Holding LLC,2024,3,Supervisory Severely Adverse,20.5,15.3,5.199999999999999,2.5,2.2,-0.9,0.8800000000000001,-0.13231552162849863
1120754,Wells Fargo & Company,2024,3,Supervisory Severely Adverse,11.1,10.1,1,50,35.3,-23,0.6023890784982935,-0.008223007976317738
NA,32 participating banks,2025,3,Supervisory Severely Adverse,12.8,11.2,1.6000000000000014,624.9,719,1.2,1.015536723163842,-0.00337738502984019
1562859,Ally Financial Inc.,2025,3,Supervisory Severely Adverse,10.2,7.8,2.3999999999999995,10,7.7,-3.1,0.7264150943396227,-0.007853403141361367
1275216,American Express Company,2025,3,Supervisory Severely Adverse,10.5,9.7,0.8000000000000007,26.7,41.9,11.5,1.5692883895131087,-0.022359290670778655
1245415,BMO Financial Corp.,2025,3,Supervisory Severely Adverse,14,10.1,3.9000000000000004,10.6,5,-6.7,0.4716981132075472,-0.027417746759720838
1073757,Bank of America Corporation,2025,3,Supervisory Severely Adverse,11.4,9.9,1.5,64.9,66.2,-12.5,0.8933873144399459,-0.001015285690112348
5006575,Barclays US LLC,2025,3,Supervisory Severely Adverse,14.8,12.3,2.5,5.9,8.6,3.2,1.2647058823529411,0.011730205278592403
2277860,Capital One Financial Corporation,2025,3,Supervisory Severely Adverse,14.3,11,3.3000000000000007,77.7,64.8,-13.9,0.8297055057618438,-0.012309495896834723
1951350,Citigroup Inc.,2025,3,Supervisory Severely Adverse,13.2,10.3,2.8999999999999986,55,62.3,1.3,0.956989247311828,-0.0068780405972152705
1132449,"Citizens Financial Group, Inc.",2025,3,Supervisory Severely Adverse,10.6,8.6,2,8.5,6,-2.9,0.7058823529411765,-0.004081632653061158
2816906,DB USA Corporation,2025,3,Supervisory Severely Adverse,22.6,14.4,8.200000000000001,0.6,-0.5,-2.4,-0.2777777777777778,-0.09267241379310338
1070345,Fifth Third Bancorp,2025,3,Supervisory Severely Adverse,10.8,9.7,1.1000000000000014,9.1,8.2,-1.6,0.8913043478260869,-0.002389486260454036
1075612,"First Citizens Bancshares, Inc.",2025,3,Supervisory Severely Adverse,11.2,6.7,4.499999999999999,12.7,6.5,-8.2,0.5038759689922481,-0.008246289169873557
3232316,HSBC North America Holdings Inc.,2025,3,Supervisory Severely Adverse,11.3,8.1,3.200000000000001,3.7,1.8,-2.6,0.45,-0.024612579762989997
1068191,Huntington Bancshares Incorporated,2025,3,Supervisory Severely Adverse,10.4,9.3,1.0999999999999996,8.8,7.8,-1.2,0.8764044943820224,-0.0011997600479903337
1039502,JPMorgan Chase & Co.,2025,3,Supervisory Severely Adverse,14.6,12.6,2,96.9,118.6,-0.3,0.9826014913007456,2.0184689912694333e-4
1068025,KeyCorp,2025,3,Supervisory Severely Adverse,11.8,9.9,1.9000000000000004,7.8,5.9,-2.5,0.7468354430379748,-0.003427004797806717
1037003,M&T Bank Corporation,2025,3,Supervisory Severely Adverse,10.8,9.2,1.6000000000000014,9,7.8,-2.2,0.8571428571428572,0.0030883261272390363
2162966,Morgan Stanley,2025,3,Supervisory Severely Adverse,15,12.5,2.5,11.5,41.9,17.8,1.8377192982456139,0.005067873303167338
1199611,Northern Trust Corporation,2025,3,Supervisory Severely Adverse,12.6,12.3,0.29999999999999893,2.8,3.6,0.1,1.2,0
5280254,RBC US Group Holdings LLC,2025,3,Supervisory Severely Adverse,17.2,13.7,3.5,6.4,4.4,-3.7,0.6197183098591549,-0.03391107761868877
3242838,Regions Financial Corporation,2025,3,Supervisory Severely Adverse,10.9,10.3,0.5999999999999996,6.4,7,0,1.0769230769230769,-8.071025020178251e-4
3981856,"Santander Holdings USA, Inc.",2025,3,Supervisory Severely Adverse,12.6,11.7,0.9000000000000004,9.7,7.3,0.1,0.7525773195876289,0.014897579143389145
1111435,State Street Corporation,2025,3,Supervisory Severely Adverse,11.6,10.8,0.7999999999999989,1.8,7.4,4,2.466666666666667,-7.8554595443829e-4
4504654,Synchrony Financial,2025,3,Supervisory Severely Adverse,12.6,12.5,0.09999999999999964,21.5,25.5,8.8,1.186046511627907,0.0314285714285714
3606542,TD Group US Holdings LLC,2025,3,Supervisory Severely Adverse,16.5,14,2.5,11.2,5.8,-5.2,0.49572649572649574,-0.015467904098994695
3587146,The Bank of New York Mellon Corporation,2025,3,Supervisory Severely Adverse,11.9,11.8,0.09999999999999964,1.6,12.6,10,5.25,-0.0022509848058524327
1026632,The Charles Schwab Corporation,2025,3,Supervisory Severely Adverse,30.4,32.2,-1.8000000000000043,1.2,17.4,15.9,17.4,0
2380443,"The Goldman Sachs Group, Inc.",2025,3,Supervisory Severely Adverse,14.3,11.4,2.9000000000000004,22.4,52.9,17.1,1.515759312320917,0.010862092671524944
1069778,"The PNC Financial Services Group, Inc.",2025,3,Supervisory Severely Adverse,10.6,10.3,0.29999999999999893,17.9,19.7,1.4,1.0824175824175823,0
1074156,Truist Financial Corporation,2025,3,Supervisory Severely Adverse,10.8,9.7,1.1000000000000014,20.2,17.9,-4.3,0.8774509803921567,-0.0011279043537108053
1119794,U.S. Bancorp,2025,3,Supervisory Severely Adverse,10.8,9.8,1,24.4,23.8,-0.5,0.9754098360655739,-6.244796003329611e-4
4846998,UBS Americas Holding LLC,2025,3,Supervisory Severely Adverse,18.1,15.3,2.8000000000000007,2.3,5.1,2.2,2.125,-0.11096433289299874
1120754,Wells Fargo & Company,2025,3,Supervisory Severely Adverse,10.6,9.2,1.4000000000000004,55.6,48.2,-18.2,0.7519500780031202,-0.0021628302178278657
