bank_rssd_id,bank_name,exercise_year,scenario_code,scenario_label,cet1_actual_ratio,cet1_min_ratio,cet1_depletion_min,total_loan_losses_amount,ppnr_amount,pretax_net_income_amount,ppnr_loss_absorption_ratio,rwa_growth_rate
1069778,"The PNC Financial Services Group, Inc.",2018,3,Supervisory Severely Adverse,9.6,8.5,1.0999999999999996,10.9,11.9,-0.2,1.0530973451327432,0.026512788521522144
1119794,U.S. Bancorp,2018,2,Supervisory Adverse,9.1,9.6,-0.5,10.4,19.6,9.4,1.8846153846153846,0.0450615666753995
1119794,U.S. Bancorp,2018,3,Supervisory Severely Adverse,9.1,8.1,1,16.3,18.2,0.5,1.116564417177914,0.03117631647891023
4846998,UBS Americas Holding LLC,2018,2,Supervisory Adverse,21.7,18.6,3.099999999999998,0.8,2.8,1.1,2,0.024029574861367784
4846998,UBS Americas Holding LLC,2018,3,Supervisory Severely Adverse,21.7,16,5.699999999999999,1.3,2.3,-0.8,0.8214285714285714,-0.0018484288354898599
1120754,Wells Fargo & Company,2018,2,Supervisory Adverse,11.7,11.4,0.29999999999999893,25.8,69.2,37.5,2.169278996865204,0.041613213598460444
1120754,Wells Fargo & Company,2018,3,Supervisory Severely Adverse,11.7,9.5,2.1999999999999993,43.5,62.2,2.1,1.1166965888689409,0.024615137908916007
NA,33 participating firms,2019,3,Supervisory Severely Adverse,12,9.9,2.0999999999999996,432.5,429.3,-177.1,0.7806873977086742,-0.009494098784987085
1562859,Ally Financial Inc.,2019,3,Supervisory Severely Adverse,9.5,6.3,3.2,8.1,5.1,-5.3,0.6,-0.007580978635423807
1275216,American Express Company,2019,3,Supervisory Severely Adverse,10.7,10.8,-0.10000000000000142,16,23.8,4.4,1.4875,0.005934718100890208
1245415,BMO Financial Corp.,2019,3,Supervisory Severely Adverse,11.3,5.4,5.9,5.7,-0.7,-7.2,-0.12280701754385964,-0.010023130300693779
1575569,"BNP Paribas USA, Inc.",2019,3,Supervisory Severely Adverse,15.8,10.4,5.4,4.8,0.9,-4.8,0.1875,-0.01251422070534708
1073757,Bank of America Corporation,2019,3,Supervisory Severely Adverse,11.2,9.6,1.5999999999999996,47.2,42.3,-25.6,0.6811594202898549,-0.007900903916973522
5006575,Barclays US LLC,2019,3,Supervisory Severely Adverse,16.3,13.4,2.9000000000000004,4.5,4.2,-1.4,0.7777777777777778,-0.038095238095238126
2277860,Capital One Financial Corporation,2019,3,Supervisory Severely Adverse,12.2,6.8,5.3999999999999995,41.2,31,-16.9,0.7487922705314008,-0.008939974457215873
1951350,Citigroup Inc.,2019,3,Supervisory Severely Adverse,11.8,10.3,1.5,47.7,59.3,0.4,1.0458553791887122,-0.012687526789541324
1132449,"Citizens Financial Group, Inc.",2019,3,Supervisory Severely Adverse,10,7.1,2.9000000000000004,6.7,3.9,-4.3,0.5735294117647058,-0.0020993701889433967
1574834,"Credit Suisse Holdings (USA), Inc.",2019,3,Supervisory Severely Adverse,24.7,19.5,5.199999999999999,0.1,1.2,-1.8,0.3870967741935484,-0.08667736757624396
2816906,DB USA Corporation,2019,3,Supervisory Severely Adverse,26.2,18.4,7.800000000000001,0.4,-0.2,-2,-0.11764705882352941,-0.08196721311475409
3846375,Discover Financial Services,2019,3,Supervisory Severely Adverse,11.2,8.2,3,16.3,15.8,-2.8,0.9693251533742331,0
1070345,Fifth Third Bancorp,2019,3,Supervisory Severely Adverse,9.7,8.1,1.5999999999999996,7.4,6.4,-2.1,0.8533333333333334,0.0077410274454609036
3232316,HSBC North America Holdings Inc.,2019,3,Supervisory Severely Adverse,13,7.3,5.7,3.9,-0.1,-6.3,-0.017857142857142856,-0.0419580419580419
1068191,Huntington Bancshares Incorporated,2019,3,Supervisory Severely Adverse,9.9,8.5,1.4000000000000004,3.8,3.2,-1.1,0.8421052631578948,0.0034285714285713963
1039502,JPMorgan Chase & Co.,2019,3,Supervisory Severely Adverse,12.4,9.8,2.5999999999999996,64.4,73,-24.5,0.8147321428571428,-0.0098951118147635065
1068025,KeyCorp,2019,3,Supervisory Severely Adverse,9.4,8,1.4000000000000004,5.1,4.3,-1.5,0.7962962962962964,0.009167303284950256
1037003,M&T Bank Corporation,2019,3,Supervisory Severely Adverse,9.7,8.5,1.1999999999999993,5,4.7,-1,0.9400000000000001,0.002904162633107427
1378434,MUFG Americas Holdings Corporation,2019,3,Supervisory Severely Adverse,14.1,9.7,4.4,5.1,1.8,-4.9,0.33333333333333337,-0.005607476635513965
2162966,Morgan Stanley,2019,3,Supervisory Severely Adverse,16.4,11.3,5.099999999999998,5.3,5,-16.5,0.2450980392156863,-0.016235413495687412
1199611,Northern Trust Corporation,2019,3,Supervisory Severely Adverse,12.7,12.8,-0.10000000000000142,1.8,2.6,0.2,1.368421052631579,0.0014265335235379248
5280254,RBC US Group Holdings LLC,2019,3,Supervisory Severely Adverse,17.2,13.6,3.5999999999999996,3.2,1.6,-2.6,0.4571428571428572,-0.025232403718459383
3242838,Regions Financial Corporation,2019,3,Supervisory Severely Adverse,9.7,7.3,2.3999999999999995,5.3,3.8,-2.6,0.7037037037037037,-0.0037842951750237056
3981856,"Santander Holdings USA, Inc.",2019,3,Supervisory Severely Adverse,14.6,13.2,1.4000000000000004,8.6,7.3,-1.2,0.839080459770115,0.010092514718250534
1111435,State Street Corporation,2019,3,Supervisory Severely Adverse,11.7,11.5,0.1999999999999993,1.2,3.6,1.4,1.8947368421052633,9.615384615384068e-4
3606542,TD Group US Holdings LLC,2019,3,Supervisory Severely Adverse,16.2,16.2,0,9.6,10.7,0.1,1.0808080808080807,-0.016245487364620913
3587146,The Bank of New York Mellon Corporation,2019,3,Supervisory Severely Adverse,12.5,12.3,0.1999999999999993,1.5,7.2,4.4,2.88,0
2380443,"The Goldman Sachs Group, Inc.",2019,3,Supervisory Severely Adverse,13.3,7,6.300000000000001,9.8,10.6,-27,0.2936288088642659,-0.023066004258339247
1069778,"The PNC Financial Services Group, Inc.",2019,3,Supervisory Severely Adverse,9.5,9.2,0.3000000000000007,12.1,12.9,-0.7,1.032,-0.005281690140845103
1074156,Truist Financial Corporation,2019,3,Supervisory Severely Adverse,9.5,7.4,2.0999999999999996,15.3,11.9,-8,0.7484276729559749,-0.0023929805902686363
1119794,U.S. Bancorp,2019,3,Supervisory Severely Adverse,9.1,8.9,0.1999999999999993,17.1,18.5,-0.1,1.0818713450292397,0.0030667007411193164
4846998,UBS Americas Holding LLC,2019,3,Supervisory Severely Adverse,22.1,17.9,4.200000000000003,1.2,3.4,0.5,1.307692307692308,-0.012939001848428888
1120754,Wells Fargo & Company,2019,3,Supervisory Severely Adverse,11.1,9.1,2,47.4,50.2,-16.3,0.8229508196721312,-0.008427642667950878
NA,23 participating firms,2020,3,Supervisory Severely Adverse,13,10.6,2.4000000000000004,353,298.4,-117.1,0.6291376765760067,-0.009211066237608912
NA,33 participating firms,2020,3,Supervisory Severely Adverse,12.2,9.6,2.5999999999999996,514.3,370.8,-172.8,0.5897884523620168,-0.009208813461260306
NA,33 participating firms,2020,30,Supervisory Alternative Severe,12.2,9.7,2.5,491.2,362.9,-198.4,0.5925865447419987,-0.00951738103273716
1562859,Ally Financial Inc.,2020,3,Supervisory Severely Adverse,10.1,7.4,2.6999999999999993,8.1,3.7,-3.6,0.44047619047619047,-0.010948905109489052
1562859,Ally Financial Inc.,2020,30,Supervisory Alternative Severe,10.1,7.3,2.8,7.7,3.7,-3.9,0.45679012345679015,-0.014598540145985401
1275216,American Express Company,2020,3,Supervisory Severely Adverse,13.6,13.5,0.09999999999999964,15.4,18.8,6.2,1.2207792207792207,0.02784222737819021
1275216,American Express Company,2020,30,Supervisory Alternative Severe,13.6,13.7,-0.09999999999999964,14.1,18.9,6.6,1.3404255319148934,0.020108275328692915
1245415,BMO Financial Corp.,2020,3,Supervisory Severely Adverse,12.3,8.25,4.05,6.2,1.75,-4.5,0.29035202086049544,-0.00240740903151122
1245415,BMO Financial Corp.,2020,30,Supervisory Alternative Severe,12.1,6.5,5.6,6.4,0.7,-6.5,0.10937499999999999,-0.008778930566640019
1575569,"BNP Paribas USA, Inc.",2020,3,Supervisory Severely Adverse,15.8,11.2,4.600000000000001,5,0.8,-4.2,0.16,-0.008918617614269757
1575569,"BNP Paribas USA, Inc.",2020,30,Supervisory Alternative Severe,15.8,10.8,5,4.8,0.8,-4.6,0.16666666666666669,-0.011148272017837234
1073757,Bank of America Corporation,2020,3,Supervisory Severely Adverse,11.75,9.600000000000001,2.1499999999999995,54.900000000000006,32.75,-27.75,0.4787030851191394,-0.010630174487078141
1073757,Bank of America Corporation,2020,30,Supervisory Alternative Severe,11.6,9.2,2.4000000000000004,57.9,32.7,-34.7,0.4547983310152991,-0.011253474340722602
5006575,Barclays US LLC,2020,3,Supervisory Severely Adverse,17.3,15.2,2.1000000000000014,4.2,5.2,0.6499999999999999,1.011231884057971,-0.01182912189265942
5006575,Barclays US LLC,2020,30,Supervisory Alternative Severe,17.3,15.2,2.1000000000000014,4.6,4.6,-0.5,0.8214285714285714,-0.015606242496998766
2277860,Capital One Financial Corporation,2020,3,Supervisory Severely Adverse,13.05,9.3,3.75,37.3,23.85,-7.6000000000000005,0.6501214329083181,0.0179916086161597
2277860,Capital One Financial Corporation,2020,30,Supervisory Alternative Severe,12.4,7.4,5,39.7,23.1,-12,0.5789473684210525,0.010337698139214336
1951350,Citigroup Inc.,2020,3,Supervisory Severely Adverse,11.95,9.5,2.45,51.9,42.4,-6.15,0.6637702503681885,-0.010048843713849752
1951350,Citigroup Inc.,2020,30,Supervisory Alternative Severe,11.8,9.8,2,52.7,48.2,-4.6,0.7381316998468607,-0.0074959993262021934
1132449,"Citizens Financial Group, Inc.",2020,3,Supervisory Severely Adverse,9.6,6.3,3.3,8.6,3.7,-4.6,0.4302325581395349,-0.008825526137135175
1132449,"Citizens Financial Group, Inc.",2020,30,Supervisory Alternative Severe,9.6,6.2,3.3999999999999995,8.3,3.7,-5,0.44047619047619047,-0.01289884589273595
1574834,"Credit Suisse Holdings (USA), Inc.",2020,3,Supervisory Severely Adverse,21.299999999999997,16.4,4.8999999999999995,0.2,2.3,-1,0.6563063063063063,-0.05975394862343787
1574834,"Credit Suisse Holdings (USA), Inc.",2020,30,Supervisory Alternative Severe,21.4,17.1,4.299999999999997,0.2,1,-1.9,0.33333333333333326,-0.062025316455696276
2816906,DB USA Corporation,2020,3,Supervisory Severely Adverse,29.6,21.5,8.1,0.8,0.35,-1.35,0.24305555555555552,-0.07855544077134982
2816906,DB USA Corporation,2020,30,Supervisory Alternative Severe,31.5,19.5,12,0.8,-0.7,-2.6,-0.41176470588235287,-0.09375
3846375,Discover Financial Services,2020,3,Supervisory Severely Adverse,11.7,8.3,3.3999999999999986,18.9,13.6,-1.5,0.7195767195767196,-0.005512679162072767
3846375,Discover Financial Services,2020,30,Supervisory Alternative Severe,11.7,9.6,2.0999999999999996,17.4,13.6,-0.7,0.7816091954022989,-0.011025358324145534
1070345,Fifth Third Bancorp,2020,3,Supervisory Severely Adverse,9.7,7.5,2.1999999999999993,9.3,5.7,-2.6,0.6129032258064516,-0.004187020237264638
1070345,Fifth Third Bancorp,2020,30,Supervisory Alternative Severe,9.7,7.5,2.1999999999999993,9,5.7,-3,0.6333333333333333,-0.007676203768318372
3232316,HSBC North America Holdings Inc.,2020,3,Supervisory Severely Adverse,14.2,6.4,7.800000000000001,6.9,-0.15000000000000002,-8.05,-0.016231748990369683,-0.04698178607632192
3232316,HSBC North America Holdings Inc.,2020,30,Supervisory Alternative Severe,13.6,5.1,8.5,7.2,-0.4,-9.2,-0.047058823529411764,-0.04716981132075471
1068191,Huntington Bancshares Incorporated,2020,3,Supervisory Severely Adverse,9.8,8,1.8000000000000007,5,3.1,-1.1,0.62,-0.0022909507445590246
1068191,Huntington Bancshares Incorporated,2020,30,Supervisory Alternative Severe,9.8,8.1,1.700000000000001,4.8,3.2,-1.2,0.653061224489796,-0.0034364261168384554
1039502,JPMorgan Chase & Co.,2020,3,Supervisory Severely Adverse,12.75,10.35,2.4000000000000004,63.15,58.4,-15.55,0.648731884057971,-0.011335181790477242
1039502,JPMorgan Chase & Co.,2020,30,Supervisory Alternative Severe,12.4,10,2.4000000000000004,67.1,57.7,-23.6,0.6080084299262382,-0.009342156481121118
1068025,KeyCorp,2020,3,Supervisory Severely Adverse,9.1,7.7,1.3999999999999995,5.8,4,-1,0.6779661016949153,-0.002934702861335331
1068025,KeyCorp,2020,30,Supervisory Alternative Severe,9.1,7.7,1.3999999999999995,5.7,4,-1.5,0.6666666666666666,-0.002934702861335331
1037003,M&T Bank Corporation,2020,3,Supervisory Severely Adverse,9.5,5,4.5,9.2,4.3,-4.6,0.4673913043478261,-0.008522727272727192
1037003,M&T Bank Corporation,2020,30,Supervisory Alternative Severe,9.5,4.8,4.7,8.8,4.3,-4.9,0.4831460674157303,-0.010416666666666614
1378434,MUFG Americas Holdings Corporation,2020,3,Supervisory Severely Adverse,14.9,11.4,3.5,5.300000000000001,1.5499999999999998,-3.7,0.285377358490566,-0.008196263976610742
1378434,MUFG Americas Holdings Corporation,2020,30,Supervisory Alternative Severe,14.5,10.7,3.8000000000000007,5.2,1.3,-4.1,0.24074074074074078,-0.010597302504816901
2162966,Morgan Stanley,2020,3,Supervisory Severely Adverse,16.95,12.55,4.3999999999999995,7.45,11.100000000000001,-12.55,0.4617961201690821,-0.017863330058660008
2162966,Morgan Stanley,2020,30,Supervisory Alternative Severe,16.5,11.9,4.6,7.1,5.1,-17.8,0.23076923076923078,-0.01780986762936216
1199611,Northern Trust Corporation,2020,3,Supervisory Severely Adverse,13.100000000000001,12.399999999999999,0.7000000000000011,1.95,2.45,0.19999999999999998,1.2011904761904761,6.435006435006069e-4
1199611,Northern Trust Corporation,2020,30,Supervisory Alternative Severe,13.4,12.6,0.8000000000000007,2,2.1,-0.3,1,0.0027624309392263622
5280254,RBC US Group Holdings LLC,2020,3,Supervisory Severely Adverse,15.950000000000001,12.5,3.450000000000001,3.8,1.85,-2.7,0.4512195121951219,-0.01683357906921161
5280254,RBC US Group Holdings LLC,2020,30,Supervisory Alternative Severe,16.1,12.4,3.700000000000001,3.8,1.8,-2.9,0.4390243902439025,-0.019207683073229224
3242838,Regions Financial Corporation,2020,3,Supervisory Severely Adverse,9.350000000000001,8,1.3500000000000005,5.65,3.9000000000000004,-0.8999999999999999,0.6888888888888889,-9.132420091324331e-4
3242838,Regions Financial Corporation,2020,30,Supervisory Alternative Severe,8.9,7,1.9000000000000004,5.8,3.6,-1.7,0.6206896551724138,-0.0045662100456621
3981856,"Santander Holdings USA, Inc.",2020,3,Supervisory Severely Adverse,14.3,14.4,-0.09999999999999964,9,7.2,2.3,0.7659574468085106,-0.005004170141784892
3981856,"Santander Holdings USA, Inc.",2020,30,Supervisory Alternative Severe,14.3,14.8,-0.5,8.5,7.2,2.2,0.8,-0.008340283569641367
1111435,State Street Corporation,2020,3,Supervisory Severely Adverse,12.3,11.4,0.9000000000000004,1.3,4.15,1.65,1.8125,8.127916534733702e-4
1111435,State Street Corporation,2020,30,Supervisory Alternative Severe,12.3,11.5,0.8000000000000007,1.3,4,1.3,1.6666666666666665,9.363295880150611e-4
3606542,TD Group US Holdings LLC,2020,3,Supervisory Severely Adverse,16.65,15.3,1.3500000000000005,10.55,7.3999999999999995,-1.85,0.6754385964912281,0.006001212087821296
3606542,TD Group US Holdings LLC,2020,30,Supervisory Alternative Severe,16.3,15.6,0.7000000000000011,10.7,9.8,-0.3,0.8990825688073396,0.008602150537634409
3587146,The Bank of New York Mellon Corporation,2020,3,Supervisory Severely Adverse,13.05,12.15,0.8999999999999995,1.6,8.45,5.45,2.8482142857142856,3.052503052502879e-4
3587146,The Bank of New York Mellon Corporation,2020,30,Supervisory Alternative Severe,12.7,12.2,0.5,1.6,7.6,4.3,2.3749999999999996,0
2380443,"The Goldman Sachs Group, Inc.",2020,3,Supervisory Severely Adverse,14,8.65,5.35,13.75,20.6,-17,0.5255713516848475,-0.012491074919660759
2380443,"The Goldman Sachs Group, Inc.",2020,30,Supervisory Alternative Severe,13.3,8.3,5,13.4,16,-22.2,0.41131105398457585,-0.01669330491919726
1069778,"The PNC Financial Services Group, Inc.",2020,3,Supervisory Severely Adverse,11.75,10.2,1.5499999999999998,14.8,9.100000000000001,-3.45,0.5943038513974097,-0.0021095670997242954
1069778,"The PNC Financial Services Group, Inc.",2020,30,Supervisory Alternative Severe,11.3,9.6,1.700000000000001,15.4,9.3,-4.7,0.5849056603773585,-0.0017804154302671297
1074156,Truist Financial Corporation,2020,3,Supervisory Severely Adverse,9.85,8.2,1.65,17.799999999999997,12.05,-4.6,0.6587507453786523,-0.001562437998492108
1074156,Truist Financial Corporation,2020,30,Supervisory Alternative Severe,9.7,7.7,1.9999999999999991,18.4,12.1,-6.6,0.6402116402116402,-0.00574712643678158
1119794,U.S. Bancorp,2020,3,Supervisory Severely Adverse,9.35,8.35,1,20.65,16.45,-0.8,0.8040948122915335,-0.002864712958354088
1119794,U.S. Bancorp,2020,30,Supervisory Alternative Severe,9,7.8,1.2000000000000002,22.1,16.8,-3.6,0.7601809954751131,-0.004479840716774543
4846998,UBS Americas Holding LLC,2020,3,Supervisory Severely Adverse,21.75,18.4,3.3499999999999996,1.05,2.55,0.5499999999999999,1.7026515151515151,-0.1137853692201519
4846998,UBS Americas Holding LLC,2020,30,Supervisory Alternative Severe,21,16.7,4.300000000000001,1,2.4,-0.2,1.043478260869565,-0.11645962732919264
1120754,Wells Fargo & Company,2020,3,Supervisory Severely Adverse,11.3,8.55,2.749999999999999,55.3,33.75,-26.65,0.49438657850155743,-0.007440088823424564
1120754,Wells Fargo & Company,2020,30,Supervisory Alternative Severe,11,8.3,2.6999999999999993,57.8,38.9,-28.1,0.5509915014164306,-0.007089275410106265
NA,33 participating banks,2021,3,Supervisory Severely Adverse,12.4,9.7,2.700000000000001,463.3,412,-197.6,0.6730926319228883,-0.01074662657933358
1562859,Ally Financial Inc.,2021,3,Supervisory Severely Adverse,10.3,8.9,1.4000000000000004,7.8,6,-1.9,0.7142857142857143,-0.009562841530054683
1275216,American Express Company,2021,3,Supervisory Severely Adverse,10.5,9.9,0.5999999999999996,14,20.4,5.1,1.457142857142857,0.0036036036036035694
1245415,BMO Financial Corp.,2021,3,Supervisory Severely Adverse,13.5,10.1,3.4000000000000004,6.2,2.9,-4.1,0.46774193548387094,7.518796992480775e-4
1575569,"BNP Paribas USA, Inc.",2021,3,Supervisory Severely Adverse,13.9,9.7,4.200000000000001,4.8,1.3,-4.2,0.27083333333333337,-0.006382978723404195
1073757,Bank of America Corporation,2021,3,Supervisory Severely Adverse,10.6,7.6,3,52.5,28.3,-43.7,0.3991537376586742,-0.012795153912721008
5006575,Barclays US LLC,2021,3,Supervisory Severely Adverse,15.4,12.1,3.3000000000000007,3.5,6,0.4,0.9677419354838709,0
2277860,Capital One Financial Corporation,2021,3,Supervisory Severely Adverse,13.1,10.2,2.9000000000000004,36.8,29.1,-7.9,0.7780748663101605,3.005710850616854e-4
1951350,Citigroup Inc.,2021,3,Supervisory Severely Adverse,12.2,8.6,3.5999999999999996,43.3,28.2,-26.9,0.4630541871921182,-0.02403215223097109
1132449,"Citizens Financial Group, Inc.",2021,3,Supervisory Severely Adverse,9.9,6.9,3,8.8,5.2,-4.7,0.5714285714285715,-0.0044080604534006106
1574834,"Credit Suisse Holdings (USA), Inc.",2021,3,Supervisory Severely Adverse,27.6,20.1,7.5,0.1,4.9,0.6,1.1136363636363638,-0.0543293718166383
2816906,DB USA Corporation,2021,3,Supervisory Severely Adverse,26.7,22.8,3.8999999999999986,0.7,2.2,0.2,1.1578947368421053,-0.056122448979591906
3846375,Discover Financial Services,2021,3,Supervisory Severely Adverse,14.8,13.7,1.1000000000000014,15.3,15.2,1.9,0.9806451612903225,0.007201646090535008
1070345,Fifth Third Bancorp,2021,3,Supervisory Severely Adverse,9.5,7.6,1.9000000000000004,8,5.5,-2.7,0.6707317073170732,-0.003873466752743669
3232316,HSBC North America Holdings Inc.,2021,3,Supervisory Severely Adverse,14.1,7.7,6.3999999999999995,4.3,-0.1,-5.6,-0.019230769230769235,-0.04201680672268908
1068191,Huntington Bancshares Incorporated,2021,3,Supervisory Severely Adverse,9.3,6.8,2.500000000000001,7,3.8,-3.1,0.5352112676056338,-0.007616146230007615
1039502,JPMorgan Chase & Co.,2021,3,Supervisory Severely Adverse,13.1,9.8,3.299999999999999,64.2,53.4,-40.9,0.5680851063829787,-0.017023613399231245
1068025,KeyCorp,2021,3,Supervisory Severely Adverse,9.5,7.6,1.9000000000000004,6.4,5.1,-2.4,0.7391304347826086,0
1037003,M&T Bank Corporation,2021,3,Supervisory Severely Adverse,11.4,7.3,4.1000000000000005,7.6,3.8,-4.2,0.4935064935064935,-0.009643201542912247
2162966,Morgan Stanley,2021,3,Supervisory Severely Adverse,16,11.4,4.6,10,23.6,-6.2,0.8339222614840991,-0.0033905488450942274
1199611,Northern Trust Corporation,2021,3,Supervisory Severely Adverse,11.9,10.8,1.0999999999999996,2.7,3.7,0.3,1.2758620689655171,0.0034762456546928986
5280254,RBC US Group Holdings LLC,2021,3,Supervisory Severely Adverse,14,10.6,3.4000000000000004,4.5,2.4,-3.3,0.48979591836734687,-0.019073569482288777
3242838,Regions Financial Corporation,2021,3,Supervisory Severely Adverse,9.6,7.8,1.7999999999999998,6,4.7,-1.8,0.7704918032786886,-0.00529567519858777
3981856,"Santander Holdings USA, Inc.",2021,3,Supervisory Severely Adverse,18.8,18.7,0.10000000000000142,8.8,7.3,1.8,0.8295454545454545,0.005366726296958932
1111435,State Street Corporation,2021,3,Supervisory Severely Adverse,14.3,13.2,1.1000000000000014,1.8,5,1.2,1.4705882352941175,0.0026857654431512727
3606542,TD Group US Holdings LLC,2021,3,Supervisory Severely Adverse,16.9,15,1.8999999999999986,10,6.2,-3.8,0.5961538461538461,0.0034858387799564764
3587146,The Bank of New York Mellon Corporation,2021,3,Supervisory Severely Adverse,11.2,9.5,1.6999999999999993,1.5,9.4,4.6,2.0434782608695654,5.966587112171499e-4
1026632,The Charles Schwab Corporation,2021,3,Supervisory Severely Adverse,19.7,20.2,-0.5,1.2,8.7,7.1,7.25,0
2380443,"The Goldman Sachs Group, Inc.",2021,3,Supervisory Severely Adverse,14.2,8.4,5.799999999999999,18.3,34.9,-12.7,0.7425531914893617,-0.0014773230905599055
1069778,"The PNC Financial Services Group, Inc.",2021,3,Supervisory Severely Adverse,10.3,8.1,2.200000000000001,17.9,9.9,-8.1,0.5294117647058824,-0.00565843621399174
1074156,Truist Financial Corporation,2021,3,Supervisory Severely Adverse,9.6,7.8,1.7999999999999998,16.5,11.2,-6.4,0.6511627906976744,-0.003325658736249564
1119794,U.S. Bancorp,2021,3,Supervisory Severely Adverse,10,9.3,0.6999999999999993,18.2,17.8,0.4,0.9726775956284153,7.166746297179993e-4
4846998,UBS Americas Holding LLC,2021,3,Supervisory Severely Adverse,17.8,15.5,2.3000000000000007,1.5,4.5,2.4,2.8125,-0.09315068493150681
1120754,Wells Fargo & Company,2021,3,Supervisory Severely Adverse,11.4,8.6,2.8000000000000007,53.3,41.7,-29.2,0.5940170940170941,-0.01242937853107352
NA,23 participating banks,2022,3,Supervisory Severely Adverse,12.4,9.9,2.5,424,349,-190.4,0.644506001846722,-0.011565792212168434
1245415,BMO Financial Corp.,2022,3,Supervisory Severely Adverse,12.6,9.3,3.299999999999999,6.3,2.8,-4.4,0.4444444444444444,0.0013297872340424775
1073757,Bank of America Corporation,2022,3,Supervisory Severely Adverse,11.2,9.3,1.8999999999999986,54.4,43.2,-23,0.6565349544072949,-0.008411739049161942
5006575,Barclays US LLC,2022,3,Supervisory Severely Adverse,13.5,9.3,4.199999999999999,4.9,4.1,-2.6,0.5857142857142856,-0.017357762777242016
2277860,Capital One Financial Corporation,2022,3,Supervisory Severely Adverse,12.5,8,4.5,46,31.2,-14.5,0.6753246753246752,-0.003632299525006858
1951350,Citigroup Inc.,2022,3,Supervisory Severely Adverse,13,9.1,3.9000000000000004,47.3,22,-34.9,0.35369774919614144,-0.030708661417322754
1132449,"Citizens Financial Group, Inc.",2022,3,Supervisory Severely Adverse,10,6.4,3.5999999999999996,11.1,5.4,-6.6,0.4864864864864865,-0.004319654427645697
1574834,"Credit Suisse Holdings (USA), Inc.",2022,3,Supervisory Severely Adverse,27.8,20.5,7.300000000000001,0,-0.8,-3.3,-0.3076923076923077,-0.011210762331838564
2816906,DB USA Corporation,2022,3,Supervisory Severely Adverse,26.1,17.4,8.700000000000003,0.7,-0.4,-2.3,-0.22222222222222224,-0.09793814432989684
1039502,JPMorgan Chase & Co.,2022,3,Supervisory Severely Adverse,13.2,11.1,2.0999999999999996,72.9,65.2,-30.1,0.6714727085478888,-0.008043543997580862
1037003,M&T Bank Corporation,2022,3,Supervisory Severely Adverse,10.4,7,3.4000000000000004,9.3,4.9,-4.9,0.5268817204301075,-0.004026845637583855
2162966,Morgan Stanley,2022,3,Supervisory Severely Adverse,15.3,11.2,4.100000000000001,10.1,25,-3.7,0.9124087591240875,-0.0022331397945511387
1199611,Northern Trust Corporation,2022,3,Supervisory Severely Adverse,10.8,11.4,-0.5999999999999996,3,3.6,-0.2,1.125,0
5280254,RBC US Group Holdings LLC,2022,3,Supervisory Severely Adverse,15,10.8,4.199999999999999,5.5,2.5,-4.2,0.4310344827586207,-0.0243024302430242
1111435,State Street Corporation,2022,3,Supervisory Severely Adverse,13.6,13.8,-0.20000000000000107,1.2,6.3,3.6,2.52,-0.011194029850746294
3606542,TD Group US Holdings LLC,2022,3,Supervisory Severely Adverse,17.4,15.9,1.4999999999999982,10.8,6.8,-3.9,0.6181818181818182,-0.0027407987470634966
3587146,The Bank of New York Mellon Corporation,2022,3,Supervisory Severely Adverse,11.3,11.7,-0.3999999999999986,1.6,8.5,5.1,2.65625,0
1026632,The Charles Schwab Corporation,2022,3,Supervisory Severely Adverse,21.9,22.8,-0.9000000000000021,1.4,11.8,10.3,9.833333333333334,0
2380443,"The Goldman Sachs Group, Inc.",2022,3,Supervisory Severely Adverse,15,10.1,4.9,19.4,26.7,-16.6,0.6040723981900453,-0.014080195898377612
1069778,"The PNC Financial Services Group, Inc.",2022,3,Supervisory Severely Adverse,9.1,7.9,1.1999999999999993,17.8,14,-3.6,0.7692307692307692,-0.002296211251435132
1074156,Truist Financial Corporation,2022,3,Supervisory Severely Adverse,9,6.7,2.3,19.1,11.8,-9.5,0.5870646766169154,-0.004373848987108604
1119794,U.S. Bancorp,2022,3,Supervisory Severely Adverse,8.4,6.6,1.8000000000000007,24.3,17.9,-5.5,0.733606557377049,-0.006042296072507553
4846998,UBS Americas Holding LLC,2022,3,Supervisory Severely Adverse,16.1,8,8.100000000000001,2.7,1.1,-2.4,0.39285714285714285,-0.10891089108910895
1120754,Wells Fargo & Company,2022,3,Supervisory Severely Adverse,10.6,8.2,2.4000000000000004,54.2,35.5,-32.9,0.5251479289940829,-0.0139693626478293
NA,31 participating banks,2023,3,Supervisory Severely Adverse,12.7,9.9,2.799999999999999,569.5,413.2,-270.3,0.605332552007032,-0.011660765057824044
1562859,Ally Financial Inc.,2023,3,Supervisory Severely Adverse,9.4,7,2.4000000000000004,10.7,7.6,-3.5,0.672566371681416,-0.007425742574257356
1275216,American Express Company,2023,3,Supervisory Severely Adverse,10.5,9.4,1.0999999999999996,23.8,32.8,6.3,1.3781512605042014,-0.006827492034592627
1245415,BMO Financial Corp.,2023,3,Supervisory Severely Adverse,10.5,5,5.5,11.1,2.4,-9.6,0.21621621621621623,-0.036150234741783985
1073757,Bank of America Corporation,2023,3,Supervisory Severely Adverse,11.8,9.1,2.700000000000001,60.2,32.3,-44.6,0.43355704697986575,-0.010113856589147313
