model_name,term,estimate,std.error,statistic,p.value,significant_10pct,significant_5pct,significant_1pct
M1_scenario_only,(Intercept),0.04932693504629837,0.0029240169067299045,16.869579287577892,3.4277365029855935e-51,TRUE,TRUE,TRUE
M1_scenario_only,scenario_factorSupervisory Alternative Severe,-0.011889483940237418,0.006303314323323923,-1.8862273607779951,0.05982454652859588,TRUE,FALSE,FALSE
M1_scenario_only,scenario_factorSupervisory Severely Adverse,-0.0058639686774029495,0.003388002551753591,-1.7308040911503526,0.08408336507432697,TRUE,FALSE,FALSE
M2_pooled_controls,(Intercept),0.05885201782760017,0.00897427794046597,6.55785548631497,1.3298597329698195e-10,TRUE,TRUE,TRUE
M2_pooled_controls,scenario_factorSupervisory Alternative Severe,-0.011756322177218875,0.006296837753347584,-1.867020024609792,0.06246673020786818,TRUE,FALSE,FALSE
M2_pooled_controls,scenario_factorSupervisory Severely Adverse,-0.005627716961304436,0.0033922197358108495,-1.6590071987064927,0.09772317067055135,TRUE,FALSE,FALSE
M2_pooled_controls,x_initial_cet1_model,-5.202795024127173e-4,2.9194561161526223e-4,-1.7821110566935419,0.07532019992426672,TRUE,FALSE,FALSE
M2_pooled_controls,log_rwa_actual,-5.05616914838474e-4,0.0012298900278332082,-0.41110741887163543,0.6811647815465024,FALSE,FALSE,FALSE
M3_year_fixed_effects,(Intercept),0.027275427973864976,0.010872727156332402,2.5086096231136867,0.012433627041003474,TRUE,TRUE,FALSE
M3_year_fixed_effects,scenario_factorSupervisory Alternative Severe,0.0012090898645789338,0.008003523941839402,0.1510696879731025,0.8799811886850529,FALSE,FALSE,FALSE
M3_year_fixed_effects,scenario_factorSupervisory Severely Adverse,4.7684505346116306e-4,0.004170692644903065,0.1143323409467508,0.9090198776588674,FALSE,FALSE,FALSE
M3_year_fixed_effects,x_initial_cet1_model,-8.280374315013307e-5,2.9815088683803455e-4,-0.2777242892962274,0.7813378992023432,FALSE,FALSE,FALSE
M3_year_fixed_effects,log_rwa_actual,-0.0012095319404654954,0.001223005032382204,-0.9889836169435335,0.3231457065185269,FALSE,FALSE,FALSE
M3_year_fixed_effects,x_rwa_growth_model,0.25036108617850966,0.04890112590105719,5.1197407332720966,4.3608627923045584e-7,TRUE,TRUE,TRUE
M3_year_fixed_effects,year_factor2016,0.007000919400342046,0.005389552759010433,1.298979658124262,0.1945448551687873,FALSE,FALSE,FALSE
M3_year_fixed_effects,year_factor2017,0.01262045623118799,0.005686907860977294,2.2192123628004703,0.026916777935854563,TRUE,TRUE,FALSE
M3_year_fixed_effects,year_factor2018,0.015256677999184159,0.007440705289439977,2.0504343883686396,0.04083874205027983,TRUE,TRUE,FALSE
M3_year_fixed_effects,year_factor2019,0.0243642722532511,0.00846202512581001,2.8792483939734086,0.004155724419970636,TRUE,TRUE,TRUE
M3_year_fixed_effects,year_factor2020,0.020233832354406872,0.007770742390442687,2.603848041506647,0.009490271269004976,TRUE,TRUE,TRUE
M3_year_fixed_effects,year_factor2021,0.02897411068076131,0.008431100845225376,3.4365750348211836,6.378119054660988e-4,TRUE,TRUE,TRUE
M3_year_fixed_effects,year_factor2022,0.018821838978435118,0.009288873314048233,2.0262779286664934,0.04326246267434327,TRUE,TRUE,FALSE
M3_year_fixed_effects,year_factor2023,0.023942168022761202,0.008685381925919687,2.75660508967497,0.006052224571230005,TRUE,TRUE,TRUE
M3_year_fixed_effects,year_factor2024,0.031606460419642386,0.009377975477978697,3.370286102140113,8.085061524209802e-4,TRUE,TRUE,TRUE
M3_year_fixed_effects,year_factor2025,0.042075945555694404,0.008473277093733248,4.965722835479245,9.384695840662744e-7,TRUE,TRUE,TRUE
M4_bank_fixed_effects,(Intercept),-0.18524115243315878,0.04254216703722037,-4.354295169568825,1.647601960065739e-5,TRUE,TRUE,TRUE
M4_bank_fixed_effects,scenario_factorSupervisory Alternative Severe,-0.005986430819845346,0.0024908554615887,-2.4033633874633265,0.016640766725395037,TRUE,TRUE,FALSE
M4_bank_fixed_effects,scenario_factorSupervisory Severely Adverse,-0.0031129784601180155,0.0014435149797473233,-2.156526606092387,0.03156126143669121,TRUE,TRUE,FALSE
M4_bank_fixed_effects,x_initial_cet1_model,0.001620462711549897,2.6841914509188555e-4,6.03706084748604,3.2408150674709207e-9,TRUE,TRUE,TRUE
M4_bank_fixed_effects,log_rwa_actual,0.02304823508407103,0.004476892740146358,5.148266090314583,3.907037416839146e-7,TRUE,TRUE,TRUE
M4_bank_fixed_effects,x_rwa_growth_model,0.08696128914958948,0.015308600653855267,5.680551156561095,2.3870013819058585e-8,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factor22 participating banks,-5.452064280044772e-4,0.013351745663777627,-0.040834093288908656,0.9674459150072818,FALSE,FALSE,FALSE
M4_bank_fixed_effects,bank_factor23 participating banks,-0.008634296391121992,0.01333573898122991,-0.6474554131027,0.5176609274807042,FALSE,FALSE,FALSE
M4_bank_fixed_effects,bank_factor23 participating firms,-0.010199955057389931,0.013324943221783143,-0.7654783129368542,0.44438019918618166,FALSE,FALSE,FALSE
M4_bank_fixed_effects,bank_factor31 participating banks,-0.010608813518612112,0.013378274951090821,-0.7929881511178766,0.4281944237146885,FALSE,FALSE,FALSE
M4_bank_fixed_effects,bank_factor32 participating banks,0.007464346155354043,0.01343256310330022,0.5556903844747353,0.5786932775862048,FALSE,FALSE,FALSE
M4_bank_fixed_effects,bank_factor33 participating bank holding companies,-0.008800411063316515,0.010983975778696335,-0.8012045219896704,0.4234277995729694,FALSE,FALSE,FALSE
M4_bank_fixed_effects,bank_factor33 participating banks,-0.008782885941064673,0.013366165658486966,-0.6570983904787908,0.5114469922722126,FALSE,FALSE,FALSE
M4_bank_fixed_effects,bank_factor33 participating firms,-0.005235915881675542,0.009990971883866431,-0.5240647198828151,0.6004864866273509,FALSE,FALSE,FALSE
M4_bank_fixed_effects,bank_factor34 participating bank holding companies,-0.004513091788038776,0.010982340958566457,-0.41094078257682115,0.6813077389069775,FALSE,FALSE,FALSE
M4_bank_fixed_effects,bank_factor35 participating firms,-0.0034544492544346605,0.0109388416247614,-0.3157966238961806,0.7523004219287437,FALSE,FALSE,FALSE
M4_bank_fixed_effects,bank_factorAlly Financial Inc.,0.09289974104790806,0.02010783000764355,4.620077900628475,4.990189759590012e-6,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorAmerican Express Company,0.19611658626351697,0.01947580414693987,10.069755517352116,1.1054977691093927e-21,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorBancWest Corporation,0.09464388438397825,0.022457611493753086,4.214334387711037,3.017602388392184e-5,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorBank of America Corporation,0.027896576763698503,0.011147136953419975,2.5025777363522703,0.012675912530765063,TRUE,TRUE,FALSE
M4_bank_fixed_effects,bank_factorBarclays US LLC,0.11468779016954095,0.021540293032496192,5.324337510010669,1.589082330861845e-7,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorBB&T Corporation,0.0920350055613071,0.0191041093985499,4.817550174220266,1.977749499123421e-6,TRUE,TRUE,TRUE
M4_bank_fixed_effects,"bank_factorBBVA Compass Bancshares, Inc.",0.09228695715592197,0.02300529158498485,4.01155346434105,7.041320992210618e-5,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorBMO Financial Corp.,0.07115380936909432,0.020428827993626872,3.483009861911412,5.433142191847098e-4,TRUE,TRUE,TRUE
M4_bank_fixed_effects,"bank_factorBNP Paribas USA, Inc.",0.0744167186336577,0.021808279740614684,3.412314933537266,7.011632589652658e-4,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorCapital One Financial Corporation,0.13104560364767265,0.01661560037523697,7.886901507511953,2.283415720100102e-14,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorCIT Group Inc.,0.10517006905459468,0.025245988834088635,4.16581302264492,3.707612874587064e-5,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorCitigroup Inc.,0.04402491438115066,0.011883017384530785,3.7048598816712945,2.3728690603694105e-4,TRUE,TRUE,TRUE
M4_bank_fixed_effects,"bank_factorCitizens Financial Group, Inc.",0.08243840952424093,0.0200572330746639,4.110158625437539,4.6838921403239935e-5,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorComerica Incorporated,0.08994221963377715,0.02312236596519182,3.8898363501890447,1.1514244796149569e-4,TRUE,TRUE,TRUE
M4_bank_fixed_effects,"bank_factorCredit Suisse Holdings (USA), Inc.",0.08630706137848879,0.02297785827425688,3.756096862830007,1.9478917851686124e-4,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorDB USA Corporation,0.07130547642270513,0.02511590576997153,2.8390565355583415,0.004725509600513334,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorDeutsche Bank Trust Corporation,0.08209844161483663,0.027627698907010962,2.9715989699744,0.0031181270981902732,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorDiscover Financial Services,0.22269438191539184,0.021702455738030164,10.261252671288933,2.223166485656563e-22,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorFifth Third Bancorp,0.09419681269493269,0.020239933610266776,4.654007987810346,4.266307798519901e-6,TRUE,TRUE,TRUE
M4_bank_fixed_effects,"bank_factorFirst Citizens Bancshares, Inc.",0.08672547403991519,0.021923302746717065,3.9558580676400146,8.832153881764597e-5,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorHSBC North America Holdings Inc.,0.05109144551456205,0.02026883317579914,2.520690020556532,0.012050393644387156,TRUE,TRUE,FALSE
M4_bank_fixed_effects,bank_factorHuntington Bancshares Incorporated,0.10239789892036448,0.02180603349315321,4.695851675753684,3.5118895774867136e-6,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorJPMorgan Chase & Co.,0.039883004805007866,0.010920711715056363,3.652051793476175,0.00029012462319375106,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorKeyCorp,0.08844820252175681,0.020448689823302394,4.325372592867308,1.869602852054723e-5,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorM&T Bank Corporation,0.10160401172417423,0.020932794736947855,4.853819712130268,1.6627467594384351e-6,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorMorgan Stanley,0.05121287316332658,0.015442320631710133,3.3163974757889156,9.84241706148545e-4,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorMUFG Americas Holdings Corporation,0.07401324426929629,0.02102175977676216,3.5207920295574824,4.732411498565422e-4,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorNorthern Trust Corporation,0.10616917922691992,0.022437966655599065,4.731675595053394,2.969524824706355e-6,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorRBC US Group Holdings LLC,0.08076607894615494,0.021538888433405918,3.749779344271551,1.9961156357536282e-4,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorRBC USA Holdco Corporation,0.08694327853125476,0.02337261257367522,3.719878479874336,2.240021996677158e-4,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorRegions Financial Corporation,0.09983351460746084,0.021150423952595945,4.720166122022701,3.1343225382881966e-6,TRUE,TRUE,TRUE
M4_bank_fixed_effects,"bank_factorSantander Holdings USA, Inc.",0.11792112846624114,0.020714241294876437,5.692756340315894,2.2329193125062065e-8,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorState Street Corporation,0.1023028983925797,0.02112552538010481,4.842620316033633,1.7544521863373363e-6,TRUE,TRUE,TRUE
M4_bank_fixed_effects,"bank_factorSunTrust Banks, Inc.",0.08033657922382897,0.01922782282717441,4.178142265295394,3.519263176459376e-5,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorSynchrony Financial,0.22735010181412646,0.023561761246733967,9.649113214982636,3.5055811710431856e-20,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorTD Group US Holdings LLC,0.06675970208265666,0.017722420842873385,3.766962915199159,1.867506993946624e-4,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorThe Bank of New York Mellon Corporation,0.1087827475691935,0.01948729710326553,5.582238880679072,4.068466169813289e-8,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorThe Charles Schwab Corporation,0.12446836683367252,0.02012599756076013,6.184457016746828,1.3795108223448046e-9,TRUE,TRUE,TRUE
M4_bank_fixed_effects,"bank_factorThe Goldman Sachs Group, Inc.",0.049556301682316235,0.014280711622269366,3.4701563194538605,5.69285695200002e-4,TRUE,TRUE,TRUE
M4_bank_fixed_effects,"bank_factorThe PNC Financial Services Group, Inc.",0.07007703525638082,0.016433575571339953,4.26425977427546,2.436345792423205e-5,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorTruist Financial Corporation,0.0665932265284542,0.01629153312318869,4.087597282889735,5.1455643834541305e-5,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorU.S. Bancorp,0.08098261055838274,0.015961895364280637,5.073495891948069,5.681628828688958e-7,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorUBS Americas Holding LLC,0.10783307487373098,0.023371352328901987,4.6138996732499775,5.134120594433911e-6,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorWells Fargo & Company,0.04440417156814277,0.011703428884895742,3.794116408521103,1.68009134709124e-4,TRUE,TRUE,TRUE
M4_bank_fixed_effects,bank_factorZions Bancorporation,0.09921419524612476,0.024434289994745857,4.060449281213367,5.7585069832218165e-5,TRUE,TRUE,TRUE
M5_bank_year_fixed_effects,(Intercept),-0.12268536865815112,0.04790302755949571,-2.5611193051582286,0.01075931590583471,TRUE,TRUE,FALSE
M5_bank_year_fixed_effects,scenario_factorSupervisory Alternative Severe,-0.004332243871589382,0.002642742571434923,-1.6392984766719503,0.10185154163713252,FALSE,FALSE,FALSE
M5_bank_year_fixed_effects,scenario_factorSupervisory Severely Adverse,-0.002773829910061421,0.0014138516434638875,-1.9618960184999565,0.05039193821718084,TRUE,FALSE,FALSE
M5_bank_year_fixed_effects,x_initial_cet1_model,0.0013747528448339163,2.651113170225073e-4,5.185568312488158,3.2641556463827e-7,TRUE,TRUE,TRUE
M5_bank_year_fixed_effects,log_rwa_actual,0.015687057752600035,0.005041880277902485,3.111350704092113,0.0019810817332882166,TRUE,TRUE,TRUE
M5_bank_year_fixed_effects,x_rwa_growth_model,0.11253179286140315,0.024282903133340444,4.634198482919323,4.702595991017872e-6,TRUE,TRUE,TRUE
