raw_rows,ppnr_model_flag_rows,final_estimation_rows,banks,rssd_ids,years,scenarios,mean_ppnr_ratio,sd_ppnr_ratio,mean_ppnr_rate,sd_ppnr_rate
665,520,520,56,46,11,3,0.04446732136324465,0.03264479089825107,2.8918923076923075,2.660203823289412
