script_id,script_name,project_root,started_at,completed_at,folders_searched,folders_searched_existing,folders_excluded,folders_excluded_existing,candidate_pdf_files_found,pdf_files_excluded_from_check,pdf_files_checked,valid_pdf_files,invalid_pdf_files,publication_blocking_files,publication_pdf_status,validation_rule
23_v2,validate_regulatory_pdf_files_excluding_quarantine,D:/GitHub/us-bank-stress-test-dfast-replication,2026-07-02 05:16:51.598397,2026-07-02 05:16:52.125668,3,3,1,1,37,24,13,13,0,0,PDF_PUBLICATION_READY,PDF files are valid only if the internal file signature begins with %PDF. Files inside failed_downloads are excluded from publication blocking checks.
