bank_rssd_id,bank_name,exercise_year,scenario_code,scenario_label,cet1_actual_ratio,cet1_min_ratio,cet1_depletion_min,total_loan_losses_amount,ppnr_amount,ppnr_loss_absorption_ratio,rwa_growth_rate,stress_rank
1068191,Huntington Bancshares Incorporated,2020,30,Supervisory Alternative Severe,9.8,8.1,1.700000000000001,4.8,3.2,0.653061224489796,-0.00343642611683845,362
1078529,"BBVA Compass Bancshares, Inc.",2017,2,Supervisory Adverse,11.8,10.1,1.700000000000001,2.4,2,0.8333333333333334,0.06074074074074066,363
1199844,Comerica Incorporated,2016,3,Supervisory Severely Adverse,11.1,9.4,1.6999999999999993,2.2,1.6,0.7272727272727273,0.07205882352941184,364
3232316,HSBC North America Holdings Inc.,2018,2,Supervisory Adverse,12.6,10.9,1.6999999999999993,1.9,0.1,0.03448275862068965,0.00852272727272719,365
3587146,The Bank of New York Mellon Corporation,2021,3,Supervisory Severely Adverse,11.2,9.5,1.6999999999999993,1.5,9.4,2.0434782608695654,5.966587112171499e-4,366
NA,32 participating banks,2025,3,Supervisory Severely Adverse,12.8,11.2,1.6000000000000014,624.9,719,1.015536723163842,-0.00337738502984019,367
1037003,M&T Bank Corporation,2025,3,Supervisory Severely Adverse,10.8,9.2,1.6000000000000014,9,7.8,0.8571428571428572,0.00308832612723903,368
5006575,Barclays US LLC,2020,3,Supervisory Severely Adverse,17.3,15.7,1.6000000000000014,3.4,5.7,1.2391304347826089,-0.01045296167247377,369
1073757,Bank of America Corporation,2019,3,Supervisory Severely Adverse,11.2,9.6,1.5999999999999996,47.2,42.3,0.6811594202898549,-0.00790090391697352,370
1039502,JPMorgan Chase & Co.,2017,2,Supervisory Adverse,12.2,10.6,1.5999999999999996,37.3,73,1.411992263056093,0.08649549849949986,371
1069778,"The PNC Financial Services Group, Inc.",2023,3,Supervisory Severely Adverse,9.9,8.3,1.5999999999999996,18.5,12.9,0.6861702127659575,-0.00353440150801131,372
1119794,U.S. Bancorp,2014,3,Supervisory Severely Adverse,9.7,8.1,1.5999999999999996,16.2,22.8,1.3987730061349692,NA,373
1070345,Fifth Third Bancorp,2019,3,Supervisory Severely Adverse,9.7,8.1,1.5999999999999996,7.4,6.4,0.8533333333333334,0.0077410274454609,374
1069778,"The PNC Financial Services Group, Inc.",2014,2,Supervisory Adverse,11.1,9.5,1.5999999999999996,6.1,15.8,2.393939393939394,NA,375
1069778,"The PNC Financial Services Group, Inc.",2016,2,Supervisory Adverse,10.6,9,1.5999999999999996,5.8,15.7,2.532258064516129,0.1281198003327787,376
1078529,"BBVA Compass Bancshares, Inc.",2015,2,Supervisory Adverse,10.7,9.1,1.5999999999999996,2,1.6,0.8,0.09011627906976748,377
1199611,Northern Trust Corporation,2018,2,Supervisory Adverse,12.9,11.3,1.5999999999999996,0.9,2.8,2.8,0.04129793510324479,378
1039502,JPMorgan Chase & Co.,2024,3,Supervisory Severely Adverse,15.7,14.2,1.5,89.6,92.7,0.8623255813953489,-0.00318634423897576,379
1073757,Bank of America Corporation,2025,3,Supervisory Severely Adverse,11.4,9.9,1.5,64.9,66.2,0.8933873144399459,-0.00101528569011234,380
1951350,Citigroup Inc.,2019,3,Supervisory Severely Adverse,11.8,10.3,1.5,47.7,59.3,1.0458553791887122,-0.01268752678954132,381
1073757,Bank of America Corporation,2016,2,Supervisory Adverse,12.1,10.6,1.5,29.1,61.5,1.474820143884892,0.11518399428367278,382
2277860,Capital One Financial Corporation,2016,2,Supervisory Adverse,10.1,8.6,1.5,24.3,32.6,1.3360655737704918,0.13296011196641008,383
1132449,"Citizens Financial Group, Inc.",2016,2,Supervisory Adverse,11.2,9.7,1.5,3.6,4.3,1.162162162162162,0.1089588377723971,384
1037003,M&T Bank Corporation,2015,2,Supervisory Adverse,11.1,9.6,1.5,3.2,4,1.25,0.08447729672650475,385
3606542,TD Group US Holdings LLC,2022,3,Supervisory Severely Adverse,17.4,15.9,1.4999999999999982,10.8,6.8,0.6181818181818182,-0.00274079874706349,386
NA,35 participating firms,2017,2,Supervisory Adverse,12.3,10.9,1.4000000000000004,262.9,466.7,1.4023437500000002,0.07976266326855694,387
1120754,Wells Fargo & Company,2025,3,Supervisory Severely Adverse,10.6,9.2,1.4000000000000004,55.6,48.2,0.7519500780031202,-0.00216283021782786,388
1039502,JPMorgan Chase & Co.,2018,2,Supervisory Adverse,12,10.6,1.4000000000000004,39.3,72.8,1.381404174573055,0.04826999803780493,389
1039502,JPMorgan Chase & Co.,2015,2,Supervisory Adverse,12,10.6,1.4000000000000004,33.9,78.8,1.6114519427402862,0.1019586432812394,390
1119794,U.S. Bancorp,2020,3,Supervisory Severely Adverse,9,7.6,1.4000000000000004,23.1,16.7,0.7229437229437229,-0.00547536087605771,391
1074156,Truist Financial Corporation,2020,3,Supervisory Severely Adverse,10,8.6,1.4000000000000004,16.4,11.9,0.6918604651162791,0.00105485232067519,392
3981856,"Santander Holdings USA, Inc.",2019,3,Supervisory Severely Adverse,14.6,13.2,1.4000000000000004,8.6,7.3,0.839080459770115,0.01009251471825053,393
1562859,Ally Financial Inc.,2021,3,Supervisory Severely Adverse,10.3,8.9,1.4000000000000004,7.8,6,0.7142857142857143,-0.00956284153005468,394
1069778,"The PNC Financial Services Group, Inc.",2015,2,Supervisory Adverse,10.6,9.2,1.4000000000000004,7.1,13.4,1.810810810810811,0.10713078742818535,395
3606542,TD Group US Holdings LLC,2015,2,Supervisory Adverse,13.1,11.7,1.4000000000000004,5.8,5.5,0.9482758620689656,0.2593769866497138,396
3606542,TD Group US Holdings LLC,2018,2,Supervisory Adverse,16.3,14.9,1.4000000000000004,5.7,6.8,1.1525423728813555,0.04287090558766862,397
1068025,KeyCorp,2019,3,Supervisory Severely Adverse,9.4,8,1.4000000000000004,5.1,4.3,0.7962962962962964,0.00916730328495025,398
1074156,BB&T Corporation,2015,2,Supervisory Adverse,10.3,8.9,1.4000000000000004,4.5,8.6,1.911111111111111,0.13745498199279715,399
1068191,Huntington Bancshares Incorporated,2019,3,Supervisory Severely Adverse,9.9,8.5,1.4000000000000004,3.8,3.2,0.8421052631578948,0.00342857142857139,400
1070345,Fifth Third Bancorp,2017,2,Supervisory Adverse,10.6,9.2,1.4000000000000004,3.3,3.7,1.121212121212121,0.06694915254237294,401
1078529,"BBVA Compass Bancshares, Inc.",2016,2,Supervisory Adverse,11.5,10.1,1.4000000000000004,2.3,2.3,1,0.10344827586206884,402
1068025,KeyCorp,2020,3,Supervisory Severely Adverse,9.1,7.7,1.3999999999999997,5.8,4,0.6779661016949153,-0.00293470286133533,403
1068025,KeyCorp,2020,30,Supervisory Alternative Severe,9.1,7.7,1.3999999999999997,5.7,4,0.6666666666666666,-0.00293470286133533,404
1069778,"The PNC Financial Services Group, Inc.",2020,3,Supervisory Severely Adverse,12.2,10.8,1.3999999999999986,13.8,8.9,0.6180555555555556,-0.00214198286413705,405
1131787,"SunTrust Banks, Inc.",2017,2,Supervisory Adverse,9.7,8.3,1.3999999999999986,4.3,5.6,1.2173913043478262,0.07163160886867535,406
2277860,Capital One Financial Corporation,2017,2,Supervisory Adverse,10.3,9,1.3000000000000007,25.7,29.6,1.1384615384615384,0.09445585215605758,407
1074156,Truist Financial Corporation,2024,3,Supervisory Severely Adverse,11.5,10.2,1.3000000000000007,18.1,14.3,0.7814207650273223,-0.00239062873535739,408
3242838,Regions Financial Corporation,2015,2,Supervisory Adverse,10.9,9.6,1.3000000000000007,3.2,4,1.25,0.08617424242424251,409
3587146,The Bank of New York Mellon Corporation,2016,2,Supervisory Adverse,12.3,11,1.3000000000000007,1.1,13,10,0.10223425863236306,410
1111435,State Street Corporation,2017,2,Supervisory Adverse,11.9,10.6,1.3000000000000007,0.5,4.3,2.263157894736842,0.02239532619279452,411
2277860,Capital One Financial Corporation,2018,2,Supervisory Adverse,11.2,9.9,1.299999999999999,28.3,31.7,1.1201413427561835,0.08952187182095638,412
2277860,Capital One Financial Corporation,2015,2,Supervisory Adverse,11.1,9.8,1.299999999999999,20.4,27.1,1.3219512195121952,0.09070380127963878,413
3242838,Regions Financial Corporation,2017,2,Supervisory Adverse,11.1,9.8,1.299999999999999,3,3.4,1.1333333333333333,0.06442021803766104,414
5005998,BancWest Corporation,2016,2,Supervisory Adverse,13.1,11.8,1.299999999999999,2.9,3.1,1.0689655172413794,0.12484394506866418,415
1378434,MUFG Americas Holdings Corporation,2014,2,Supervisory Adverse,12.7,11.4,1.299999999999999,2.1,2.2,0.9166666666666669,NA,416
1199611,Northern Trust Corporation,2015,3,Supervisory Severely Adverse,10.8,9.6,1.200000000000001,1.6,2.4,1.4999999999999998,0.0702702702702703,417
1119794,U.S. Bancorp,2020,30,Supervisory Alternative Severe,9,7.8,1.2000000000000002,22.1,16.8,0.7601809954751131,-0.00447984071677454,418
1275216,American Express Company,2017,3,Supervisory Severely Adverse,9,7.8,1.2000000000000002,12.8,21.5,1.6796875,0.07265250171350236,419
1120754,Wells Fargo & Company,2016,2,Supervisory Adverse,11.1,9.9,1.1999999999999993,31.1,90.4,2.5041551246537397,0.11585092052088009,420
1069778,"The PNC Financial Services Group, Inc.",2022,3,Supervisory Severely Adverse,9.1,7.9,1.1999999999999993,17.8,14,0.7692307692307692,-0.00229621125143513,421
3846375,Discover Financial Services,2016,2,Supervisory Adverse,13.2,12,1.1999999999999993,8.3,13.9,1.6746987951807228,0.1111111111111112,422
3981856,"Santander Holdings USA, Inc.",2017,3,Supervisory Severely Adverse,16.4,15.2,1.1999999999999993,8.1,8,0.9756097560975612,0.04509018036072144,423
1037003,M&T Bank Corporation,2019,3,Supervisory Severely Adverse,9.7,8.5,1.1999999999999993,5,4.7,0.94,0.00290416263310742,424
1037003,M&T Bank Corporation,2016,2,Supervisory Adverse,10.7,9.5,1.1999999999999993,3.1,5.6,1.7499999999999998,0.10650887573964492,425
1037003,M&T Bank Corporation,2017,2,Supervisory Adverse,11,9.8,1.1999999999999993,3,4.7,1.5666666666666669,0.05870236869207006,426
1074156,Truist Financial Corporation,2025,3,Supervisory Severely Adverse,10.8,9.7,1.1000000000000014,20.2,17.9,0.8774509803921567,-0.0011279043537108,427
3846375,Discover Financial Services,2021,3,Supervisory Severely Adverse,14.8,13.7,1.1000000000000014,15.3,15.2,0.9806451612903224,0.007201646090535,428
1070345,Fifth Third Bancorp,2025,3,Supervisory Severely Adverse,10.8,9.7,1.1000000000000014,9.1,8.2,0.8913043478260869,-0.00238948626045403,429
1025608,BancWest Corporation,2015,2,Supervisory Adverse,12.3,11.2,1.1000000000000014,2.7,3,1.111111111111111,0.0936639118457302,430
1111435,State Street Corporation,2021,3,Supervisory Severely Adverse,14.3,13.2,1.1000000000000014,1.8,5,1.4705882352941175,0.00268576544315127,431
3587146,The Bank of New York Mellon Corporation,2016,3,Supervisory Severely Adverse,12.3,11.2,1.1000000000000014,1.7,10.2,4.857142857142857,0.07244414353419106,432
1073757,Bank of America Corporation,2015,2,Supervisory Adverse,11.6,10.5,1.0999999999999996,35.8,61.8,1.352297592997812,0.11366065702273212,433
1951350,Citigroup Inc.,2018,2,Supervisory Adverse,11.9,10.8,1.0999999999999996,33.1,64.1,1.5408653846153844,0.03933923705722055,434
1275216,American Express Company,2024,3,Supervisory Severely Adverse,10.5,9.4,1.0999999999999996,24.5,37.4,1.51417004048583,-0.00805767599660731,435
1275216,American Express Company,2023,3,Supervisory Severely Adverse,10.5,9.4,1.0999999999999996,23.8,32.8,1.3781512605042014,-0.00682749203459262,436
1069778,"The PNC Financial Services Group, Inc.",2018,3,Supervisory Severely Adverse,9.6,8.5,1.0999999999999996,10.9,11.9,1.0530973451327432,0.02651278852152214,437
1068191,Huntington Bancshares Incorporated,2025,3,Supervisory Severely Adverse,10.4,9.3,1.0999999999999996,8.8,7.8,0.8764044943820224,-0.00119976004799033,438
1069778,"The PNC Financial Services Group, Inc.",2017,2,Supervisory Adverse,10.4,9.3,1.0999999999999996,6.5,12.5,1.7605633802816902,0.08529886914378022,439
1131787,"SunTrust Banks, Inc.",2016,2,Supervisory Adverse,9.6,8.5,1.0999999999999996,4.2,7.8,1.56,0.12669683257918538,440
1562859,Ally Financial Inc.,2015,2,Supervisory Adverse,9.2,8.1,1.0999999999999996,4.1,5.4,1.2272727272727275,0.10088365243004407,441
3242838,Regions Financial Corporation,2016,2,Supervisory Adverse,11.2,10.1,1.0999999999999996,3.3,4.8,1.4545454545454546,0.10439024390243903,442
1199611,Northern Trust Corporation,2021,3,Supervisory Severely Adverse,11.9,10.8,1.0999999999999996,2.7,3.7,1.2758620689655171,0.00347624565469289,443
1036967,CIT Group Inc.,2016,3,Supervisory Severely Adverse,14,12.9,1.0999999999999996,2.6,1.6,0.5333333333333333,-0.24613003095975225,444
1378434,MUFG Americas Holdings Corporation,2015,2,Supervisory Adverse,13.6,12.5,1.0999999999999996,1.7,1.9,0.95,0.16666666666666663,445
1027004,Zions Bancorporation,2016,2,Supervisory Adverse,12.1,11,1.0999999999999996,1.7,2.2,1.2941176470588236,0.10621242484969948,446
1120754,Wells Fargo & Company,2024,3,Supervisory Severely Adverse,11.1,10.1,1,50,35.3,0.6023890784982935,-0.00822300797631773,447
1073757,Bank of America Corporation,2017,2,Supervisory Adverse,11.9,10.9,1,28.7,47.8,1.2225063938618923,0.07603767003836763,448
1119794,U.S. Bancorp,2025,3,Supervisory Severely Adverse,10.8,9.8,1,24.4,23.8,0.975409836065574,-6.244796003329611e-4,449
1119794,U.S. Bancorp,2018,3,Supervisory Severely Adverse,9.1,8.1,1,16.3,18.2,1.116564417177914,0.03117631647891023,450
1275216,American Express Company,2015,3,Supervisory Severely Adverse,12.4,11.4,1,10.6,19.2,1.7454545454545454,0.02662721893491141,451
3846375,Discover Financial Services,2017,2,Supervisory Adverse,11.6,10.6,1,9.3,14.3,1.5376344086021505,0.06682027649769583,452
3846375,Discover Financial Services,2015,2,Supervisory Adverse,13.9,12.9,1,7.4,13.3,1.7972972972972974,0.09102902374670192,453
1562859,Ally Financial Inc.,2016,2,Supervisory Adverse,9.4,8.4,1,4.5,6.3,1.3125,0.11913357400722022,454
5006575,Barclays US LLC,2018,2,Supervisory Adverse,14.5,13.5,1,3.1,5.2,1.5294117647058825,0.03218390804597697,455
3587146,The Bank of New York Mellon Corporation,2015,3,Supervisory Severely Adverse,11.5,10.5,1,2.1,9.2,2.486486486486486,0.06066291432145083,456
1068191,Huntington Bancshares Incorporated,2016,2,Supervisory Adverse,9.6,8.6,1,2,3.6,1.7142857142857142,0.10855683269476374,457
3587146,The Bank of New York Mellon Corporation,2020,3,Supervisory Severely Adverse,13.4,12.4,1,1.6,9.3,3.321428571428572,6.105006105005758e-4,458
NA,18 participating firms,2018,2,Supervisory Adverse,12.3,11.4,0.9000000000000004,193.6,386.9,1.5154719937328631,0.04102976669348356,459
3606542,TD Group US Holdings LLC,2020,3,Supervisory Severely Adverse,16.3,15.4,0.9000000000000004,11.2,9.7,0.8508771929824562,0.0064516129032258,460
3981856,"Santander Holdings USA, Inc.",2025,3,Supervisory Severely Adverse,12.6,11.7,0.9000000000000004,9.7,7.3,0.7525773195876289,0.01489757914338914,461
3242838,Regions Financial Corporation,2020,3,Supervisory Severely Adverse,9.8,8.9,0.9000000000000004,5.3,4.2,0.7777777777777779,0,462
1068025,KeyCorp,2016,2,Supervisory Adverse,9.5,8.6,0.9000000000000004,3.3,4.7,1.3823529411764708,0.11585866885784724,463
1068191,Huntington Bancshares Incorporated,2017,2,Supervisory Adverse,10,9.1,0.9000000000000004,2.2,2.9,1.318181818181818,0.062266500622665,464
1199611,Northern Trust Corporation,2017,3,Supervisory Severely Adverse,12.6,11.7,0.9000000000000004,1.8,4,2.1052631578947367,0.0524781341107873,465
1199611,Northern Trust Corporation,2016,3,Supervisory Severely Adverse,11.8,10.9,0.9000000000000004,1.5,3.1,2.066666666666667,0.0763888888888889,466
1111435,State Street Corporation,2020,3,Supervisory Severely Adverse,12.3,11.4,0.9000000000000004,1.3,3.9,1.6249999999999998,-9.36329588014928e-4,467
1111435,State Street Corporation,2020,3,Supervisory Severely Adverse,12.3,11.4,0.9000000000000004,1.3,4.4,2,0.00256191289496166,468
1119794,U.S. Bancorp,2014,2,Supervisory Adverse,9.7,8.8,0.8999999999999986,10.8,27.1,2.509259259259259,NA,469
1074156,BB&T Corporation,2017,2,Supervisory Adverse,10.2,9.3,0.8999999999999986,4.7,8.4,1.7872340425531914,0.06828442437923264,470
1132449,"Citizens Financial Group, Inc.",2015,2,Supervisory Adverse,11.7,10.8,0.8999999999999986,3.2,4.2,1.3125,0.09114811568799304,471
1275216,American Express Company,2025,3,Supervisory Severely Adverse,10.5,9.7,0.8000000000000007,26.7,41.9,1.569288389513109,-0.02235929067077865,472
1069778,"The PNC Financial Services Group, Inc.",2024,3,Supervisory Severely Adverse,10.5,9.7,0.8000000000000007,16.9,14.9,0.871345029239766,-0.00189393939393928,473
1131787,"SunTrust Banks, Inc.",2015,2,Supervisory Adverse,10,9.2,0.8000000000000007,4,6.9,1.568181818181818,0.1043056397816858,474
1070345,Fifth Third Bancorp,2015,2,Supervisory Adverse,9.8,9,0.8000000000000007,3.4,5.2,1.5294117647058825,0.09892827699917572,475
1199611,Northern Trust Corporation,2020,3,Supervisory Severely Adverse,13.4,12.6,0.8000000000000007,2,2,0.9523809523809524,0,476
1199611,Northern Trust Corporation,2020,30,Supervisory Alternative Severe,13.4,12.6,0.8000000000000007,2,2.1,1,0.00276243093922636,477
1111435,State Street Corporation,2020,30,Supervisory Alternative Severe,12.3,11.5,0.8000000000000007,1.3,4,1.6666666666666663,9.363295880150612e-4,478
1074156,BB&T Corporation,2016,2,Supervisory Adverse,10.2,9.4,0.7999999999999989,4.4,10,2.2727272727272725,0.12095400340715508,479
1111435,State Street Corporation,2025,3,Supervisory Severely Adverse,11.6,10.8,0.7999999999999989,1.8,7.4,2.466666666666667,-7.8554595443829e-4,480
3587146,The Bank of New York Mellon Corporation,2020,3,Supervisory Severely Adverse,12.7,11.9,0.7999999999999989,1.6,7.6,2.3749999999999996,0,481
1111435,State Street Corporation,2018,3,Supervisory Severely Adverse,11.7,10.9,0.7999999999999989,1,3.4,1.4782608695652175,0.01619433198380575,482
1119794,U.S. Bancorp,2016,2,Supervisory Adverse,9.4,8.7,0.7000000000000011,11.6,25.1,2.163793103448276,0.12423227247347852,483
3606542,TD Group US Holdings LLC,2020,30,Supervisory Alternative Severe,16.3,15.6,0.7000000000000011,10.7,9.8,0.8990825688073396,0.0086021505376344,484
1275216,American Express Company,2015,2,Supervisory Adverse,12.4,11.7,0.7000000000000011,8.1,20.1,2.421686746987952,0.02884615384615389,485
1119794,U.S. Bancorp,2021,3,Supervisory Severely Adverse,10,9.3,0.6999999999999993,18.2,17.8,0.9726775956284152,7.166746297179993e-4,486
1036967,CIT Group Inc.,2016,2,Supervisory Adverse,14,13.3,0.6999999999999993,1.6,1.9,0.95,-0.21517027863777077,487
1120754,Wells Fargo & Company,2017,2,Supervisory Adverse,12.3,11.7,0.6000000000000014,28.5,76.5,2.2566371681415927,0.07868644403902597,488
1275216,American Express Company,2016,2,Supervisory Adverse,12.3,11.7,0.6000000000000014,8.3,20.5,2.469879518072289,0.12442748091603062,489
1199611,Northern Trust Corporation,2020,3,Supervisory Severely Adverse,12.8,12.2,0.6000000000000014,1.9,2.9,1.45,0.00128700128700121,490
1119794,U.S. Bancorp,2020,3,Supervisory Severely Adverse,9.7,9.1,0.5999999999999996,18.2,16.2,0.8852459016393441,-2.5406504065046426e-4,491
1275216,American Express Company,2021,3,Supervisory Severely Adverse,10.5,9.9,0.5999999999999996,14,20.4,1.457142857142857,0.00360360360360356,492
1119794,U.S. Bancorp,2015,2,Supervisory Adverse,9.6,9,0.5999999999999996,12,24.6,2.0500000000000003,0.1051552431165789,493
1275216,American Express Company,2014,3,Supervisory Severely Adverse,13.6,13,0.5999999999999996,10.5,23.7,2.257142857142857,NA,494
3242838,Regions Financial Corporation,2025,3,Supervisory Severely Adverse,10.9,10.3,0.5999999999999996,6.4,7,1.0769230769230769,-8.071025020178251e-4,495
1070345,Fifth Third Bancorp,2016,2,Supervisory Adverse,10.4,9.8,0.5999999999999996,3.4,5.8,1.657142857142857,0.11622073578595322,496
1378434,MUFG Americas Holdings Corporation,2016,2,Supervisory Adverse,14.8,14.3,0.5,2.1,3.8,1.5833333333333333,0.10810810810810809,497
3587146,The Bank of New York Mellon Corporation,2020,30,Supervisory Alternative Severe,12.7,12.2,0.5,1.6,7.6,2.3749999999999996,0,498
1199844,Comerica Incorporated,2015,2,Supervisory Adverse,10.5,10,0.5,1.2,1.9,1.5833333333333333,0.08751793400286935,499
3606542,TD Group US Holdings LLC,2016,2,Supervisory Adverse,13.6,13.2,0.4000000000000003,5.9,9,1.5254237288135593,0.18600953895071556,500
1111435,State Street Corporation,2023,3,Supervisory Severely Adverse,11.6,11.2,0.4000000000000003,1.4,3.4,1.3076923076923077,-0.01074306177260521,501
1199844,Comerica Incorporated,2016,2,Supervisory Adverse,11.1,10.7,0.4000000000000003,1.3,2.2,1.6923076923076923,0.1014705882352942,502
1199611,Northern Trust Corporation,2016,2,Supervisory Adverse,11.8,11.4,0.4000000000000003,0.9,3.9,4.333333333333333,0.10416666666666669,503
3587146,The Bank of New York Mellon Corporation,2018,3,Supervisory Severely Adverse,11.7,11.3,0.3999999999999986,1.4,7.3,2.8076923076923075,0.01403743315508017,504
1069778,"The PNC Financial Services Group, Inc.",2019,3,Supervisory Severely Adverse,9.5,9.2,0.3000000000000007,12.1,12.9,1.032,-0.0052816901408451,505
1199611,Northern Trust Corporation,2015,2,Supervisory Adverse,10.8,10.5,0.3000000000000007,0.9,3.2,3.555555555555556,0.0851351351351351,506
1120754,Wells Fargo & Company,2018,2,Supervisory Adverse,11.7,11.4,0.29999999999999893,25.8,69.2,2.169278996865204,0.04161321359846044,507
1069778,"The PNC Financial Services Group, Inc.",2025,3,Supervisory Severely Adverse,10.6,10.3,0.29999999999999893,17.9,19.7,1.0824175824175823,0,508
1199611,Northern Trust Corporation,2025,3,Supervisory Severely Adverse,12.6,12.3,0.29999999999999893,2.8,3.6,1.2,0,509
1119794,U.S. Bancorp,2019,3,Supervisory Severely Adverse,9.1,8.9,0.1999999999999993,17.1,18.5,1.0818713450292397,0.00306670074111931,510
1275216,American Express Company,2017,2,Supervisory Adverse,9,8.8,0.1999999999999993,9.5,20.6,2.168421052631579,0.09321453050034266,511
1275216,American Express Company,2014,2,Supervisory Adverse,13.6,13.4,0.1999999999999993,8.1,25.9,3.197530864197531,NA,512
3981856,"Santander Holdings USA, Inc.",2015,3,Supervisory Severely Adverse,12,11.8,0.1999999999999993,7.1,6.3,0.8630136986301371,0.08110599078341012,513
3981856,"Santander Holdings USA, Inc.",2016,2,Supervisory Adverse,14.5,14.3,0.1999999999999993,5.6,8,1.4035087719298247,0.1284755512943433,514
3587146,The Bank of New York Mellon Corporation,2019,3,Supervisory Severely Adverse,12.5,12.3,0.1999999999999993,1.5,7.2,2.88,0,515
3587146,The Bank of New York Mellon Corporation,2015,2,Supervisory Adverse,11.5,11.3,0.1999999999999993,1.3,12.7,6.684210526315789,0.07504690431519699,516
1111435,State Street Corporation,2019,3,Supervisory Severely Adverse,11.7,11.5,0.1999999999999993,1.2,3.6,1.8947368421052633,9.615384615384068e-4,517
3981856,"Santander Holdings USA, Inc.",2021,3,Supervisory Severely Adverse,18.8,18.7,0.10000000000000142,8.8,7.3,0.8295454545454545,0.00536672629695893,518
1073757,Bank of America Corporation,2018,2,Supervisory Adverse,11.6,11.5,0.09999999999999964,27.3,54.3,1.5693641618497107,0.03882549401614246,519
4504654,Synchrony Financial,2025,3,Supervisory Severely Adverse,12.6,12.5,0.09999999999999964,21.5,25.5,1.186046511627907,0.0314285714285714,520
1275216,American Express Company,2020,3,Supervisory Severely Adverse,13.6,13.5,0.09999999999999964,15.4,18.8,1.2207792207792207,0.02784222737819021,521
3587146,The Bank of New York Mellon Corporation,2025,3,Supervisory Severely Adverse,11.9,11.8,0.09999999999999964,1.6,12.6,5.25,-0.00225098480585243,522
1199611,Northern Trust Corporation,2017,2,Supervisory Adverse,12.6,12.5,0.09999999999999964,0.9,2.7,2.7,0.06851311953352775,523
1119794,U.S. Bancorp,2017,2,Supervisory Adverse,9.3,9.3,0,10.6,18.3,1.7264150943396228,0.08156606851549755,524
3606542,TD Group US Holdings LLC,2019,3,Supervisory Severely Adverse,16.2,16.2,0,9.6,10.7,1.0808080808080809,-0.01624548736462091,525
1199611,Northern Trust Corporation,2023,3,Supervisory Severely Adverse,11.4,11.4,0,3.3,3.2,0.9142857142857144,-0.00111731843575412,526
1275216,American Express Company,2020,30,Supervisory Alternative Severe,13.6,13.7,-0.09999999999999964,14.1,18.9,1.3404255319148934,0.02010827532869291,527
3981856,"Santander Holdings USA, Inc.",2020,3,Supervisory Severely Adverse,14.3,14.4,-0.09999999999999964,9,7.2,0.7659574468085106,-0.00500417014178489,528
1275216,American Express Company,2019,3,Supervisory Severely Adverse,10.7,10.8,-0.10000000000000142,16,23.8,1.4875,0.0059347181008902,529
1199611,Northern Trust Corporation,2019,3,Supervisory Severely Adverse,12.7,12.8,-0.10000000000000142,1.8,2.6,1.368421052631579,0.00142653352353792,530
3981856,"Santander Holdings USA, Inc.",2015,2,Supervisory Adverse,12,12.2,-0.1999999999999993,4.9,6.9,1.38,0.10322580645161292,531
3587146,The Bank of New York Mellon Corporation,2023,3,Supervisory Severely Adverse,12,12.2,-0.1999999999999993,1.6,6.8,2,-0.00383877159309035,532
1111435,State Street Corporation,2022,3,Supervisory Severely Adverse,13.6,13.8,-0.2000000000000011,1.2,6.3,2.52,-0.01119402985074629,533
1069778,"The PNC Financial Services Group, Inc.",2018,2,Supervisory Adverse,9.6,9.9,-0.3000000000000007,6.5,13.7,2.014705882352941,0.04741110417966309,534
3981856,"Santander Holdings USA, Inc.",2017,2,Supervisory Adverse,16.4,16.7,-0.3000000000000007,5.4,7.3,1.3272727272727272,0.06913827655310627,535
3587146,The Bank of New York Mellon Corporation,2022,3,Supervisory Severely Adverse,11.3,11.7,-0.3999999999999986,1.6,8.5,2.65625,0,536
3587146,The Bank of New York Mellon Corporation,2024,3,Supervisory Severely Adverse,11.2,11.6,-0.4000000000000003,1.3,8.4,2.545454545454546,-0.0023837902264601,537
1111435,State Street Corporation,2018,2,Supervisory Adverse,11.7,12.1,-0.4000000000000003,0.7,3.6,2.25,0.03036437246963563,538
1119794,U.S. Bancorp,2018,2,Supervisory Adverse,9.1,9.6,-0.5,10.4,19.6,1.8846153846153848,0.0450615666753995,539
3981856,"Santander Holdings USA, Inc.",2020,30,Supervisory Alternative Severe,14.3,14.8,-0.5,8.5,7.2,0.8,-0.00834028356964136,540
1199611,Northern Trust Corporation,2024,3,Supervisory Severely Adverse,12.4,12.9,-0.5,3.2,4,1.176470588235294,0,541
1111435,State Street Corporation,2024,3,Supervisory Severely Adverse,10.9,11.4,-0.5,1.4,6.1,2.44,-0.00633412509897068,542
1026632,The Charles Schwab Corporation,2021,3,Supervisory Severely Adverse,19.7,20.2,-0.5,1.2,8.7,7.25,0,543
3587146,The Bank of New York Mellon Corporation,2018,2,Supervisory Adverse,11.7,12.2,-0.5,0.9,8,4.444444444444445,0.03074866310160424,544
1199611,Northern Trust Corporation,2022,3,Supervisory Severely Adverse,10.8,11.4,-0.5999999999999996,3,3.6,1.125,0,545
1026632,The Charles Schwab Corporation,2023,3,Supervisory Severely Adverse,24.5,25.2,-0.6999999999999993,1.4,7.6,6.909090909090909,0.00780031201248049,546
3587146,The Bank of New York Mellon Corporation,2017,2,Supervisory Adverse,11.9,12.6,-0.6999999999999993,1.1,9.6,5.999999999999999,0.06105398457583547,547
