bank_rssd_id,bank_name,exercise_year,scenario_code,scenario_label,cet1_actual_ratio,cet1_min_ratio,cet1_depletion_min,total_loan_losses_amount,ppnr_amount,ppnr_loss_absorption_ratio,rwa_growth_rate,stress_rank
1245415,BMO Financial Corp.,2015,2,Supervisory Adverse,11.9,8.5,3.4000000000000004,2.6,1.5,0.5769230769230769,0.08524590163934423,178
1111435,State Street Corporation,2015,3,Supervisory Severely Adverse,13,9.6,3.4000000000000004,0.4,2.9,1.2608695652173914,0.05735140771637122,179
1132449,"Citizens Financial Group, Inc.",2020,30,Supervisory Alternative Severe,9.6,6.2,3.3999999999999995,8.3,3.7,0.44047619047619047,-0.01289884589273595,180
1068025,KeyCorp,2017,3,Supervisory Severely Adverse,10.2,6.8,3.3999999999999995,5.4,3.8,0.6785714285714285,0.05134680134680142,181
3846375,Discover Financial Services,2020,3,Supervisory Severely Adverse,11.7,8.3,3.3999999999999986,18.9,13.6,0.7195767195767196,-0.00551267916207276,182
NA,34 participating bank holding companies,2016,3,Supervisory Severely Adverse,12.5,9.2,3.3000000000000007,383.1,417.6,0.8477466504263094,0.08236791068515087,183
2277860,Capital One Financial Corporation,2025,3,Supervisory Severely Adverse,14.3,11,3.3000000000000007,77.7,64.8,0.8297055057618438,-0.01230949589683472,184
1120754,Wells Fargo & Company,2023,3,Supervisory Severely Adverse,11.4,8.1,3.3000000000000007,55.7,24.5,0.3445850914205345,-0.01729317203864573,185
5006575,Barclays US LLC,2021,3,Supervisory Severely Adverse,15.4,12.1,3.3000000000000007,3.5,6,0.9677419354838708,0,186
1132449,"Citizens Financial Group, Inc.",2020,3,Supervisory Severely Adverse,9.6,6.3,3.3,8.6,3.7,0.4302325581395349,-0.00882552613713517,187
1039502,JPMorgan Chase & Co.,2021,3,Supervisory Severely Adverse,13.1,9.8,3.299999999999999,64.2,53.4,0.5680851063829787,-0.01702361339923124,188
2277860,Capital One Financial Corporation,2014,3,Supervisory Severely Adverse,12.7,9.4,3.299999999999999,22.2,21.7,0.96875,NA,189
1245415,BMO Financial Corp.,2022,3,Supervisory Severely Adverse,12.6,9.3,3.299999999999999,6.3,2.8,0.4444444444444444,0.00132978723404247,190
5006575,Barclays US LLC,2024,3,Supervisory Severely Adverse,14.1,10.8,3.299999999999999,5.6,5.9,0.8309859154929579,0,191
3232316,HSBC North America Holdings Inc.,2025,3,Supervisory Severely Adverse,11.3,8.1,3.200000000000001,3.7,1.8,0.45,-0.02461257976298999,192
1037003,M&T Bank Corporation,2023,3,Supervisory Severely Adverse,11,7.8,3.2,9.4,5.2,0.5531914893617021,-0.0032488628979857,193
1562859,Ally Financial Inc.,2019,3,Supervisory Severely Adverse,9.5,6.3,3.2,8.1,5.1,0.6,-0.0075809786354238,194
1951350,Citigroup Inc.,2024,3,Supervisory Severely Adverse,13.6,10.4,3.1999999999999993,52.3,48.1,0.7480559875583205,-0.01464912280701758,195
1073757,Bank of America Corporation,2016,3,Supervisory Severely Adverse,12.1,8.9,3.1999999999999993,45,40.2,0.625194401244168,0.07574133619149696,196
2816906,DB USA Corporation,2017,2,Supervisory Adverse,16.5,13.3,3.1999999999999993,0.2,0.7,1,0.0702947845804989,197
NA,18 participating firms,2018,3,Supervisory Severely Adverse,12.3,9.2,3.1000000000000014,295.8,326.8,0.7970731707317074,0.01980789390282552,198
2277860,Capital One Financial Corporation,2016,3,Supervisory Severely Adverse,10.1,7,3.0999999999999996,31.7,29.6,0.9308176100628932,0.11861441567529732,199
1131787,"SunTrust Banks, Inc.",2017,3,Supervisory Severely Adverse,9.7,6.6,3.0999999999999996,7.5,6.1,0.7721518987341772,0.04718590108015908,200
1562859,Ally Financial Inc.,2015,3,Supervisory Severely Adverse,9.2,6.1,3.0999999999999996,6.1,4.8,0.7272727272727273,0.08026509572901308,201
1070345,Fifth Third Bancorp,2017,3,Supervisory Severely Adverse,10.6,7.5,3.0999999999999996,5.7,4.3,0.7288135593220338,0.05000000000000005,202
2380443,"The Goldman Sachs Group, Inc.",2016,2,Supervisory Adverse,14.5,11.4,3.0999999999999996,4.4,10.1,0.6011904761904762,0.09945641232132078,203
4846998,UBS Americas Holding LLC,2018,2,Supervisory Adverse,21.7,18.6,3.099999999999998,0.8,2.8,2,0.02402957486136778,204
1070345,Fifth Third Bancorp,2015,3,Supervisory Severely Adverse,9.8,6.8,3.000000000000001,5.5,4,0.7272727272727273,0.08573784006595211,205
1073757,Bank of America Corporation,2021,3,Supervisory Severely Adverse,10.6,7.6,3,52.5,28.3,0.3991537376586742,-0.012795153912721,206
3846375,Discover Financial Services,2019,3,Supervisory Severely Adverse,11.2,8.2,3,16.3,15.8,0.9693251533742332,0,207
1069778,"The PNC Financial Services Group, Inc.",2015,3,Supervisory Severely Adverse,10.6,7.6,3,11.4,10.8,0.9152542372881356,0.0868536667793175,208
2162966,Morgan Stanley,2024,3,Supervisory Severely Adverse,15.9,12.9,3,11.1,27,1.216216216216216,0.00890207715133528,209
1132449,"Citizens Financial Group, Inc.",2021,3,Supervisory Severely Adverse,9.9,6.9,3,8.8,5.2,0.5714285714285715,-0.00440806045340061,210
2380443,"The Goldman Sachs Group, Inc.",2017,2,Supervisory Adverse,12.1,9.1,3,6.2,16,0.8839779005524862,0.0997120230381569,211
1245415,BMO Financial Corp.,2020,3,Supervisory Severely Adverse,12.5,9.5,3,5.9,2.7,0.4576271186440678,0.00156985871271576,212
3242838,Regions Financial Corporation,2017,3,Supervisory Severely Adverse,11.1,8.1,3,5.3,4.2,0.7777777777777779,0.04558969276511392,213
3242838,Regions Financial Corporation,2016,3,Supervisory Severely Adverse,11.2,8.2,3,5.1,3.8,0.7450980392156863,0.07902439024390238,214
1111435,State Street Corporation,2016,2,Supervisory Adverse,11.6,8.6,3,0.4,6.1,5.545454545454545,0.09509509509509508,215
2277860,Capital One Financial Corporation,2021,3,Supervisory Severely Adverse,13.1,10.2,2.9000000000000004,36.8,29.1,0.7780748663101605,3.005710850616854e-4,216
2277860,Capital One Financial Corporation,2015,3,Supervisory Severely Adverse,11.1,8.2,2.9000000000000004,26.7,26,0.9701492537313432,0.08581106511102753,217
2380443,"The Goldman Sachs Group, Inc.",2025,3,Supervisory Severely Adverse,14.3,11.4,2.9000000000000004,22.4,52.9,1.515759312320917,0.01086209267152494,218
1132449,"Citizens Financial Group, Inc.",2019,3,Supervisory Severely Adverse,10,7.1,2.9000000000000004,6.7,3.9,0.5735294117647058,-0.00209937018894339,219
1562859,Ally Financial Inc.,2016,3,Supervisory Severely Adverse,9.4,6.5,2.9000000000000004,6.5,5.1,0.7285714285714285,0.08375451263537902,220
5006575,Barclays US LLC,2019,3,Supervisory Severely Adverse,16.3,13.4,2.9000000000000004,4.5,4.2,0.7777777777777778,-0.03809523809523812,221
5006575,Barclays US LLC,2018,3,Supervisory Severely Adverse,14.5,11.6,2.9000000000000004,4.2,4.6,0.92,0.01149425287356321,222
3587146,The Bank of New York Mellon Corporation,2017,3,Supervisory Severely Adverse,11.9,9,2.9000000000000004,2,11.6,2.7619047619047623,0.03920308483290485,223
1951350,Citigroup Inc.,2025,3,Supervisory Severely Adverse,13.2,10.3,2.8999999999999986,55,62.3,0.956989247311828,-0.00687804059721527,224
3606542,TD Group US Holdings LLC,2024,3,Supervisory Severely Adverse,16.7,13.8,2.8999999999999986,11.5,4.3,0.3675213675213675,-0.01148188015787581,225
1132449,"Citizens Financial Group, Inc.",2015,3,Supervisory Severely Adverse,11.7,8.8,2.8999999999999986,5,3.4,0.653846153846154,0.07537248028045582,226
1120754,Wells Fargo & Company,2021,3,Supervisory Severely Adverse,11.4,8.6,2.8000000000000007,53.3,41.7,0.5940170940170941,-0.01242937853107352,227
4846998,UBS Americas Holding LLC,2025,3,Supervisory Severely Adverse,18.1,15.3,2.8000000000000007,2.3,5.1,2.125,-0.11096433289299874,228
1562859,Ally Financial Inc.,2020,30,Supervisory Alternative Severe,10.1,7.3,2.8,7.7,3.7,0.45679012345679015,-0.0145985401459854,229
NA,31 participating banks,2023,3,Supervisory Severely Adverse,12.7,9.9,2.799999999999999,569.5,413.2,0.605332552007032,-0.01166076505782404,230
1120754,Wells Fargo & Company,2020,3,Supervisory Severely Adverse,11.6,8.8,2.799999999999999,50.7,28.1,0.445324881141046,-0.00779090223674286,231
3846375,Discover Financial Services,2016,3,Supervisory Severely Adverse,13.2,10.4,2.799999999999999,10.5,13.1,1.2476190476190476,0.08614232209737835,232
1037003,M&T Bank Corporation,2016,3,Supervisory Severely Adverse,10.7,7.9,2.799999999999999,5,4.7,0.9215686274509804,0.08579881656804722,233
1132449,"Citizens Financial Group, Inc.",2017,2,Supervisory Adverse,11.2,8.4,2.799999999999999,4,2.6,0.6341463414634148,0.06108065779169927,234
NA,33 participating banks,2021,3,Supervisory Severely Adverse,12.4,9.7,2.700000000000001,463.3,412,0.6730926319228883,-0.01074662657933358,235
1073757,Bank of America Corporation,2023,3,Supervisory Severely Adverse,11.8,9.1,2.700000000000001,60.2,32.3,0.43355704697986575,-0.01011385658914731,236
1562859,Ally Financial Inc.,2017,3,Supervisory Severely Adverse,9.5,6.8,2.7,6.9,5.7,0.7500000000000001,0.03959683225341973,237
1068025,KeyCorp,2016,3,Supervisory Severely Adverse,9.5,6.8,2.7,5.4,3.4,0.6181818181818182,0.09202958093672968,238
1120754,Wells Fargo & Company,2020,3,Supervisory Severely Adverse,11,8.3,2.6999999999999993,59.9,39.4,0.5434482758620689,-0.00708927541010626,239
1120754,Wells Fargo & Company,2020,30,Supervisory Alternative Severe,11,8.3,2.6999999999999993,57.8,38.9,0.5509915014164306,-0.00708927541010626,240
1951350,Citigroup Inc.,2020,3,Supervisory Severely Adverse,12.1,9.4,2.6999999999999993,47.9,35.4,0.6,-0.01277013752455788,241
1120754,Wells Fargo & Company,2014,2,Supervisory Adverse,11.1,8.4,2.6999999999999993,32,66.5,1.6708542713567838,NA,242
2380443,"The Goldman Sachs Group, Inc.",2024,3,Supervisory Severely Adverse,15,12.3,2.6999999999999993,20.3,39.7,1.412811387900356,0.00319535221496012,243
3846375,Discover Financial Services,2017,3,Supervisory Severely Adverse,11.6,8.9,2.6999999999999993,12.2,14.8,1.213114754098361,0.05875576036866369,244
1069778,"The PNC Financial Services Group, Inc.",2014,3,Supervisory Severely Adverse,11.1,8.4,2.6999999999999993,9.6,11.5,1.0952380952380951,NA,245
1562859,Ally Financial Inc.,2020,3,Supervisory Severely Adverse,10.1,7.4,2.6999999999999993,8.1,3.7,0.44047619047619047,-0.01094890510948905,246
5006575,Barclays US LLC,2020,3,Supervisory Severely Adverse,17.3,14.7,2.6000000000000014,5,4.7,0.7833333333333333,-0.01320528211284507,247
NA,33 participating firms,2020,3,Supervisory Severely Adverse,12.2,9.6,2.5999999999999996,514.3,370.8,0.5897884523620168,-0.0092088134612603,248
1039502,JPMorgan Chase & Co.,2019,3,Supervisory Severely Adverse,12.4,9.8,2.5999999999999996,64.4,73,0.8147321428571428,-0.0098951118147635,249
1069778,"The PNC Financial Services Group, Inc.",2016,3,Supervisory Severely Adverse,10.6,8,2.5999999999999996,9.3,12.2,1.2577319587628863,0.09484193011647254,250
1068191,Huntington Bancshares Incorporated,2016,3,Supervisory Severely Adverse,9.6,7,2.5999999999999996,3.2,2.8,0.8484848484848484,0.08429118773946372,251
1070345,Fifth Third Bancorp,2023,3,Supervisory Severely Adverse,10.3,7.8,2.500000000000001,9.2,5.7,0.6195652173913044,-0.00674019607843133,252
1068191,Huntington Bancshares Incorporated,2021,3,Supervisory Severely Adverse,9.3,6.8,2.500000000000001,7,3.8,0.5352112676056338,-0.00761614623000761,253
NA,33 participating firms,2020,30,Supervisory Alternative Severe,12.2,9.7,2.5,491.2,362.9,0.5925865447419987,-0.00951738103273716,254
NA,23 participating banks,2022,3,Supervisory Severely Adverse,12.4,9.9,2.5,424,349,0.644506001846722,-0.01156579221216843,255
1039502,JPMorgan Chase & Co.,2023,3,Supervisory Severely Adverse,15,12.5,2.5,84,69.3,0.6458527493010252,-0.00376794258373203,256
1120754,Wells Fargo & Company,2016,3,Supervisory Severely Adverse,11.1,8.6,2.5,50.4,71.2,1.1710526315789471,0.08995659332435267,257
3846375,Discover Financial Services,2023,3,Supervisory Severely Adverse,11.3,8.8,2.5,24,22.6,0.9416666666666668,0.04507257448433923,258
2162966,Morgan Stanley,2025,3,Supervisory Severely Adverse,15,12.5,2.5,11.5,41.9,1.837719298245614,0.00506787330316733,259
3606542,TD Group US Holdings LLC,2025,3,Supervisory Severely Adverse,16.5,14,2.5,11.2,5.8,0.49572649572649574,-0.01546790409899469,260
1068025,KeyCorp,2023,3,Supervisory Severely Adverse,10,7.5,2.5,7.7,4.2,0.5454545454545454,-0.00403768506056523,261
1131787,"SunTrust Banks, Inc.",2016,3,Supervisory Severely Adverse,9.6,7.1,2.5,6.7,5.7,0.7307692307692307,0.10011312217194564,262
1131787,"SunTrust Banks, Inc.",2015,3,Supervisory Severely Adverse,10,7.5,2.5,6.4,5.1,0.7499999999999999,0.09338993329290482,263
5006575,Barclays US LLC,2025,3,Supervisory Severely Adverse,14.8,12.3,2.5,5.9,8.6,1.2647058823529411,0.0117302052785924,264
3587146,The Bank of New York Mellon Corporation,2014,3,Supervisory Severely Adverse,15.1,12.6,2.5,1.4,11.8,2.8095238095238098,NA,265
NA,23 participating firms,2020,3,Supervisory Severely Adverse,13,10.6,2.4000000000000004,353,298.4,0.6291376765760067,-0.00921106623760891,266
1039502,JPMorgan Chase & Co.,2020,3,Supervisory Severely Adverse,12.4,10,2.4000000000000004,70.1,59.9,0.6200828157349897,-0.00934215648112111,267
1039502,JPMorgan Chase & Co.,2020,30,Supervisory Alternative Severe,12.4,10,2.4000000000000004,67.1,57.7,0.6080084299262382,-0.00934215648112111,268
1073757,Bank of America Corporation,2020,30,Supervisory Alternative Severe,11.6,9.2,2.4000000000000004,57.9,32.7,0.4547983310152991,-0.0112534743407226,269
1039502,JPMorgan Chase & Co.,2020,3,Supervisory Severely Adverse,13.1,10.7,2.4000000000000004,56.2,56.9,0.6773809523809524,-0.01332820709983336,270
1120754,Wells Fargo & Company,2022,3,Supervisory Severely Adverse,10.6,8.2,2.4000000000000004,54.2,35.5,0.5251479289940829,-0.0139693626478293,271
1119794,U.S. Bancorp,2023,3,Supervisory Severely Adverse,9.9,7.5,2.4000000000000004,25.1,16.3,0.649402390438247,-0.00904278782531973,272
1562859,Ally Financial Inc.,2023,3,Supervisory Severely Adverse,9.4,7,2.4000000000000004,10.7,7.6,0.672566371681416,-0.00742574257425735,273
1070345,Fifth Third Bancorp,2016,3,Supervisory Severely Adverse,10.4,8,2.4000000000000004,5.4,4.3,0.7818181818181817,0.08862876254180597,274
1575569,"BNP Paribas USA, Inc.",2017,2,Supervisory Adverse,12.4,10,2.4000000000000004,3.1,2.2,0.7096774193548387,0.06746031746031743,275
3587146,The Bank of New York Mellon Corporation,2014,2,Supervisory Adverse,15.1,12.7,2.4000000000000004,0.9,19.4,7.461538461538461,NA,276
1111435,State Street Corporation,2015,2,Supervisory Adverse,13,10.6,2.4000000000000004,0.2,4.9,4.454545454545454,0.06986444212721572,277
1562859,Ally Financial Inc.,2025,3,Supervisory Severely Adverse,10.2,7.8,2.3999999999999995,10,7.7,0.7264150943396227,-0.00785340314136136,278
3242838,Regions Financial Corporation,2019,3,Supervisory Severely Adverse,9.7,7.3,2.3999999999999995,5.3,3.8,0.7037037037037037,-0.0037842951750237,279
4846998,UBS Americas Holding LLC,2020,3,Supervisory Severely Adverse,22.5,20.1,2.3999999999999986,1,2.6,2.3636363636363633,-0.11111111111111112,280
3606542,TD Group US Holdings LLC,2023,3,Supervisory Severely Adverse,17.1,14.8,2.3000000000000007,12.4,6.6,0.5238095238095238,-0.0029596744358121,281
3981856,"Santander Holdings USA, Inc.",2023,3,Supervisory Severely Adverse,12.4,10.1,2.3000000000000007,10.9,6.2,0.5740740740740741,0.00871080139372822,282
3606542,TD Group US Holdings LLC,2017,2,Supervisory Adverse,16,13.7,2.3000000000000007,6.1,6.9,1.1129032258064515,0.0911808669656204,283
1378434,MUFG Americas Holdings Corporation,2016,3,Supervisory Severely Adverse,14.8,12.5,2.3000000000000007,3.9,2.8,0.6666666666666666,0.08008008008008008,284
4846998,UBS Americas Holding LLC,2021,3,Supervisory Severely Adverse,17.8,15.5,2.3000000000000007,1.5,4.5,2.8125,-0.0931506849315068,285
1074156,Truist Financial Corporation,2022,3,Supervisory Severely Adverse,9,6.7,2.3,19.1,11.8,0.5870646766169154,-0.0043738489871086,286
1073757,Bank of America Corporation,2020,3,Supervisory Severely Adverse,11.6,9.3,2.299999999999999,60.2,34.4,0.4699453551912568,-0.01281269066503956,287
1039502,JPMorgan Chase & Co.,2014,2,Supervisory Adverse,11.1,8.8,2.299999999999999,33.1,70.5,1.4476386036960986,NA,288
2277860,Capital One Financial Corporation,2014,2,Supervisory Adverse,12.7,10.4,2.299999999999999,17.2,23.1,1.3352601156069364,NA,289
3606542,TD Group US Holdings LLC,2016,3,Supervisory Severely Adverse,13.6,11.3,2.299999999999999,8.8,6.7,0.7613636363636364,0.15739268680445162,290
1074156,BB&T Corporation,2017,3,Supervisory Severely Adverse,10.2,7.9,2.299999999999999,8.4,9.5,1.130952380952381,0.05304740406320545,291
1074156,BB&T Corporation,2016,3,Supervisory Severely Adverse,10.2,7.9,2.299999999999999,7.1,7.9,1.1126760563380282,0.09426462237365132,292
1032473,Deutsche Bank Trust Corporation,2015,2,Supervisory Adverse,34.1,31.9,2.200000000000003,0.4,0.7,1.7499999999999998,0.08675799086758001,293
1951350,Citigroup Inc.,2020,3,Supervisory Severely Adverse,11.8,9.6,2.200000000000001,55.9,49.4,0.727540500736377,-0.00732754990314162,294
1069778,"The PNC Financial Services Group, Inc.",2021,3,Supervisory Severely Adverse,10.3,8.1,2.200000000000001,17.9,9.9,0.5294117647058824,-0.00565843621399174,295
1199611,Northern Trust Corporation,2018,3,Supervisory Severely Adverse,12.9,10.7,2.200000000000001,1.5,3,1.875,0.02654867256637164,296
1120754,Wells Fargo & Company,2018,3,Supervisory Severely Adverse,11.7,9.5,2.1999999999999993,43.5,62.2,1.1166965888689409,0.024615137908916,297
2277860,Capital One Financial Corporation,2020,3,Supervisory Severely Adverse,13.7,11.5,2.1999999999999993,32,24.6,0.7592592592592592,0.02047667002349789,298
1074156,Truist Financial Corporation,2023,3,Supervisory Severely Adverse,10.1,7.9,2.1999999999999993,19.9,13.5,0.6553398058252426,-0.00590040122728345,299
1070345,Fifth Third Bancorp,2020,3,Supervisory Severely Adverse,9.7,7.5,2.1999999999999993,9.3,5.7,0.6129032258064516,-0.00418702023726463,300
1070345,Fifth Third Bancorp,2020,30,Supervisory Alternative Severe,9.7,7.5,2.1999999999999993,9,5.7,0.6333333333333333,-0.00767620376831837,301
2380443,"The Goldman Sachs Group, Inc.",2015,2,Supervisory Adverse,13.6,11.4,2.1999999999999993,2.9,16,0.9937888198757764,0.09788208357183736,302
1245415,BMO Financial Corp.,2017,2,Supervisory Adverse,12.1,9.9,2.1999999999999993,2.8,2.1,0.7500000000000001,0.05805805805805802,303
1199844,Comerica Incorporated,2015,3,Supervisory Severely Adverse,10.5,8.3,2.1999999999999993,2.3,1.3,0.5652173913043479,0.07317073170731699,304
3226762,RBC USA Holdco Corporation,2017,2,Supervisory Adverse,15.6,13.4,2.1999999999999993,1.6,2.1,1.05,0.10787172011661816,305
1027004,Zions Bancorporation,2015,2,Supervisory Adverse,12.2,10,2.1999999999999993,1.5,1.1,0.7333333333333334,0.09207708779443248,306
5006575,Barclays US LLC,2020,30,Supervisory Alternative Severe,17.3,15.2,2.1000000000000014,4.6,4.6,0.8214285714285714,-0.01560624249699876,307
1068191,Huntington Bancshares Incorporated,2015,2,Supervisory Adverse,9.8,7.7,2.1000000000000005,2,2.8,1.4,0.4195205479452056,308
NA,33 participating firms,2019,3,Supervisory Severely Adverse,12,9.9,2.0999999999999996,432.5,429.3,0.7806873977086742,-0.00949409878498708,309
1039502,JPMorgan Chase & Co.,2022,3,Supervisory Severely Adverse,13.2,11.1,2.0999999999999996,72.9,65.2,0.6714727085478888,-0.00804354399758086,310
1119794,U.S. Bancorp,2015,3,Supervisory Severely Adverse,9.6,7.5,2.0999999999999996,18.9,21.4,1.1322751322751323,0.0887521968365554,311
3846375,Discover Financial Services,2020,30,Supervisory Alternative Severe,11.7,9.6,2.0999999999999996,17.4,13.6,0.7816091954022989,-0.01102535832414553,312
1074156,Truist Financial Corporation,2019,3,Supervisory Severely Adverse,9.5,7.4,2.0999999999999996,15.3,11.9,0.7484276729559749,-0.00239298059026863,313
1037003,M&T Bank Corporation,2024,3,Supervisory Severely Adverse,11.7,9.6,2.0999999999999996,8.6,6.2,0.7126436781609197,0.00191448627951506,314
3981856,"Santander Holdings USA, Inc.",2016,3,Supervisory Severely Adverse,14.5,12.4,2.0999999999999996,8.1,7,0.8433734939759038,0.090124640460211,315
1245415,BMO Financial Corp.,2016,2,Supervisory Adverse,12.5,10.4,2.0999999999999996,2.6,2.7,1.0384615384615383,0.1082529474812434,316
1068025,KeyCorp,2015,2,Supervisory Adverse,10.9,8.8,2.0999999999999996,2.5,4,1.5384615384615383,0.41222222222222216,317
1039502,JPMorgan Chase & Co.,2025,3,Supervisory Severely Adverse,14.6,12.6,2,96.9,118.6,0.9826014913007456,2.0184689912694333e-4,318
1951350,Citigroup Inc.,2020,30,Supervisory Alternative Severe,11.8,9.8,2,52.7,48.2,0.7381316998468607,-0.00749599932620219,319
1073757,Bank of America Corporation,2020,3,Supervisory Severely Adverse,11.9,9.9,2,49.6,31.1,0.48746081504702193,-0.00844765830911671,320
1120754,Wells Fargo & Company,2019,3,Supervisory Severely Adverse,11.1,9.1,2,47.4,50.2,0.8229508196721312,-0.00842764266795087,321
1951350,Citigroup Inc.,2017,2,Supervisory Adverse,13,11,2,33.2,58.8,1.3333333333333333,0.08399226849411343,322
1120754,Wells Fargo & Company,2015,2,Supervisory Adverse,11.1,9.1,2,31.2,63.8,1.6443298969072162,0.125930473486302,323
3846375,Discover Financial Services,2015,3,Supervisory Severely Adverse,13.9,11.9,2,9.3,13,1.3978494623655913,0.07783641160949877,324
1132449,"Citizens Financial Group, Inc.",2025,3,Supervisory Severely Adverse,10.6,8.6,2,8.5,6,0.7058823529411765,-0.00408163265306115,325
1378434,MUFG Americas Holdings Corporation,2017,2,Supervisory Adverse,16.3,14.3,2,2,2.3,1.0952380952380951,0.06334371754932512,326
1199611,Northern Trust Corporation,2014,3,Supervisory Severely Adverse,12.8,10.8,2,1.5,3.2,2.1333333333333333,NA,327
1074156,Truist Financial Corporation,2020,30,Supervisory Alternative Severe,9.7,7.7,1.9999999999999991,18.4,12.1,0.6402116402116402,-0.00574712643678158,328
1073757,Bank of America Corporation,2018,3,Supervisory Severely Adverse,11.6,9.7,1.9000000000000004,43.6,42.3,0.763537906137184,0.01983022543835235,329
1070345,Fifth Third Bancorp,2021,3,Supervisory Severely Adverse,9.5,7.6,1.9000000000000004,8,5.5,0.6707317073170732,-0.00387346675274366,330
1068025,KeyCorp,2025,3,Supervisory Severely Adverse,11.8,9.9,1.9000000000000004,7.8,5.9,0.7468354430379748,-0.00342700479780671,331
1068025,KeyCorp,2021,3,Supervisory Severely Adverse,9.5,7.6,1.9000000000000004,6.4,5.1,0.7391304347826086,0,332
2380443,"The Goldman Sachs Group, Inc.",2018,2,Supervisory Adverse,13.3,11.4,1.9000000000000004,6.2,20.6,1.2955974842767295,0.03102755977368133,333
3242838,Regions Financial Corporation,2020,30,Supervisory Alternative Severe,8.9,7,1.9000000000000004,5.8,3.6,0.6206896551724138,-0.0045662100456621,334
1068191,Huntington Bancshares Incorporated,2017,3,Supervisory Severely Adverse,10,8.1,1.9000000000000004,3.8,3.8,1,0.04732254047322537,335
5006575,Barclays US LLC,2017,2,Supervisory Adverse,13.1,11.2,1.9000000000000004,3.1,5.9,1.5128205128205128,0.08165322580645155,336
1199611,Northern Trust Corporation,2014,2,Supervisory Adverse,12.8,10.9,1.9000000000000004,1,4.8,4.8,NA,337
1074156,Truist Financial Corporation,2020,3,Supervisory Severely Adverse,9.7,7.8,1.8999999999999997,19.2,12.2,0.6256410256410256,-0.00417972831765941,338
1073757,Bank of America Corporation,2022,3,Supervisory Severely Adverse,11.2,9.3,1.8999999999999984,54.4,43.2,0.6565349544072949,-0.00841173904916194,339
3606542,TD Group US Holdings LLC,2021,3,Supervisory Severely Adverse,16.9,15,1.8999999999999984,10,6.2,0.5961538461538461,0.00348583877995647,340
NA,22 participating banks,2024,3,Supervisory Severely Adverse,13.4,11.6,1.8000000000000007,471.9,469.3,0.8548269581056467,-0.00741927080820843,341
NA,34 participating bank holding companies,2016,2,Supervisory Adverse,12.5,10.7,1.8000000000000007,257.4,540.9,1.6813801678582534,0.11415759391706772,342
NA,33 participating bank holding companies,2015,2,Supervisory Adverse,12.3,10.5,1.8000000000000007,252,474.8,1.4645280690931524,0.11234901147460682,343
1039502,JPMorgan Chase & Co.,2016,2,Supervisory Adverse,12.5,10.7,1.8000000000000007,36.3,85.9,1.7388663967611335,0.11761092150170643,344
1119794,U.S. Bancorp,2022,3,Supervisory Severely Adverse,8.4,6.6,1.8000000000000007,24.3,17.9,0.733606557377049,-0.00604229607250755,345
1119794,U.S. Bancorp,2017,3,Supervisory Severely Adverse,9.3,7.5,1.8000000000000007,18.3,20.8,1.1366120218579234,0.0676998368678629,346
1119794,U.S. Bancorp,2016,3,Supervisory Severely Adverse,9.4,7.6,1.8000000000000007,17.9,20.8,1.1555555555555557,0.09575656058068122,347
3606542,TD Group US Holdings LLC,2020,3,Supervisory Severely Adverse,17,15.2,1.8000000000000007,9.9,5.1,0.4999999999999999,0.00555081127241678,348
3242838,Regions Financial Corporation,2023,3,Supervisory Severely Adverse,10.3,8.5,1.8000000000000007,7.6,6.3,0.8289473684210527,-0.00553359683794468,349
3242838,Regions Financial Corporation,2020,3,Supervisory Severely Adverse,8.9,7.1,1.8000000000000007,6,3.6,0.6,-0.00182648401826486,350
1068191,Huntington Bancshares Incorporated,2020,3,Supervisory Severely Adverse,9.8,8,1.8000000000000007,5,3.1,0.62,-0.00229095074455902,351
1074156,Truist Financial Corporation,2021,3,Supervisory Severely Adverse,9.6,7.8,1.7999999999999998,16.5,11.2,0.6511627906976744,-0.00332565873624956,352
3242838,Regions Financial Corporation,2021,3,Supervisory Severely Adverse,9.6,7.8,1.7999999999999998,6,4.7,0.7704918032786886,-0.00529567519858777,353
1562859,Ally Financial Inc.,2017,2,Supervisory Adverse,9.5,7.7,1.7999999999999998,4.7,4.2,0.8400000000000001,0.05903527717782569,354
1119794,U.S. Bancorp,2024,3,Supervisory Severely Adverse,10.6,8.8,1.799999999999999,23.8,17.6,0.7364016736401674,-0.00599334073251939,355
1068191,Huntington Bancshares Incorporated,2023,3,Supervisory Severely Adverse,10.2,8.4,1.799999999999999,7.4,5.1,0.6891891891891891,-0.00432588320115352,356
1068025,KeyCorp,2017,2,Supervisory Adverse,10.2,8.4,1.799999999999999,3.1,3.2,1,0.07070707070707076,357
1073757,Bank of America Corporation,2024,3,Supervisory Severely Adverse,11.9,10.2,1.700000000000001,59,49.6,0.7045454545454547,-0.0061331603467595,358
1069778,"The PNC Financial Services Group, Inc.",2020,3,Supervisory Severely Adverse,11.3,9.6,1.700000000000001,15.8,9.3,0.5705521472392638,-0.00207715133531153,359
1069778,"The PNC Financial Services Group, Inc.",2020,30,Supervisory Alternative Severe,11.3,9.6,1.700000000000001,15.4,9.3,0.5849056603773585,-0.00178041543026712,360
1275216,American Express Company,2016,3,Supervisory Severely Adverse,12.3,10.6,1.700000000000001,10.9,19.1,1.7522935779816515,0.1068702290076336,361
