script_id,script_name,project_root,started_at,completed_at,input_rows,input_columns,banks,years,scenarios,core_variables_analyzed,outlier_variables_analyzed,outliers_detected,figures_created
07,exploratory_analysis_transmission_layer,D:/GitHub/us-bank-stress-test-dfast-replication,2026-06-30 04:29:34.528744,2026-06-30 04:29:39.95545,665,58,61,14,3,21,6,79,6
