raw_rows,credit_loss_model_flag_rows,final_estimation_rows,banks,rssd_ids,years,scenarios,mean_loss_ratio,sd_loss_ratio,mean_loss_rate,sd_loss_rate
665,520,520,56,46,11,3,0.041873253911962546,0.028332515816654438,5.929823076923077,3.05804935362028
