model_name,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
M1_scenario_only,0.07659295482103935,0.07302078056502781,0.02727847824302621,21.44155053246478,1.132760211998268e-9,2,1136.5180662013977,-2265.0361324027954,-2248.0208171564936,0.3847076490069664,517,520
M2_pooled_controls,0.13915861239566737,0.13247246569582805,0.02638923336697329,20.812976239215384,6.440942066211267e-16,4,1154.7596326623247,-2297.5192653246495,-2271.9962924551965,0.3586416934137369,515,520
M3_year_fixed_effects,0.19598653973152805,0.17205756769972835,0.02578013637022866,8.190345137729988,8.951226527240077e-17,15,1172.5161397373283,-2311.0322794746567,-2238.7171896778736,0.3349661773588636,504,520
M4_bank_fixed_effects,0.9438640485694951,0.9365260157027625,0.007138106444355221,128.62630431222908,3.409032307498213e-250,60,1864.5944247985697,-3605.1888495971393,-3341.45146327946,0.023387226697424,459,520
M5_bank_year_fixed_effects,0.9525583940597142,0.9451621525990906,0.006634761856778192,128.78952088448958,4.474809243652654e-256,70,1908.3464049125653,-3672.6928098251306,-3366.4171353916963,0.0197650091383753,449,520
M6_loss_rate_bank_year_fixed_effects,0.9291737460787858,0.9181317911244762,0.8749880759613585,84.14938748832127,2.2716103336741765e-217,70,-630.2350865709354,1404.4701731418709,1710.7458475753049,343.75625575047746,449,520
