script_id,script_name,project_root,started_at,completed_at,input_rows,estimation_rows,banks,years,scenarios,models_attempted,models_estimated,best_model_by_rmse,figures_created
09,estimate_credit_loss_model,D:/GitHub/us-bank-stress-test-dfast-replication,2026-06-30 04:51:27.014885,2026-06-30 04:51:34.87076,665,520,56,11,3,6,6,M5_bank_year_fixed_effects,5
