bank_rssd_id,bank_name,exercise_year,exercise_quarter,exercise_name_std,scenario_code,scenario_label,cet1_actual_ratio,cet1_end_ratio,cet1_min_ratio,tier1_actual_ratio,tier1_end_ratio,tier1_min_ratio,total_capital_actual_ratio,total_capital_end_ratio,total_capital_min_ratio,tier1_leverage_actual_ratio,tier1_leverage_end_ratio,tier1_leverage_min_ratio,supp_leverage_actual_ratio,supp_leverage_end_ratio,supp_leverage_min_ratio,rwa_actual_amount,rwa_end_amount,total_loan_losses_amount,total_loan_losses_rate,ppnr_amount,ppnr_rate,provision_amount,pretax_net_income_amount,pretax_net_income_rate,net_interest_income_amount,noninterest_income_amount,noninterest_expense_amount,other_revenue_amount,securities_losses_amount,trading_counterparty_losses_amount,other_losses_amount,aoci_actual_amount,aoci_end_amount,cet1_depletion_end,cet1_depletion_min,tier1_depletion_end,tier1_depletion_min,total_capital_depletion_end,total_capital_depletion_min,leverage_depletion_end,leverage_depletion_min,rwa_change_amount,rwa_growth_rate,total_market_operational_losses_amount,total_observed_losses_amount,ppnr_loss_absorption_ratio,provision_to_loan_loss_ratio,pretax_income_to_ppnr_ratio,loan_loss_burden_on_ppnr,observed_loss_burden_on_ppnr,aoci_change_amount,y_credit_loss_ratio,y_credit_loss_rate,y_ppnr_ratio,y_ppnr_rate,y_capital_depletion,y_pretax_margin,x_initial_cet1,x_initial_rwa,x_rwa_growth,x_ppnr_absorption,x_loan_loss_burden,x_observed_loss_burden,x_provision_ratio,x_ppnr_to_losses,credit_loss_model_sample,ppnr_model_sample,capital_model_sample,full_core_model_sample
1199611,Northern Trust Corporation,2015,12/31/2015,DFAST 2016,3,Supervisory Severely Adverse,10.8,9.6,9.6,11.4,10.1,10.1,13.2,11.9,11.9,7.5,6.5,6.5,NA,NA,NA,74,79.2,1.6,4.6,2.4,2,2,0.4,0.3,NA,NA,NA,0,0,0,0,-0.2,-0.1,1.200000000000001,1.200000000000001,1.3000000000000007,1.3000000000000007,1.299999999999999,1.299999999999999,1,1,5.200000000000003,0.0702702702702703,0,1.6,1.4999999999999998,1.25,0.16666666666666669,0.6666666666666667,0.6666666666666667,0.1,0.021621621621621623,4.6,0.032432432432432434,2,1.200000000000001,0.005405405405405406,10.8,74,0.0702702702702703,1.4999999999999998,0.6666666666666667,0.6666666666666667,1.25,1.4999999999999998,1,1,1,1
3242838,Regions Financial Corporation,2015,12/31/2015,DFAST 2016,2,Supervisory Adverse,10.9,9.6,9.6,11.7,10.2,10.2,13.9,12.1,12.1,10.3,8.8,8.8,NA,NA,NA,105.6,114.7,3.2,3.8,4,3,3.3,0.7,0.5,NA,NA,NA,0,0,0,0,0,0,1.3000000000000007,1.3000000000000007,1.5,1.5,1.8000000000000007,1.8000000000000007,1.5,1.5,9.100000000000009,0.08617424242424251,0,3.2,1.25,1.0312499999999998,0.175,0.8,0.8,0,0.030303030303030307,3.8,0.03787878787878788,3,1.3000000000000007,0.006628787878787879,10.9,105.6,0.08617424242424251,1.25,0.8,0.8,1.0312499999999998,1.25,1,1,1,1
3242838,Regions Financial Corporation,2015,12/31/2015,DFAST 2016,3,Supervisory Severely Adverse,10.9,7.3,7.3,11.7,7.9,7.9,13.9,10,10,10.3,6.9,6.9,NA,NA,NA,105.6,113.3,5.2,6.1,3.1,2.4,5.8,-2.8,-2.1,NA,NA,NA,0,0,0,0,0,0,3.6000000000000005,3.6000000000000005,3.799999999999999,3.799999999999999,3.9,3.9,3.4000000000000004,3.4000000000000004,7.700000000000003,0.0729166666666667,0,5.2,0.5961538461538461,1.1153846153846154,-0.9032258064516128,1.6774193548387095,1.6774193548387095,0,0.04924242424242425,6.1,0.029356060606060608,2.4,3.6000000000000005,-0.026515151515151516,10.9,105.6,0.0729166666666667,0.5961538461538461,1.6774193548387095,1.6774193548387095,1.1153846153846154,0.5961538461538461,1,1,1,1
3981856,"Santander Holdings USA, Inc.",2015,12/31/2015,DFAST 2016,2,Supervisory Adverse,12,13.8,12.2,13.5,14.8,13.4,15.3,16.3,15.1,11.6,11.6,11.3,NA,NA,NA,108.5,119.7,4.9,5.5,6.9,4.8,3.3,3.5,2.4,NA,NA,NA,0,0,0,0.1,0,0,-1.8000000000000007,-0.1999999999999993,-1.3000000000000007,0.09999999999999964,-1,0.2000000000000011,0,0.29999999999999893,11.200000000000005,0.10322580645161292,0.1,5,1.38,0.6734693877551019,0.5072463768115941,0.7101449275362319,0.7246376811594203,0,0.04516129032258065,5.5,0.06359447004608296,4.8,-0.1999999999999993,0.03225806451612903,12,108.5,0.10322580645161292,1.38,0.7101449275362319,0.7246376811594203,0.6734693877551019,1.4081632653061225,1,1,1,1
3981856,"Santander Holdings USA, Inc.",2015,12/31/2015,DFAST 2016,3,Supervisory Severely Adverse,12,11.8,11.8,13.5,12.7,12.7,15.3,14.2,14.2,11.6,10,10,NA,NA,NA,108.5,117.3,7.1,8.2,6.3,4.4,6.3,-0.2,-0.2,NA,NA,NA,0,0.1,0,0.1,0,0,0.1999999999999993,0.1999999999999993,0.8000000000000007,0.8000000000000007,1.1000000000000014,1.1000000000000014,1.5999999999999996,1.5999999999999996,8.799999999999997,0.08110599078341012,0.2,7.299999999999999,0.8630136986301371,0.8873239436619719,-0.03174603174603175,1.126984126984127,1.1587301587301586,0,0.06543778801843318,8.2,0.058064516129032254,4.4,0.1999999999999993,-0.0018433179723502304,12,108.5,0.08110599078341012,0.8630136986301371,1.126984126984127,1.1587301587301586,0.8873239436619719,0.8873239436619719,1,1,1,1
1111435,State Street Corporation,2015,12/31/2015,DFAST 2016,2,Supervisory Adverse,13,10.6,10.6,15.9,13.7,13.7,18.2,15.6,15.6,6.9,5.7,5.7,NA,NA,NA,95.9,102.6,0.2,1.2,4.9,1.9,0.3,3.7,1.4,NA,NA,NA,0,0.2,0.7,0,-1.4,-2.6,2.4000000000000004,2.4000000000000004,2.200000000000001,2.200000000000001,2.5999999999999996,2.5999999999999996,1.2000000000000002,1.2000000000000002,6.699999999999989,0.06986444212721572,0.8999999999999999,1.1,4.454545454545454,1.4999999999999998,0.7551020408163265,0.04081632653061224,0.22448979591836735,-1.2000000000000002,0.0020855057351407717,1.2,0.051094890510948905,1.9,2.4000000000000004,0.03858185610010428,13,95.9,0.06986444212721572,4.454545454545454,0.04081632653061224,0.22448979591836735,1.4999999999999998,24.5,1,1,1,1
1111435,State Street Corporation,2015,12/31/2015,DFAST 2016,3,Supervisory Severely Adverse,13,9.6,9.6,15.9,12.8,12.8,18.2,14.7,14.7,6.9,5.4,5.4,NA,NA,NA,95.9,101.4,0.4,1.9,2.9,1.1,0.4,0.6,0.2,NA,NA,NA,0,0.4,1.5,0,-1.4,-1.6,3.4000000000000004,3.4000000000000004,3.0999999999999996,3.0999999999999996,3.5,3.5,1.5,1.5,5.5,0.05735140771637122,1.9,2.3,1.2608695652173914,1,0.20689655172413793,0.13793103448275862,0.793103448275862,-0.20000000000000015,0.004171011470281543,1.9,0.030239833159541187,1.1,3.4000000000000004,0.006256517205422314,13,95.9,0.05735140771637122,1.2608695652173914,0.13793103448275862,0.793103448275862,1,7.249999999999999,1,1,1,1
1131787,"SunTrust Banks, Inc.",2015,12/31/2015,DFAST 2016,2,Supervisory Adverse,10,9.2,9.2,10.8,9.9,9.9,12.5,11.3,11.3,9.7,8.8,8.8,NA,NA,NA,164.9,182.1,4,2.8,6.9,3.4,4,2.6,1.3,NA,NA,NA,0,0,0,0.4,0,0,0.8000000000000007,0.8000000000000007,0.9000000000000004,0.9000000000000004,1.1999999999999993,1.1999999999999993,0.8999999999999986,0.8999999999999986,17.19999999999999,0.1043056397816858,0.4,4.4,1.568181818181818,1,0.37681159420289856,0.5797101449275363,0.6376811594202899,0,0.02425712553062462,2.8,0.041843541540327475,3.4,0.8000000000000007,0.015767131594906003,10,164.9,0.1043056397816858,1.568181818181818,0.5797101449275363,0.6376811594202899,1,1.725,1,1,1,1
1131787,"SunTrust Banks, Inc.",2015,12/31/2015,DFAST 2016,3,Supervisory Severely Adverse,10,7.5,7.5,10.8,8.2,8.2,12.5,9.9,9.9,9.7,7.4,7.4,NA,NA,NA,164.9,180.3,6.4,4.5,5.1,2.6,7.1,-2.4,-1.2,NA,NA,NA,0,0,0,0.4,0,0,2.5,2.5,2.6000000000000014,2.6000000000000014,2.5999999999999996,2.5999999999999996,2.299999999999999,2.299999999999999,15.400000000000006,0.09338993329290482,0.4,6.800000000000001,0.7499999999999999,1.1093749999999998,-0.4705882352941176,1.254901960784314,1.3333333333333337,0,0.038811400848999394,4.5,0.03092783505154639,2.6,2.5,-0.014554275318374771,10,164.9,0.09338993329290482,0.7499999999999999,1.254901960784314,1.3333333333333337,1.1093749999999998,0.7968749999999999,1,1,1,1
3606542,TD Group US Holdings LLC,2015,12/31/2015,DFAST 2016,2,Supervisory Adverse,13.1,11.8,11.7,13.2,11.8,11.8,14.3,13,13,8.3,7,6.9,NA,NA,NA,157.3,198.1,5.8,4,5.5,1.7,6.4,-1,-0.3,NA,NA,NA,0,0,0,0,0,-0.4,1.299999999999999,1.4000000000000004,1.3999999999999986,1.3999999999999986,1.3000000000000007,1.3000000000000007,1.3000000000000007,1.4000000000000004,40.79999999999998,0.2593769866497138,0,5.8,0.9482758620689656,1.103448275862069,-0.18181818181818185,1.0545454545454545,1.0545454545454545,-0.4,0.036872218690400506,4,0.03496503496503496,1.7,1.4000000000000004,-0.006357279084551811,13.1,157.3,0.2593769866497138,0.9482758620689656,1.0545454545454545,1.0545454545454545,1.103448275862069,0.9482758620689655,1,1,1,1
3606542,TD Group US Holdings LLC,2015,12/31/2015,DFAST 2016,3,Supervisory Severely Adverse,13.1,8.4,8.4,13.2,8.4,8.4,14.3,9.8,9.8,8.3,5,5,NA,NA,NA,157.3,191.5,9.3,6.5,4.3,1.4,11.1,-6.9,-2.2,NA,NA,NA,0,0.1,0,0,0,-0.2,4.699999999999999,4.699999999999999,4.799999999999999,4.799999999999999,4.5,4.5,3.3000000000000007,3.3000000000000007,34.19999999999999,0.2174189446916719,0.1,9.4,0.45744680851063824,1.193548387096774,-1.604651162790698,2.162790697674419,2.1860465116279073,-0.2,0.05912269548633185,6.5,0.027336300063572787,1.4,4.699999999999999,-0.0438652256834075,13.1,157.3,0.2174189446916719,0.45744680851063824,2.162790697674419,2.1860465116279073,1.193548387096774,0.4623655913978494,1,1,1,1
3587146,The Bank of New York Mellon Corporation,2015,12/31/2015,DFAST 2016,2,Supervisory Adverse,11.5,12.4,11.3,13.1,14.3,12.8,13.5,14.6,13.2,6,6.3,5.8,NA,NA,NA,159.9,171.9,1.3,1.9,12.7,3,1.6,10.3,2.5,NA,NA,NA,0,0,0.6,0,-2,-2.9,-0.9000000000000004,0.1999999999999993,-1.200000000000001,0.29999999999999893,-1.0999999999999996,0.3000000000000007,-0.2999999999999998,0.20000000000000015,12,0.07504690431519699,0.6,1.9,6.684210526315789,1.2307692307692308,0.8110236220472442,0.10236220472440946,0.14960629921259844,-0.8999999999999999,0.008130081300813007,1.9,0.07942464040025014,3,0.1999999999999993,0.06441525953721076,11.5,159.9,0.07504690431519699,6.684210526315789,0.10236220472440946,0.14960629921259844,1.2307692307692308,9.769230769230768,1,1,1,1
3587146,The Bank of New York Mellon Corporation,2015,12/31/2015,DFAST 2016,3,Supervisory Severely Adverse,11.5,11.2,10.5,13.1,13.1,12.2,13.5,13.6,12.7,6,5.9,5.5,NA,NA,NA,159.9,169.6,2.1,3.2,9.2,2.2,2.6,4.9,1.2,NA,NA,NA,0,0.1,1.5,0,-2,-1.8,0.3000000000000007,1,0,0.9000000000000004,-0.09999999999999964,0.8000000000000007,0.09999999999999964,0.5,9.699999999999989,0.06066291432145083,1.6,3.7,2.486486486486486,1.238095238095238,0.532608695652174,0.2282608695652174,0.4021739130434783,0.19999999999999996,0.013133208255159476,3.2,0.05753595997498436,2.2,1,0.03064415259537211,11.5,159.9,0.06066291432145083,2.486486486486486,0.2282608695652174,0.4021739130434783,1.2380952380952381,4.3809523809523805,1,1,1,1
2380443,"The Goldman Sachs Group, Inc.",2015,12/31/2015,DFAST 2016,2,Supervisory Adverse,13.6,11.9,11.4,15.6,12.6,12.6,18.7,15.3,15.3,9.3,7.5,7.4,NA,NA,NA,524.1,575.4,2.9,4.1,16,1.8,3.3,-0.5,-0.1,NA,NA,NA,0,0,10.1,3.1,-0.6,-0.7,1.6999999999999993,2.1999999999999993,3,3,3.3999999999999986,3.3999999999999986,1.8000000000000007,1.9000000000000004,51.299999999999955,0.09788208357183736,13.2,16.1,0.9937888198757764,1.137931034482759,-0.03125,0.18125,1.00625,-0.09999999999999998,0.00553329517267697,4.1,0.03052852509063156,1.8,2.1999999999999993,-9.540164090822362e-4,13.6,524.1,0.09788208357183736,0.9937888198757764,0.18125,1.00625,1.1379310344827587,5.517241379310345,1,1,1,1
2380443,"The Goldman Sachs Group, Inc.",2015,12/31/2015,DFAST 2016,3,Supervisory Severely Adverse,13.6,10.2,8.4,15.6,11.5,9.8,18.7,14.3,12.6,9.3,6.9,6.3,NA,NA,NA,524.1,567.1,4.8,6.8,12.1,1.4,5.7,-15.4,-1.7,NA,NA,NA,0,0,18,3.9,-0.6,-0.7,3.4000000000000004,5.199999999999999,4.1,5.799999999999999,4.399999999999999,6.1,2.4000000000000004,3.000000000000001,43,0.08204541118107231,21.9,26.7,0.45318352059925093,1.1875,-1.2727272727272727,0.396694214876033,2.206611570247934,-0.09999999999999998,0.009158557527189467,6.8,0.023087197099790114,1.4,5.199999999999999,-0.029383705399732875,13.6,524.1,0.08204541118107231,0.45318352059925093,0.396694214876033,2.206611570247934,1.1875,2.5208333333333335,1,1,1,1
1069778,"The PNC Financial Services Group, Inc.",2015,12/31/2015,DFAST 2016,2,Supervisory Adverse,10.6,9.2,9.2,12,10.3,10.3,14.6,12.1,12.1,10.2,8.7,8.7,NA,NA,NA,295.9,327.6,7.1,3.3,13.4,3.5,7.2,5.9,1.6,NA,NA,NA,0,0.1,0,0.2,-0.2,-0.6,1.4000000000000004,1.4000000000000004,1.6999999999999993,1.6999999999999993,2.5,2.5,1.5,1.5,31.700000000000045,0.10713078742818535,0.30000000000000004,7.4,1.810810810810811,1.0140845070422535,0.44029850746268656,0.5298507462686567,0.5522388059701492,-0.4,0.02399459276782697,3.3,0.045285569449138224,3.5,1.4000000000000004,0.0199391686380534,10.6,295.9,0.10713078742818535,1.810810810810811,0.5298507462686567,0.5522388059701492,1.0140845070422535,1.887323943661972,1,1,1,1
1069778,"The PNC Financial Services Group, Inc.",2015,12/31/2015,DFAST 2016,3,Supervisory Severely Adverse,10.6,7.6,7.6,12,8.7,8.7,14.6,11,11,10.2,7.4,7.4,NA,NA,NA,295.9,321.6,11.4,5.3,10.8,2.9,13,-2.6,-0.7,NA,NA,NA,0,0.2,0,0.2,-0.2,0.4,3,3,3.3000000000000007,3.3000000000000007,3.5999999999999996,3.5999999999999996,2.799999999999999,2.799999999999999,25.700000000000045,0.0868536667793175,0.4,11.8,0.9152542372881356,1.1403508771929824,-0.24074074074074073,1.0555555555555556,1.0925925925925923,0.6000000000000001,0.03852652923284894,5.3,0.036498817167962154,2.9,3,-0.008786752281176074,10.6,295.9,0.0868536667793175,0.9152542372881356,1.0555555555555556,1.0925925925925923,1.1403508771929824,0.9473684210526316,1,1,1,1
1119794,U.S. Bancorp,2015,12/31/2015,DFAST 2016,2,Supervisory Adverse,9.6,9.1,9,11.3,10.6,10.5,13.3,12.4,12.4,9.5,8.9,8.9,NA,NA,NA,341.4,377.3,12,4.4,24.6,5.5,12.5,12,2.7,NA,NA,NA,0,0,0,0,-0.4,-1.1,0.5,0.5999999999999996,0.7000000000000011,0.8000000000000007,0.9000000000000004,0.9000000000000004,0.5999999999999996,0.5999999999999996,35.900000000000034,0.1051552431165789,0,12,2.0500000000000003,1.0416666666666667,0.4878048780487805,0.4878048780487805,0.4878048780487805,-0.7000000000000001,0.0351493848857645,4.4,0.07205623901581723,5.5,0.5999999999999996,0.0351493848857645,9.6,341.4,0.1051552431165789,2.0500000000000003,0.4878048780487805,0.4878048780487805,1.0416666666666667,2.0500000000000003,1,1,1,1
1119794,U.S. Bancorp,2015,12/31/2015,DFAST 2016,3,Supervisory Severely Adverse,9.6,7.5,7.5,11.3,8.9,8.9,13.3,10.8,10.8,9.5,7.6,7.6,NA,NA,NA,341.4,371.7,18.9,7,21.4,4.9,21.5,-0.2,-0.1,NA,NA,NA,0,0,0,0,-0.4,0.2,2.0999999999999996,2.0999999999999996,2.4000000000000004,2.4000000000000004,2.5,2.5,1.9000000000000004,1.9000000000000004,30.30000000000001,0.0887521968365554,0,18.9,1.1322751322751323,1.1375661375661377,-0.00934579439252336,0.883177570093458,0.883177570093458,0.6000000000000001,0.05536028119507909,7,0.0626830697129467,4.9,2.0999999999999996,-5.858230814294084e-4,9.6,341.4,0.0887521968365554,1.1322751322751323,0.883177570093458,0.883177570093458,1.1375661375661377,1.1322751322751323,1,1,1,1
1120754,Wells Fargo & Company,2015,12/31/2015,DFAST 2016,2,Supervisory Adverse,11.1,9.1,9.1,12.6,10.6,10.6,15.8,13.2,13.2,9.4,8,8,NA,NA,NA,1303.1,1467.2,31.2,3.2,63.8,3.3,32.5,23.8,1.2,NA,NA,NA,0,2,4,1.6,-0.2,-4,2,2,2,2,2.6000000000000014,2.6000000000000014,1.4000000000000004,1.4000000000000004,164.10000000000014,0.125930473486302,7.6,38.8,1.6443298969072162,1.0416666666666667,0.3730407523510972,0.4890282131661442,0.6081504702194358,-3.8,0.023942905379479705,3.2,0.04896017189778221,3.3,2,0.018264139359987722,11.1,1303.1,0.125930473486302,1.6443298969072162,0.4890282131661442,0.6081504702194358,1.0416666666666667,2.0448717948717947,1,1,1,1
1120754,Wells Fargo & Company,2015,12/31/2015,DFAST 2016,3,Supervisory Severely Adverse,11.1,7.2,7.2,12.6,8.7,8.7,15.8,11.7,11.7,9.4,6.6,6.6,NA,NA,NA,1303.1,1455.3,51.8,5.4,51,2.7,60.5,-25.2,-1.3,NA,NA,NA,0,4.6,9.7,1.4,-0.2,-1,3.899999999999999,3.899999999999999,3.9,3.9,4.100000000000001,4.100000000000001,2.8000000000000007,2.8000000000000007,152.20000000000005,0.11679840380630808,15.7,67.5,0.7555555555555555,1.167953667953668,-0.4941176470588235,1.015686274509804,1.3235294117647058,-0.8,0.03975136213644387,5.4,0.03913744148568798,2.7,3.899999999999999,-0.01933850049881053,11.1,1303.1,0.11679840380630808,0.7555555555555555,1.015686274509804,1.3235294117647058,1.167953667953668,0.9845559845559846,1,1,1,1
1027004,Zions Bancorporation,2015,12/31/2015,DFAST 2016,2,Supervisory Adverse,12.2,10,10,14.1,11.7,11.7,16.1,13.2,13.2,11.3,9.2,9.2,NA,NA,NA,46.7,51,1.5,3.5,1.1,1.7,1.4,-0.4,-0.6,NA,NA,NA,0,0,0,0,0,0,2.1999999999999993,2.1999999999999993,2.4000000000000004,2.4000000000000004,2.900000000000002,2.900000000000002,2.1000000000000014,2.1000000000000014,4.299999999999997,0.09207708779443248,0,1.5,0.7333333333333334,0.9333333333333332,-0.3636363636363637,1.3636363636363635,1.3636363636363635,0,0.032119914346895075,3.5,0.023554603854389723,1.7,2.1999999999999993,-0.008565310492505354,12.2,46.7,0.09207708779443248,0.7333333333333334,1.3636363636363635,1.3636363636363635,0.9333333333333332,0.7333333333333334,1,1,1,1
1027004,Zions Bancorporation,2015,12/31/2015,DFAST 2016,3,Supervisory Severely Adverse,12.2,6.6,6.6,14.1,8.3,8.3,16.1,10.1,10.1,11.3,6.5,6.5,NA,NA,NA,46.7,49.8,2.6,6.3,0.7,1.1,3,-2.3,-3.7,NA,NA,NA,0,0,0,0,0,0,5.6,5.6,5.799999999999999,5.799999999999999,6.000000000000002,6.000000000000002,4.800000000000001,4.800000000000001,3.0999999999999943,0.06638115631691636,0,2.6,0.2692307692307692,1.1538461538461535,-3.2857142857142856,3.714285714285715,3.714285714285715,0,0.055674518201284794,6.3,0.014989293361884367,1.1,5.6,-0.04925053533190577,12.2,46.7,0.06638115631691636,0.2692307692307692,3.714285714285715,3.714285714285715,1.1538461538461537,0.2692307692307692,1,1,1,1
NA,34 participating bank holding companies,2016,12/31/2016,DFAST 2017,2,Supervisory Adverse,12.5,11.2,10.7,13.9,12.6,12.2,16.5,14.8,14.6,9.2,8.2,8,NA,6.3,6.1,9745.3,10857.8,257.4,3.9,540.9,3.3,263.8,214.3,1.3,NA,NA,NA,1.6,3,46.4,14.9,-50.6,-80.4,1.3000000000000007,1.8000000000000007,1.3000000000000007,1.700000000000001,1.6999999999999993,1.9000000000000004,1,1.1999999999999993,1112.5,0.11415759391706772,64.3,321.69999999999993,1.6813801678582534,1.024864024864025,0.39619153263080054,0.475873544093178,0.5947494915880939,-29.800000000000004,0.026412732291463577,3.9,0.05550367869639724,3.3,1.8000000000000007,0.021990087529373138,12.5,9745.3,0.11415759391706772,1.6813801678582534,0.475873544093178,0.5947494915880939,1.024864024864025,2.1013986013986017,1,1,1,1
NA,34 participating bank holding companies,2016,12/31/2016,DFAST 2017,3,Supervisory Severely Adverse,12.5,9.4,9.2,13.9,10.8,10.6,16.5,13.3,13.3,9.2,7,7,NA,5.5,5.4,9745.3,10548,383.1,5.8,417.6,2.6,420.9,-111.3,-0.7,NA,NA,NA,1.6,5.2,86,18.3,-50.6,-57.4,3.0999999999999996,3.3000000000000007,3.0999999999999996,3.3000000000000007,3.1999999999999993,3.1999999999999993,2.1999999999999993,2.1999999999999993,802.7000000000007,0.08236791068515087,109.5,492.6,0.8477466504263094,1.0986687548942833,-0.2665229885057471,0.9173850574712644,1.1795977011494252,-6.799999999999997,0.03931125773449766,5.8,0.042851425815521337,2.6,3.3000000000000007,-0.011420890070085067,12.5,9745.3,0.08236791068515087,0.8477466504263094,0.9173850574712644,1.1795977011494252,1.0986687548942833,1.0900548159749412,1,1,1,1
1562859,Ally Financial Inc.,2016,12/31/2016,DFAST 2017,2,Supervisory Adverse,9.4,8.6,8.4,10.9,10.2,10.1,12.6,12.1,12,9.5,8.8,8.8,NA,NA,NA,138.5,155,4.5,3.6,6.3,3.6,5.3,0.6,0.4,NA,NA,NA,0,0.3,0,0,0,0,0.8000000000000007,1,0.7000000000000011,0.8000000000000007,0.5,0.5999999999999996,0.6999999999999993,0.6999999999999993,16.5,0.11913357400722022,0.3,4.8,1.3125,1.1777777777777778,0.09523809523809525,0.7142857142857143,0.7619047619047619,0,0.032490974729241874,3.6,0.04548736462093863,3.6,1,0.004332129963898917,9.4,138.5,0.11913357400722022,1.3125,0.7142857142857143,0.7619047619047619,1.1777777777777778,1.4,1,1,1,1
1562859,Ally Financial Inc.,2016,12/31/2016,DFAST 2017,3,Supervisory Severely Adverse,9.4,6.5,6.5,10.9,8.1,8.1,12.6,10.1,10.1,9.5,7,7,NA,NA,NA,138.5,150.1,6.5,5.2,5.1,3,7.7,-3.1,-1.8,NA,NA,NA,0,0.5,0,0,0,0,2.9000000000000004,2.9000000000000004,2.8000000000000007,2.8000000000000007,2.5,2.5,2.5,2.5,11.599999999999994,0.08375451263537902,0.5,7,0.7285714285714285,1.1846153846153846,-0.607843137254902,1.2745098039215688,1.3725490196078431,0,0.04693140794223827,5.2,0.03682310469314079,3,2.9000000000000004,-0.022382671480144407,9.4,138.5,0.08375451263537902,0.7285714285714285,1.2745098039215688,1.3725490196078431,1.1846153846153846,0.7846153846153846,1,1,1,1
1275216,American Express Company,2016,12/31/2016,DFAST 2017,2,Supervisory Adverse,12.3,12.9,11.7,13.5,14,12.9,15.2,15.6,14.6,11.6,11.9,11,NA,10.2,9.8,131,147.3,8.3,6.9,20.5,12,10.6,9.9,5.8,NA,NA,NA,0,0,0,0,-2.6,-2.8,-0.5999999999999996,0.6000000000000014,-0.5,0.5999999999999996,-0.4000000000000003,0.5999999999999996,-0.3000000000000007,0.5999999999999996,16.30000000000001,0.12442748091603062,0,8.3,2.469879518072289,1.2771084337349397,0.4829268292682927,0.40487804878048783,0.40487804878048783,-0.19999999999999973,0.06335877862595421,6.9,0.15648854961832062,12,0.6000000000000014,0.07557251908396947,12.3,131,0.12442748091603062,2.469879518072289,0.40487804878048783,0.40487804878048783,1.2771084337349397,2.469879518072289,1,1,1,1
1275216,American Express Company,2016,12/31/2016,DFAST 2017,3,Supervisory Severely Adverse,12.3,10.8,10.6,13.5,11.9,11.7,15.2,13.6,13.4,11.6,10.3,10.3,NA,8.9,8.9,131,145,10.9,9.1,19.1,11.4,14.3,4.8,2.9,NA,NA,NA,0,0,0,0,-2.6,-2.8,1.5,1.700000000000001,1.5999999999999996,1.8000000000000007,1.5999999999999996,1.799999999999999,1.299999999999999,1.299999999999999,14,0.1068702290076336,0,10.9,1.7522935779816515,1.3119266055045873,0.2513089005235602,0.5706806282722513,0.5706806282722513,-0.19999999999999973,0.08320610687022902,9.1,0.14580152671755725,11.4,1.700000000000001,0.0366412213740458,12.3,131,0.1068702290076336,1.7522935779816515,0.5706806282722513,0.5706806282722513,1.3119266055045873,1.7522935779816515,1,1,1,1
1074156,BB&T Corporation,2016,12/31/2016,DFAST 2017,2,Supervisory Adverse,10.2,9.5,9.4,12,11,11,14.1,12.8,12.8,10,9.1,9.1,NA,NA,NA,176.1,197.4,4.4,2.9,10,4.2,4.7,5.2,2.2,NA,NA,NA,0,0,0,0,0,0,0.6999999999999993,0.7999999999999989,1,1,1.299999999999999,1.299999999999999,0.9000000000000004,0.9000000000000004,21.30000000000001,0.12095400340715508,0,4.4,2.2727272727272725,1.068181818181818,0.52,0.44000000000000006,0.44000000000000006,0,0.024985803520726862,2.9,0.05678591709256105,4.2,0.7999999999999989,0.029528676888131745,10.2,176.1,0.12095400340715508,2.2727272727272725,0.44000000000000006,0.44000000000000006,1.0681818181818181,2.2727272727272725,1,1,1,1
1074156,BB&T Corporation,2016,12/31/2016,DFAST 2017,3,Supervisory Severely Adverse,10.2,7.9,7.9,12,9.5,9.5,14.1,11.7,11.7,10,7.9,7.9,NA,NA,NA,176.1,192.7,7.1,4.7,7.9,3.4,8,-0.2,-0.1,NA,NA,NA,0,0,0,0,0,0,2.299999999999999,2.299999999999999,2.5,2.5,2.4000000000000004,2.4000000000000004,2.0999999999999996,2.0999999999999996,16.599999999999994,0.09426462237365132,0,7.1,1.1126760563380282,1.1267605633802815,-0.02531645569620253,0.8987341772151898,0.8987341772151898,0,0.04031800113571834,4.7,0.044860874503123226,3.4,2.299999999999999,-0.001135718341851221,10.2,176.1,0.09426462237365132,1.1126760563380282,0.8987341772151898,0.8987341772151898,1.1267605633802817,1.1126760563380282,1,1,1,1
1078529,"BBVA Compass Bancshares, Inc.",2016,12/31/2016,DFAST 2017,2,Supervisory Adverse,11.5,10.1,10.1,11.9,10.4,10.4,14.3,12.7,12.7,9.5,8.1,8.1,NA,NA,NA,66.7,73.6,2.3,3.6,2.3,2.4,2.3,0,0,NA,NA,NA,0,0,0,0,0,0,1.4000000000000004,1.4000000000000004,1.5,1.5,1.6000000000000014,1.6000000000000014,1.4000000000000004,1.4000000000000004,6.8999999999999915,0.10344827586206884,0,2.3,1,1,0,1,1,0,0.03448275862068965,3.6,0.03448275862068965,2.4,1.4000000000000004,0,11.5,66.7,0.10344827586206884,1,1,1,1,1,1,1,1,1
