bank_rssd_id,bank_name,exercise_year,exercise_quarter,exercise_name_std,scenario_code,scenario_label,cet1_actual_ratio,cet1_end_ratio,cet1_min_ratio,tier1_actual_ratio,tier1_end_ratio,tier1_min_ratio,total_capital_actual_ratio,total_capital_end_ratio,total_capital_min_ratio,tier1_leverage_actual_ratio,tier1_leverage_end_ratio,tier1_leverage_min_ratio,supp_leverage_actual_ratio,supp_leverage_end_ratio,supp_leverage_min_ratio,rwa_actual_amount,rwa_end_amount,total_loan_losses_amount,total_loan_losses_rate,ppnr_amount,ppnr_rate,provision_amount,pretax_net_income_amount,pretax_net_income_rate,net_interest_income_amount,noninterest_income_amount,noninterest_expense_amount,other_revenue_amount,securities_losses_amount,trading_counterparty_losses_amount,other_losses_amount,aoci_actual_amount,aoci_end_amount,cet1_depletion_end,cet1_depletion_min,tier1_depletion_end,tier1_depletion_min,total_capital_depletion_end,total_capital_depletion_min,leverage_depletion_end,leverage_depletion_min,rwa_change_amount,rwa_growth_rate,total_market_operational_losses_amount,total_observed_losses_amount,ppnr_loss_absorption_ratio,provision_to_loan_loss_ratio,pretax_income_to_ppnr_ratio,loan_loss_burden_on_ppnr,observed_loss_burden_on_ppnr,aoci_change_amount
1039502,JPMorgan Chase & Co.,2013,9/30/2013,DFAST 2014,2,Supervisory Adverse,NA,8.4,7.8,11.7,9.2,8.5,14.3,11.1,10.8,6.9,5.8,5.4,NA,NA,NA,NA,1606.9,37.6,5.1,68.1,2.7,36.5,15.6,0.6,NA,NA,NA,0,1.5,12.7,1.9,-5.2,-7.8,NA,NA,2.5,3.1999999999999993,3.200000000000001,3.5,1.1000000000000005,1.5,NA,NA,16.099999999999998,53.699999999999996,1.2681564245810055,0.9707446808510638,0.2290748898678414,0.552129221732746,0.788546255506608,-2.5999999999999996
1039502,JPMorgan Chase & Co.,2013,9/30/2013,DFAST 2014,3,Supervisory Severely Adverse,NA,6.5,6.5,11.7,7.1,7.1,14.3,9.3,9.3,6.9,4.6,4.6,NA,NA,NA,NA,1574.1,54.2,7.3,48.8,1.9,59.1,-37.6,-1.5,NA,NA,NA,0,1.3,24.2,1.8,-1.6,-2.5,NA,NA,4.6,4.6,5,5,2.3000000000000007,2.3000000000000007,NA,NA,27.3,81.5,0.5987730061349693,1.0904059040590406,-0.7704918032786886,1.1106557377049182,1.6700819672131149,-0.8999999999999999
1068025,KeyCorp,2013,9/30/2013,DFAST 2014,2,Supervisory Adverse,NA,10.9,10.5,11.9,11.4,10.9,14.4,13.3,13,11.3,10.7,10.4,NA,NA,NA,NA,89.3,2.1,3.7,3.8,4,2.1,1.4,1.5,NA,NA,NA,0,0,0,0.3,0,0,NA,NA,0.5,1,1.0999999999999996,1.4000000000000004,0.6000000000000014,0.9000000000000004,NA,NA,0.3,2.4,1.5833333333333333,1,0.3684210526315789,0.5526315789473685,0.631578947368421,0
1068025,KeyCorp,2013,9/30/2013,DFAST 2014,3,Supervisory Severely Adverse,NA,9.3,9.3,11.9,9.6,9.6,14.4,11.9,11.9,11.3,9.2,9.2,NA,NA,NA,NA,87.2,2.9,5.1,2.5,2.7,3.1,-1,-1,NA,NA,NA,0,0,0,0.4,0,0,NA,NA,2.3000000000000007,2.3000000000000007,2.5,2.5,2.1000000000000014,2.1000000000000014,NA,NA,0.4,3.3,0.7575757575757576,1.0689655172413794,-0.4,1.16,1.3199999999999998,0
1037003,M&T Bank Corporation,2013,9/30/2013,DFAST 2014,2,Supervisory Adverse,NA,9.3,9,11.9,10.5,10.1,15.1,13.5,13.4,10.7,9.2,9.1,NA,NA,NA,NA,100.9,2.9,3.9,5.3,5.2,3.3,1.9,1.9,NA,NA,NA,0,0,0,0.1,0,0,NA,NA,1.4000000000000004,1.8000000000000007,1.5999999999999996,1.6999999999999993,1.5,1.5999999999999996,NA,NA,0.1,3,1.7666666666666666,1.1379310344827587,0.3584905660377358,0.5471698113207547,0.5660377358490566,0
1037003,M&T Bank Corporation,2013,9/30/2013,DFAST 2014,3,Supervisory Severely Adverse,NA,6.7,6.7,11.9,7.9,7.9,15.1,11,11,10.7,7,7,NA,NA,NA,NA,98.4,4,5.3,3.9,3.9,4.8,-0.9,-0.9,NA,NA,NA,0,0,0,0.1,0,0,NA,NA,4,4,4.1,4.1,3.6999999999999993,3.6999999999999993,NA,NA,0.1,4.1,0.951219512195122,1.2,-0.23076923076923078,1.0256410256410258,1.0512820512820513,0
2162966,Morgan Stanley,2013,9/30/2013,DFAST 2014,2,Supervisory Adverse,NA,8.6,8.4,15.3,9,8.7,16.1,10.9,10.6,7.3,5,4.9,NA,NA,NA,NA,496.3,1.2,2.1,1.5,0.2,1.5,-10.7,-1.2,NA,NA,NA,0,0,8.6,2.2,-0.7,-1.2,NA,NA,6.300000000000001,6.600000000000001,5.200000000000001,5.500000000000002,2.3,2.3999999999999995,NA,NA,10.8,12,0.125,1.25,-7.133333333333333,0.7999999999999999,8,-0.5
2162966,Morgan Stanley,2013,9/30/2013,DFAST 2014,3,Supervisory Severely Adverse,NA,7.8,7.1,15.3,7.9,7.1,16.1,9.9,8.9,7.3,4.6,4.5,NA,NA,NA,NA,495.1,1.7,3,0.4,0,2.2,-17.3,-2,NA,NA,NA,0,0,13.3,2.1,-0.3,-0.5,NA,NA,7.4,8.200000000000001,6.200000000000001,7.200000000000001,2.7,2.8,NA,NA,15.4,17.1,0.023391812865497075,1.2941176470588236,-43.25,4.25,42.75,-0.2
1199611,Northern Trust Corporation,2013,9/30/2013,DFAST 2014,2,Supervisory Adverse,NA,11.5,11.1,13.6,11.6,11.2,14.9,14.2,14,8.3,7.6,7.4,NA,NA,NA,NA,66.8,1.7,5.7,3.3,3.3,2,1.3,1.3,NA,NA,NA,0,0,0,0,-0.2,-0.3,NA,NA,2,2.4000000000000004,0.7000000000000011,0.9000000000000004,0.7000000000000011,0.9000000000000004,NA,NA,0,1.7,1.9411764705882353,1.1764705882352942,0.393939393939394,0.5151515151515151,0.5151515151515151,-0.09999999999999998
1199611,Northern Trust Corporation,2013,9/30/2013,DFAST 2014,3,Supervisory Severely Adverse,NA,10.6,10.6,13.6,10.7,10.7,14.9,13.7,13.7,8.3,7.1,7.1,NA,NA,NA,NA,65,2.4,8.2,2.7,2.7,3,-0.4,-0.4,NA,NA,NA,0,0,0,0,0,0,NA,NA,2.9000000000000004,2.9000000000000004,1.200000000000001,1.200000000000001,1.200000000000001,1.200000000000001,NA,NA,0,2.4,1.1250000000000002,1.25,-0.14814814814814814,0.8888888888888888,0.8888888888888888,0
1132449,"RBS Citizens Financial Group, Inc.",2013,9/30/2013,DFAST 2014,2,Supervisory Adverse,NA,12.8,12.5,14,12.9,12.6,16.3,15.4,15.2,12.1,11.2,11,NA,NA,NA,NA,104.2,3.7,4.3,5,4,4,0.8,0.7,NA,NA,NA,0,0,0,0.1,0,0,NA,NA,1.0999999999999996,1.4000000000000004,0.9000000000000004,1.1000000000000014,0.9000000000000004,1.0999999999999996,NA,NA,0.1,3.8000000000000003,1.3157894736842104,1.081081081081081,0.16,0.74,0.76,0
1132449,"RBS Citizens Financial Group, Inc.",2013,9/30/2013,DFAST 2014,3,Supervisory Severely Adverse,NA,10.7,10.7,14,10.9,10.9,16.3,13.5,13.5,12.1,9.5,9.5,NA,NA,NA,NA,101.4,4.9,5.8,3.2,2.6,5.7,-2.6,-2.1,NA,NA,NA,0,0.1,0,0.2,0,0,NA,NA,3.0999999999999996,3.0999999999999996,2.8000000000000007,2.8000000000000007,2.5999999999999996,2.5999999999999996,NA,NA,0.30000000000000004,5.2,0.6153846153846154,1.163265306122449,-0.8125,1.53125,1.625,0
3242838,Regions Financial Corporation,2013,9/30/2013,DFAST 2014,2,Supervisory Adverse,NA,11.5,10.8,11.5,11.8,11.2,14.5,14.3,13.8,9.9,10.1,9.5,NA,NA,NA,NA,104.4,3.8,4.9,6,4.9,3.6,2.4,1.9,NA,NA,NA,0,0,0,0.1,0,0,NA,NA,-0.3000000000000007,0.3000000000000007,0.1999999999999993,0.6999999999999993,-0.1999999999999993,0.40000000000000036,NA,NA,0.1,3.9,1.5384615384615385,0.9473684210526316,0.39999999999999997,0.6333333333333333,0.65,0
3242838,Regions Financial Corporation,2013,9/30/2013,DFAST 2014,3,Supervisory Severely Adverse,NA,9.3,9.3,11.5,9.5,9.5,14.5,12,12,9.9,8.2,8.1,NA,NA,NA,NA,101.6,5.2,6.9,4.3,3.6,5.6,-1.4,-1.2,NA,NA,NA,0,0,0,0.1,0,0,NA,NA,2,2,2.5,2.5,1.700000000000001,1.8000000000000007,NA,NA,0.1,5.3,0.8113207547169812,1.0769230769230769,-0.3255813953488372,1.2093023255813955,1.2325581395348837,0
3981856,"Santander Holdings USA, Inc.",2013,9/30/2013,DFAST 2014,2,Supervisory Adverse,NA,8.6,8.1,14.4,11.9,9.9,16.5,14.7,11.8,12.4,10.5,8.9,NA,NA,NA,NA,94.7,4.9,6.5,6.7,6.4,5.9,0.8,0.8,NA,NA,NA,0,0,0,0,0,0,NA,NA,2.5,4.5,1.8000000000000007,4.699999999999999,1.9000000000000004,3.5,NA,NA,0,4.9,1.3673469387755102,1.2040816326530612,0.11940298507462686,0.7313432835820896,0.7313432835820896,0
3981856,"Santander Holdings USA, Inc.",2013,9/30/2013,DFAST 2014,3,Supervisory Severely Adverse,NA,6.7,6.7,14.4,10,8.9,16.5,12.8,11.2,12.4,8.9,7.8,NA,NA,NA,NA,91.8,6.4,8.7,5.6,5.4,8,-2.4,-2.4,NA,NA,NA,0,0,0,0,0,0,NA,NA,4.4,5.5,3.6999999999999993,5.300000000000001,3.5,4.6000000000000005,NA,NA,0,6.4,0.8749999999999999,1.25,-0.4285714285714286,1.142857142857143,1.142857142857143,0
1111435,State Street Corporation,2013,9/30/2013,DFAST 2014,2,Supervisory Adverse,NA,12.8,11.2,17.3,13.5,11.8,19.8,15.4,13.7,7.2,7.3,6.5,NA,NA,NA,NA,114.8,0.3,2.1,7.5,3.3,0.4,5.9,2.6,NA,NA,NA,0,0.3,0.9,0,-1.3,-2,NA,NA,3.8000000000000007,5.5,4.4,6.100000000000001,-0.09999999999999964,0.7000000000000002,NA,NA,1.2,1.5,5,1.3333333333333335,0.7866666666666667,0.04,0.2,-0.7
1111435,State Street Corporation,2013,9/30/2013,DFAST 2014,3,Supervisory Severely Adverse,NA,11.9,11.4,17.3,12.8,12.2,19.8,14.8,14.3,7.2,7,6.3,NA,NA,NA,NA,111.2,0.5,3.1,4.8,2.2,0.6,2.1,0.9,NA,NA,NA,0,0.4,1.7,0,-0.5,-0.8,NA,NA,4.5,5.100000000000001,5,5.5,0.20000000000000018,0.9000000000000004,NA,NA,2.1,2.6,1.846153846153846,1.2,0.43750000000000006,0.10416666666666667,0.5416666666666667,-0.30000000000000004
1131787,"SunTrust Banks, Inc.",2013,9/30/2013,DFAST 2014,2,Supervisory Adverse,NA,10.7,10,11,11.4,10.6,13,13.2,12.6,9.5,9.8,9.2,NA,NA,NA,NA,154,4.1,3.3,8.5,4.8,3.8,4.2,2.4,NA,NA,NA,0,0,0,0.5,0,0,NA,NA,-0.40000000000000036,0.40000000000000036,-0.1999999999999993,0.40000000000000036,-0.3000000000000007,0.3000000000000007,NA,NA,0.5,4.6,1.847826086956522,0.926829268292683,0.49411764705882355,0.48235294117647054,0.5411764705882353,0
1131787,"SunTrust Banks, Inc.",2013,9/30/2013,DFAST 2014,3,Supervisory Severely Adverse,NA,8.5,8.4,11,9,8.9,13,10.9,10.9,9.5,7.8,7.8,NA,NA,NA,NA,149.9,5.7,4.6,5.8,3.3,6.1,-1.2,-0.7,NA,NA,NA,0,0,0,0.9,0,0,NA,NA,2,2.0999999999999996,2.0999999999999996,2.0999999999999996,1.7000000000000002,1.7000000000000002,NA,NA,0.9,6.6000000000000005,0.8787878787878787,1.0701754385964912,-0.20689655172413793,0.9827586206896552,1.1379310344827587,0
3587146,The Bank of New York Mellon Corporation,2013,9/30/2013,DFAST 2014,2,Supervisory Adverse,NA,15.1,13.3,15.8,16.1,14.3,16.8,16.3,14.7,5.6,6.6,5.4,NA,NA,NA,NA,143.7,0.6,1.1,11.3,2.9,0.4,10,2.6,NA,NA,NA,0,0.2,0.6,0.1,-1.4,-2.3,NA,NA,-0.3000000000000007,1.5,0.5,2.1000000000000014,-1,0.1999999999999993,NA,NA,0.9,1.5,7.533333333333334,0.6666666666666667,0.8849557522123893,0.053097345132743355,0.1327433628318584,-0.8999999999999999
3587146,The Bank of New York Mellon Corporation,2013,9/30/2013,DFAST 2014,3,Supervisory Severely Adverse,NA,15,13.8,15.8,16.1,14.7,16.8,16.3,15.3,5.6,6.6,5.3,NA,NA,NA,NA,138.5,0.8,1.6,8.3,2.2,0.8,6,1.6,NA,NA,NA,0,0.2,1.3,0.1,-0.3,-0.6,NA,NA,-0.3000000000000007,1.1000000000000014,0.5,1.5,-1,0.2999999999999998,NA,NA,1.6,2.4,3.458333333333334,1,0.7228915662650601,0.09638554216867469,0.2891566265060241,-0.3
2380443,"The Goldman Sachs Group, Inc.",2013,9/30/2013,DFAST 2014,2,Supervisory Adverse,NA,8.3,8.2,16.3,9.4,9.1,19.4,11.7,11.5,7.9,5.7,5.6,NA,NA,NA,NA,597.6,1.1,2.1,4.7,0.5,1.4,-15.4,-1.6,NA,NA,NA,0,0,13.8,4.9,-0.1,-0.2,NA,NA,6.9,7.200000000000001,7.699999999999999,7.899999999999999,2.2,2.3000000000000007,NA,NA,18.700000000000003,19.8,0.23737373737373738,1.2727272727272725,-3.276595744680851,0.23404255319148937,4.212765957446808,-0.1
2380443,"The Goldman Sachs Group, Inc.",2013,9/30/2013,DFAST 2014,3,Supervisory Severely Adverse,NA,7.5,6.6,16.3,8.4,7.3,19.4,10.8,9.5,7.9,5.3,4.9,NA,NA,NA,NA,595.2,1.6,3.1,4.9,0.5,2.1,-23,-2.5,NA,NA,NA,0,0,19.8,6,-0.1,-0.2,NA,NA,7.9,9,8.599999999999998,9.899999999999999,2.6000000000000005,3,NA,NA,25.8,27.400000000000002,0.17883211678832117,1.3125,-4.693877551020408,0.32653061224489793,5.591836734693878,-0.1
1069778,"The PNC Financial Services Group, Inc.",2013,9/30/2013,DFAST 2014,2,Supervisory Adverse,NA,9.4,8.7,12.2,10.9,10.2,15.6,13.4,13.1,11.1,10.4,9.9,NA,NA,NA,NA,304.3,6.9,3.6,15.3,4.7,6.6,8.2,2.5,NA,NA,NA,0,0.2,0,0.3,-0.8,-1.4,NA,NA,1.299999999999999,2,2.1999999999999993,2.5,0.6999999999999993,1.1999999999999993,NA,NA,0.5,7.4,2.0675675675675675,0.9565217391304347,0.5359477124183006,0.45098039215686275,0.48366013071895425,-0.5999999999999999
1069778,"The PNC Financial Services Group, Inc.",2013,9/30/2013,DFAST 2014,3,Supervisory Severely Adverse,NA,7.5,7.5,12.2,9.1,9.1,15.6,11.8,11.8,11.1,8.8,8.8,NA,NA,NA,NA,296.4,10.1,5.2,10.8,3.4,11.3,-1.1,-0.3,NA,NA,NA,0,0.3,0,0.4,-0.3,-0.6,NA,NA,3.0999999999999996,3.0999999999999996,3.799999999999999,3.799999999999999,2.299999999999999,2.299999999999999,NA,NA,0.7,10.8,1,1.118811881188119,-0.10185185185185186,0.9351851851851851,1,-0.3
1119794,U.S. Bancorp,2013,9/30/2013,DFAST 2014,2,Supervisory Adverse,NA,9.6,8.6,11.2,11.2,10.2,13.3,13,12.1,9.6,9.7,9,NA,NA,NA,NA,324,11.3,5,26.6,7,11.2,15,4,NA,NA,NA,0,0,0,0.4,-1.1,-1.8,NA,NA,0,1,0.3000000000000007,1.200000000000001,-0.09999999999999964,0.5999999999999996,NA,NA,0.4,11.700000000000001,2.2735042735042734,0.991150442477876,0.5639097744360902,0.424812030075188,0.4398496240601504,-0.7
1119794,U.S. Bancorp,2013,9/30/2013,DFAST 2014,3,Supervisory Severely Adverse,NA,7.6,7.5,11.2,9.2,9.1,13.3,11.1,11,9.6,8.1,8.1,NA,NA,NA,NA,316.1,15.6,7,20.6,5.6,17.1,3.1,0.8,NA,NA,NA,0,0,0,0.4,-0.4,-0.8,NA,NA,2,2.0999999999999996,2.200000000000001,2.3000000000000007,1.5,1.5,NA,NA,0.4,16,1.2875,1.0961538461538463,0.15048543689320387,0.7572815533980581,0.7766990291262136,-0.4
1378434,UnionBanCal Corporation,2013,9/30/2013,DFAST 2014,2,Supervisory Adverse,NA,11.3,11.1,11.2,11.3,11.1,13.1,13.1,13,10.2,10.4,10.3,NA,NA,NA,NA,99.3,2,2.9,2.3,2,2.2,-0.3,-0.3,NA,NA,NA,0,0.4,0,0,0,0,NA,NA,-0.10000000000000142,0.09999999999999964,0,0.09999999999999964,-0.20000000000000107,-0.10000000000000142,NA,NA,0.4,2.4,0.9583333333333333,1.1,-0.13043478260869565,0.8695652173913044,1.0434782608695652,0
1378434,UnionBanCal Corporation,2013,9/30/2013,DFAST 2014,3,Supervisory Severely Adverse,NA,8.2,8.2,11.2,8.2,8.2,13.1,10.4,10.4,10.2,7.6,7.6,NA,NA,NA,NA,97.4,3.4,5,0.8,0.7,4.1,-3.7,-3.5,NA,NA,NA,0,0.4,0,0,0,0,NA,NA,3,3,2.6999999999999993,2.6999999999999993,2.5999999999999996,2.5999999999999996,NA,NA,0.4,3.8,0.2105263157894737,1.2058823529411764,-4.625,4.25,4.749999999999999,0
1120754,Wells Fargo & Company,2013,9/30/2013,DFAST 2014,2,Supervisory Adverse,NA,9.4,8.8,12.1,10.6,9.9,15.1,14.3,13.6,9.8,8.6,8.2,NA,NA,NA,NA,1246.1,36.3,4.5,71.7,4.6,36.9,29.7,1.9,NA,NA,NA,0,0.9,3.3,0.9,-5.8,-9.3,NA,NA,1.5,2.1999999999999993,0.7999999999999989,1.5,1.200000000000001,1.6000000000000014,NA,NA,5.1000000000000005,41.39999999999999,1.7318840579710149,1.0165289256198347,0.4142259414225941,0.506276150627615,0.5774058577405856,-3.500000000000001
1120754,Wells Fargo & Company,2013,9/30/2013,DFAST 2014,3,Supervisory Severely Adverse,NA,7.4,7.4,12.1,8.5,8.5,15.1,12,12,9.8,7,7,NA,NA,NA,NA,1211.3,55.1,6.8,50.7,3.3,61.6,-20.5,-1.3,NA,NA,NA,0,1.2,5.9,2.5,-1.6,-3.3,NA,NA,3.5999999999999996,3.5999999999999996,3.0999999999999996,3.0999999999999996,2.8000000000000007,2.8000000000000007,NA,NA,9.600000000000001,64.7,0.7836166924265843,1.117967332123412,-0.4043392504930966,1.086785009861933,1.2761341222879685,-1.6999999999999997
1027004,Zions Bancorporation,2013,9/30/2013,DFAST 2014,2,Supervisory Adverse,NA,7.5,7.5,13.1,8.9,8.9,14.8,10.7,10.7,10.6,7.2,7.2,NA,NA,NA,NA,48.5,1.7,4.3,0.7,1.3,1.6,-1.1,-1.9,NA,NA,NA,0,0.3,0,0,0,0,NA,NA,4.199999999999999,4.199999999999999,4.100000000000001,4.100000000000001,3.3999999999999995,3.3999999999999995,NA,NA,0.3,2,0.35,0.9411764705882354,-1.5714285714285716,2.428571428571429,2.857142857142857,0
1027004,Zions Bancorporation,2013,9/30/2013,DFAST 2014,3,Supervisory Severely Adverse,NA,4.6,4.6,13.1,5.4,5.4,14.8,7.2,7.2,10.6,4.5,4.5,NA,NA,NA,NA,47.6,2.5,6.6,0.2,0.4,2.8,-2.9,-5.1,NA,NA,NA,0,0.3,0,0,0,0,NA,NA,7.699999999999999,7.699999999999999,7.6000000000000005,7.6000000000000005,6.1,6.1,NA,NA,0.3,2.8,0.07142857142857144,1.1199999999999999,-14.499999999999998,12.5,13.999999999999998,0
NA,31 participating bank holding companies,2014,9/30/2014,DFAST 2015,2,Supervisory Adverse,NA,9.8,9.5,13.5,10.8,10.4,16.2,13,12.8,8.8,7.3,7.2,NA,NA,NA,NA,10262,234.9,4.1,501.3,3.4,244,177.8,1.2,NA,NA,NA,0,8.6,54.9,16,NA,-92.7,NA,NA,2.6999999999999993,3.0999999999999996,3.1999999999999993,3.3999999999999986,1.5000000000000009,1.6000000000000005,NA,NA,79.5,314.4,1.594465648854962,1.038739889314602,0.35467783762218236,0.46858168761220825,0.6271693596648713,NA
NA,31 participating bank holding companies,2014,9/30/2014,DFAST 2015,3,Supervisory Severely Adverse,NA,7.8,7.6,13.5,8.6,8.4,16.2,11,10.8,8.8,5.9,5.9,NA,NA,NA,NA,9948.4,340.3,6.1,309.6,2.1,381.9,-222.2,-1.5,NA,NA,NA,0,17.8,102.7,29.3,NA,-27.9,NA,NA,4.9,5.1,5.199999999999999,5.399999999999999,2.9000000000000004,2.9000000000000004,NA,NA,149.8,490.1,0.6317078147316875,1.1222450778724653,-0.7177002583979327,1.0991602067183461,1.5830103359173127,NA
1562859,Ally Financial Inc.,2014,9/30/2014,DFAST 2015,2,Supervisory Adverse,NA,9.4,9.4,12.7,11.6,11.6,13.5,13,13,10.9,9.9,9.9,NA,NA,NA,NA,143.4,3.5,3.4,4.5,2.8,4.1,0.1,0.1,NA,NA,NA,0,0.2,0,0,NA,0,NA,NA,1.0999999999999996,1.0999999999999996,0.5,0.5,1,1,NA,NA,0.2,3.7,1.2162162162162162,1.1714285714285713,0.022222222222222223,0.7777777777777778,0.8222222222222223,NA
1562859,Ally Financial Inc.,2014,9/30/2014,DFAST 2015,3,Supervisory Severely Adverse,NA,8,8,12.7,10.1,10.1,13.5,11.6,11.6,10.9,8.8,8.8,NA,NA,NA,NA,138.9,5.1,5,4.1,2.7,6,-2.5,-1.6,NA,NA,NA,0,0.6,0,0,NA,0,NA,NA,2.5999999999999996,2.5999999999999996,1.9000000000000004,1.9000000000000004,2.0999999999999996,2.0999999999999996,NA,NA,0.6,5.699999999999999,0.7192982456140351,1.1764705882352942,-0.6097560975609757,1.2439024390243902,1.3902439024390243,NA
1275216,American Express Company,2014,9/30/2014,DFAST 2015,2,Supervisory Adverse,13.6,17.1,13.4,13.6,17.6,14,15.1,19.3,15.8,11.6,14.4,11.6,NA,NA,NA,NA,140.5,8.1,7,25.9,15.9,10.8,15.1,9.3,NA,NA,NA,0,0,0,0,-1.3,-1.6,-3.5000000000000018,0.1999999999999993,-4.000000000000002,-0.40000000000000036,-4.200000000000001,-0.7000000000000011,-2.8000000000000007,0,NA,NA,0,8.1,3.197530864197531,1.3333333333333335,0.5830115830115831,0.3127413127413127,0.3127413127413127,-0.30000000000000004
1275216,American Express Company,2014,9/30/2014,DFAST 2015,3,Supervisory Severely Adverse,13.6,15.1,13,13.6,15.6,13.5,15.1,17.3,15.4,11.6,13,11.4,NA,NA,NA,NA,136.7,10.5,9.2,23.7,14.9,13.7,10,6.3,NA,NA,NA,0,0,0,0,-1.3,-1.4,-1.5,0.5999999999999996,-2,0.09999999999999964,-2.200000000000001,-0.3000000000000007,-1.4000000000000004,0.1999999999999993,NA,NA,0,10.5,2.257142857142857,1.3047619047619048,0.4219409282700422,0.44303797468354433,0.44303797468354433,-0.09999999999999987
1074156,BB&T Corporation,2014,9/30/2014,DFAST 2015,2,Supervisory Adverse,NA,9.7,9.3,12.4,11.2,10.9,15.2,13.3,13.1,9.7,8.5,8.3,NA,NA,NA,NA,165.9,3.9,3,9.7,4.6,4.5,5.2,2.5,NA,NA,NA,0,0,0,0,NA,0,NA,NA,1.200000000000001,1.5,1.8999999999999986,2.0999999999999996,1.1999999999999993,1.3999999999999986,NA,NA,0,3.9,2.4871794871794872,1.153846153846154,0.5360824742268042,0.4020618556701031,0.4020618556701031,NA
1074156,BB&T Corporation,2014,9/30/2014,DFAST 2015,3,Supervisory Severely Adverse,NA,8.2,8.2,12.4,9.8,9.8,15.2,11.8,11.8,9.7,7.4,7.4,NA,NA,NA,NA,162,6,4.6,8,3.8,7.2,0.7,0.3,NA,NA,NA,0,0,0,0,NA,0,NA,NA,2.5999999999999996,2.5999999999999996,3.3999999999999986,3.3999999999999986,2.299999999999999,2.299999999999999,NA,NA,0,6,1.3333333333333333,1.2,0.0875,0.75,0.75,NA
1078529,"BBVA Compass Bancshares, Inc.",2014,9/30/2014,DFAST 2015,2,Supervisory Adverse,NA,10,10,11.3,10,10,13.3,11.7,11.7,9.6,7.8,7.8,NA,NA,NA,NA,63.3,2,3.5,1.8,2.1,2.2,-0.4,-0.5,NA,NA,NA,0,0,0,0,NA,0,NA,NA,1.3000000000000007,1.3000000000000007,1.6000000000000014,1.6000000000000014,1.7999999999999998,1.7999999999999998,NA,NA,0,2,0.9,1.1,-0.22222222222222224,1.1111111111111112,1.1111111111111112,NA
1078529,"BBVA Compass Bancshares, Inc.",2014,9/30/2014,DFAST 2015,3,Supervisory Severely Adverse,NA,6.9,6.9,11.3,6.9,6.9,13.3,8.7,8.7,9.6,5.5,5.5,NA,NA,NA,NA,61.5,3.2,5.7,1.1,1.4,3.8,-2.8,-3.4,NA,NA,NA,0,0.1,0,0.1,NA,0,NA,NA,4.4,4.4,4.600000000000001,4.600000000000001,4.1,4.1,NA,NA,0.2,3.4000000000000004,0.3235294117647059,1.1874999999999998,-2.545454545454545,2.909090909090909,3.090909090909091,NA
1245415,BMO Financial Corp.,2014,9/30/2014,DFAST 2015,2,Supervisory Adverse,NA,11.5,10.5,11.5,11.5,10.5,15.5,13.9,13.9,8.3,7.9,7.4,NA,NA,NA,NA,85.2,1.7,2.9,2.4,1.9,1.5,0.9,0.7,NA,NA,NA,0,0,0,0,NA,0,NA,NA,0,1,1.5999999999999996,1.5999999999999996,0.40000000000000036,0.9000000000000004,NA,NA,0,1.7,1.411764705882353,0.8823529411764706,0.375,0.7083333333333334,0.7083333333333334,NA
1245415,BMO Financial Corp.,2014,9/30/2014,DFAST 2015,3,Supervisory Severely Adverse,NA,7.4,7.4,11.5,7.4,7.4,15.5,10.3,10.3,8.3,5.2,5.2,NA,NA,NA,NA,81.4,2.7,4.6,1.1,0.9,2.8,-1.7,-1.4,NA,NA,NA,0,0,0,0,NA,0,NA,NA,4.1,4.1,5.199999999999999,5.199999999999999,3.1000000000000005,3.1000000000000005,NA,NA,0,2.7,0.40740740740740744,1.037037037037037,-1.5454545454545452,2.4545454545454546,2.4545454545454546,NA
1073757,Bank of America Corporation,2014,9/30/2014,DFAST 2015,2,Supervisory Adverse,12,8.5,8,12.8,9.7,9.1,15.8,11.8,11.5,7.9,6.2,5.9,NA,NA,NA,NA,1477.1,31,3.3,61.6,2.7,29.2,20.6,0.9,NA,NA,NA,0,0.5,9.1,2.2,-1.3,-18,3.5,4,3.1000000000000014,3.700000000000001,4,4.300000000000001,1.7000000000000002,2,NA,NA,11.8,42.800000000000004,1.439252336448598,0.9419354838709677,0.33441558441558444,0.5032467532467533,0.6948051948051949,-16.7
1073757,Bank of America Corporation,2014,9/30/2014,DFAST 2015,3,Supervisory Severely Adverse,12,7.2,7.1,12.8,7.9,7.8,15.8,10.4,10.4,7.9,5.1,5.1,NA,NA,NA,NA,1433.9,45.7,4.9,34.4,1.6,49.1,-37.3,-1.7,NA,NA,NA,0,0.9,17.6,4.1,-1.3,-1.1,4.8,4.9,4.9,5.000000000000001,5.4,5.4,2.8000000000000007,2.8000000000000007,NA,NA,22.6,68.3,0.5036603221083455,1.074398249452954,-1.0843023255813953,1.3284883720930234,1.9854651162790697,0.19999999999999996
2277860,Capital One Financial Corporation,2014,9/30/2014,DFAST 2015,2,Supervisory Adverse,12.7,10.4,10.4,13.3,11.1,11.1,15.2,12.8,12.8,10.6,8.5,8.5,NA,NA,NA,NA,249.5,17.2,8.3,23.1,7.3,20.1,2.9,0.9,NA,NA,NA,0,0,0,0.1,-0.1,-1.8,2.299999999999999,2.299999999999999,2.200000000000001,2.200000000000001,2.3999999999999986,2.3999999999999986,2.0999999999999996,2.0999999999999996,NA,NA,0.1,17.3,1.3352601156069364,1.1686046511627908,0.12554112554112554,0.7445887445887445,0.7489177489177489,-1.7
