component,duplicated_key,bank_rssd_id,bank_name,exercise_year,scenario_code,scenario_label,key_count
ppnr,TRUE,1199611,Northern Trust Corporation,2020,3,Supervisory Severely Adverse,2
ppnr,TRUE,5280254,RBC US Group Holdings LLC,2020,3,Supervisory Severely Adverse,2
ppnr,TRUE,3242838,Regions Financial Corporation,2020,3,Supervisory Severely Adverse,2
ppnr,TRUE,1111435,State Street Corporation,2020,3,Supervisory Severely Adverse,2
ppnr,TRUE,3606542,TD Group US Holdings LLC,2020,3,Supervisory Severely Adverse,2
ppnr,TRUE,3587146,The Bank of New York Mellon Corporation,2020,3,Supervisory Severely Adverse,2
ppnr,TRUE,2380443,"The Goldman Sachs Group, Inc.",2020,3,Supervisory Severely Adverse,2
ppnr,TRUE,1069778,"The PNC Financial Services Group, Inc.",2020,3,Supervisory Severely Adverse,2
ppnr,TRUE,1074156,Truist Financial Corporation,2020,3,Supervisory Severely Adverse,2
ppnr,TRUE,1119794,U.S. Bancorp,2020,3,Supervisory Severely Adverse,2
ppnr,TRUE,4846998,UBS Americas Holding LLC,2020,3,Supervisory Severely Adverse,2
ppnr,TRUE,1120754,Wells Fargo & Company,2020,3,Supervisory Severely Adverse,2
