raw_rows,capital_model_flag_rows,final_estimation_rows,banks,rssd_ids,years,scenarios,mean_capital_depletion,sd_capital_depletion,min_capital_depletion,max_capital_depletion
665,520,520,56,46,11,3,2.681248076923077,1.9707050864014506,-0.5509999999999998,9.251
