model_name,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
M1_scenario_only,0.09346515354327832,0.08995824891481896,1.879975961809304,26.651752313076567,9.635936777000843e-12,2,-1064.5983686830007,2137.1967373660013,2154.212052612303,1827.2380719790824,517,520
M2_losses_ppnr,0.26555418533323116,0.25984975182125636,1.6954367087649784,46.552244806740674,2.1177458498166275e-33,4,-1009.8649239564304,2031.7298479128608,2057.252820782314,1480.3704012153285,515,520
M3_structural_controls,0.41860804378193456,0.4118081378612555,1.5114060046727091,61.56085814495017,2.2741072932714775e-57,6,-949.1052461903229,1914.2104923806457,1948.2411228732494,1171.87058092285,513,520
M4_year_fixed_effects,0.5115985087336532,0.49606287481663225,1.3989745520768562,32.93064907851244,7.091376887539397e-68,16,-903.7905333099936,1843.5810666199873,1920.1499852283457,984.4362880713961,503,520
M5_bank_fixed_effects,0.7937004125237779,0.766223829912316,0.952843898214452,28.886431174766415,6.679488339746029e-122,61,-679.7203557688855,1485.440711537771,1753.431926667026,415.82346441894697,458,520
M6_bank_year_fixed_effects,0.8385266349559952,0.8129359900494677,0.8523476289615592,32.76692080323883,9.156057465468179e-138,71,-616.0231602039489,1378.0463204078978,1688.5758236529073,325.4704233071836,448,520
M7_log_amounts_bank_year_fixed_effects,0.837268982227096,0.8114790218211224,0.8556604915705386,32.46491925723014,4.944218541006288e-137,71,-618.0403528580796,1382.0807057161592,1692.6102089611686,328.00538482196157,448,520
