script_id,script_name,project_root,started_at,completed_at,input_rows,estimation_rows,banks,years,scenarios,models_attempted,models_estimated,best_model_by_rmse,figures_created
11,estimate_capital_depletion_model,D:/GitHub/us-bank-stress-test-dfast-replication,2026-06-30 07:01:20.882419,2026-06-30 07:01:31.02981,665,520,56,11,3,7,7,M6_bank_year_fixed_effects,6
