bank_rssd_id,bank_name,observations,mean_actual,mean_predicted,mean_residual,rmse
1111435,State Street Corporation,17,1.511764705882353,1.5117647058823565,-3.552713678800501e-15,1.5238153982179268
2816906,DB USA Corporation,13,7.000307692307692,7.00030769230769,2.459554328366924e-15,1.414544087501922
1574834,"Credit Suisse Holdings (USA), Inc.",10,5.84,5.84,-5.329158609627266e-16,1.3557272942937042
3232316,HSBC North America Holdings Inc.,15,5.593333333333333,5.593333333333335,-1.1546138755739546e-15,1.1823286328448064
2380443,"The Goldman Sachs Group, Inc.",17,4.564705882352941,4.564705882352942,-8.098663373400013e-16,1.134496115039573
4846998,UBS Americas Holding LLC,13,4.719307692307693,4.719307692307693,-5.465796752167885e-16,1.0683989132731964
2162966,Morgan Stanley,17,5.076470588235294,5.076470588235299,-5.485774403668976e-15,1.0427788895136563
1275216,American Express Company,13,0.6846153846153847,0.6846153846153854,-6.661338147750939e-16,0.9927477890233773
1026632,The Charles Schwab Corporation,5,-0.5407999999999998,-0.5408,8.881784197001253e-17,0.9753853788189247
3846375,Discover Financial Services,11,2.0727272727272723,2.0727272727272696,2.6645352591003757e-15,0.9280717902121294
3587146,The Bank of New York Mellon Corporation,17,0.5381764705882353,0.5381764705882381,-2.880023629711789e-15,0.9226349741200413
1032473,Deutsche Bank Trust Corporation,4,3.525000000000002,3.5249999999999937,8.548717289613705e-15,0.8973633940727217
1199611,Northern Trust Corporation,17,0.5911176470588237,0.5911176470588265,-2.78211220146155e-15,0.8915427320065965
1245415,BMO Financial Corp.,15,4.133333333333333,4.133333333333332,1.243451142832891e-15,0.8344920963365994
3606542,TD Group US Holdings LLC,17,2.0705882352941174,2.0705882352941174,2.971654657436409e-16,0.8237336497894264
5006575,Barclays US LLC,13,2.7692307692307696,2.7692307692307696,-1.7038654141445274e-17,0.7793386087367948
1951350,Citigroup Inc.,17,3.3588235294117648,3.3588235294117665,-1.789437419728296e-15,0.7401694793814138
1378434,MUFG Americas Holdings Corporation,10,2.87,2.8700000000000014,-1.1990408665951691e-15,0.7394893706088802
1036967,CIT Group Inc.,2,0.8999999999999995,0.8999999999999997,-2.220446049250313e-16,0.7377642823518367
3981856,"Santander Holdings USA, Inc.",12,0.6083333333333334,0.6083333333333343,-8.881784197001252e-16,0.7253667611641752
1068191,Huntington Bancshares Incorporated,12,1.966666666666667,1.9666666666666663,5.181131131765104e-16,0.6980343154189403
1069778,"The PNC Financial Services Group, Inc.",17,1.511764705882353,1.5117647058823538,-9.273468175961236e-16,0.6297549195548569
2277860,Capital One Financial Corporation,17,3.488235294117647,3.488235294117645,2.220446049250313e-15,0.5955214211786071
1068025,KeyCorp,12,2.158333333333333,2.158333333333334,-7.031367314202138e-16,0.5886617346757702
1039502,JPMorgan Chase & Co.,17,2.552941176470588,2.552941176470588,2.6154782996253258e-17,0.5877937828486016
NA,35 participating firms,2,2.9000000000000004,2.9000000000000017,-1.4432899320127035e-15,0.5873328721645003
1132449,"Citizens Financial Group, Inc.",13,2.938461538461538,2.9384615384615387,-5.807586274533496e-16,0.5667396222423055
1575569,"BNP Paribas USA, Inc.",6,4.3500000000000005,4.349999999999998,2.516520486732423e-15,0.5475857545172835
1120754,Wells Fargo & Company,17,2.205882352941176,2.205882352941177,-7.08561196848387e-16,0.4538036145529894
1027004,Zions Bancorporation,4,3.1249999999999996,3.1250000000000004,-1.0547118733938987e-15,0.4476225025790168
5280254,RBC US Group Holdings LLC,9,4.022222222222222,4.02222222222222,2.4671562535993896e-15,0.4409220699198936
1037003,M&T Bank Corporation,14,2.8,2.799999999999999,7.454296511652525e-16,0.4077425336414173
1119794,U.S. Bancorp,17,1.0941176470588236,1.0941176470588243,-7.053185554244275e-16,0.4011963942383717
1562859,Ally Financial Inc.,12,2.2916666666666665,2.2916666666666763,-9.78846859253299e-15,0.4000112881785643
1074156,BB&T Corporation,6,1.8499999999999994,1.850000000000008,-8.696747026230392e-15,0.381453776863693
1073757,Bank of America Corporation,17,2.0823529411764703,2.082352941176473,-2.6384183434594113e-15,0.3727072002398796
1131787,"SunTrust Banks, Inc.",6,1.8999999999999997,1.9000000000000021,-2.2574433190091178e-15,0.37261947109014143
NA,34 participating bank holding companies,2,2.5500000000000007,2.5500000000000007,-2.220446049250313e-16,0.32463294726510594
1199844,Comerica Incorporated,4,1.1999999999999997,1.1999999999999997,-1.3877787807814457e-17,0.2928862293021492
3242838,Regions Financial Corporation,13,1.8846153846153846,1.8846153846153852,-5.807320436500819e-16,0.2607471214470073
1074156,Truist Financial Corporation,9,1.788888888888889,1.7888888888888874,1.4062794861858302e-15,0.2246107409600472
1025608,BancWest Corporation,2,2.4000000000000012,2.5941657088953427,-0.19416570889534168,0.20084245240331017
1070345,Fifth Third Bancorp,12,1.9000000000000001,1.9000000000000004,-3.7005175399645873e-17,0.20069089974551266
5005998,BancWest Corporation,2,2.6499999999999995,2.4558342911046607,0.1941657088953388,0.19689241404383456
NA,18 participating firms,2,2.000000000000001,2.0000000000000075,-6.661338147750939e-15,0.15940020201958438
1078529,"BBVA Compass Bancshares, Inc.",6,2.816666666666667,2.816666666666667,1.1102230246251565e-16,0.1203247332654253
NA,33 participating firms,3,2.4,2.400000000000001,-1.0362092856940758e-15,0.09086821280625794
3226762,RBC USA Holdco Corporation,2,3.3,3.3000000000000016,-1.7763568394002505e-15,0.04628713662764561
NA,33 participating bank holding companies,2,2.8500000000000005,2.8500000000000427,-4.2521541843143495e-14,0.03859877564590464
4504654,Synchrony Financial,1,0.09999999999999964,0.09999999999999609,3.552713678800501e-15,3.552713678800501e-15
1075612,"First Citizens Bancshares, Inc.",1,4.499999999999999,4.4999999999999964,2.6645352591003757e-15,2.6645352591003757e-15
NA,23 participating firms,1,2.4000000000000004,2.400000000000003,-2.6645352591003757e-15,2.6645352591003757e-15
NA,22 participating banks,1,1.8000000000000007,1.8000000000000025,-1.7763568394002505e-15,1.7763568394002505e-15
NA,32 participating banks,1,1.6000000000000014,1.5999999999999996,1.7763568394002505e-15,1.7763568394002505e-15
NA,23 participating banks,1,2.5,2.5000000000000013,-1.3322676295501878e-15,1.3322676295501878e-15
NA,33 participating banks,1,2.700000000000001,2.6999999999999997,1.3322676295501878e-15,1.3322676295501878e-15
NA,31 participating banks,1,2.799999999999999,2.799999999999998,8.881784197001252e-16,8.881784197001252e-16
